# address	flags	name   (generated by lifted_oracle_plan.py)
0x0041e890	iat,indirect,undef=4	?show@BaseWin@@QAEXH@Z
0x0041e8b0	iat,indirect,undef=4	?hide@BaseWin@@QAEXXZ
0x0041e8d0	extcall,fs,iat,indirect,x87	?init@BaseWin@@QAEXXZ
0x00420a40	ok	?on_nc_hittest@BaseWin@@QAEHHH@Z
0x00420a70	extcall,fs,iat,indirect,x87	??1BaseWin@@QAE@XZ
0x00420f90	extcall,fs,iat,indirect	??1MapWin@@QAE@XZ
0x004210f0	extcall,iat,indirect	??1Caviar@@QAE@XZ
0x00421100	extcall,fs,iat,indirect,x87	??1ProdPicker@@QAE@XZ
0x004213a0	extcall,fs,iat,indirect,undef=4,x87	??_GProdPicker@@UAEPAXI@Z
0x004213d0	extcall,fs,iat,indirect,undef=4,x87	??_GBaseWin@@UAEPAXI@Z
0x00421400	extcall,fs,iat,indirect,x87	??1PopMenu@@QAE@XZ
0x00421640	extcall,fs,iat,indirect,undef=4,x87	??_GPopMenu@@UAEPAXI@Z
0x00421670	undef=4	?has_fac@@YA_NHHH@Z
0x004216f0	undef=4	sub_4216f0
0x00421810	extcall,fs,iat,indirect,x87	??3BaseWin@@SAXPAXI@Z
0x00421820	extcall,fs,iat,indirect,x87	??_Gthunk1_MapWin@@UAEPAXI@Z
0x00421830	extcall,fs,iat,indirect,undef=4,x87	??_GMapWin@@UAEPAXI@Z
0x00421870	extcall,fs,iat,indirect,x87	?on_lose_mouse_capture@thunk1_MapWin@@QAEXXZ
0x00421880	extcall,fs,iat,indirect,x87	?on_redraw@thunk1_MapWin@@QAEXXZ
0x00421890	ok	?on_resize@thunk1_MapWin@@QAEXHH@Z
0x004218a0	extcall,fs,iat,indirect,x87	?on_sys_close@thunk1_MapWin@@QAEXXZ
0x004218b0	extcall,fs,iat,indirect,x87	?on_mouse_move@thunk1_MapWin@@QAEXHH@Z
0x004218c0	extcall,fs,iat,indirect,x87	?on_left_click@thunk1_MapWin@@QAEXHH@Z
0x004218d0	extcall,fs,iat,indirect,x87	?on_left_down@thunk1_MapWin@@QAEXHH@Z
0x004218e0	ok	?on_left_up@thunk1_MapWin@@QAEXHH@Z
0x004218f0	extcall,fs,iat,indirect,x87	?on_right_click@thunk1_MapWin@@QAEXHH@Z
0x00421900	extcall,fs,iat,indirect,x87	?on_right_down@thunk1_MapWin@@QAEXHH@Z
0x00421910	ok	?on_left_double_click@thunk1_MapWin@@QAEXHH@Z
0x00421920	indirect	?on_nc_left_down@thunk1_MapWin@@QAEXHH@Z
0x00421930	extcall,fs,iat,indirect,x87	?on_button_clicked@thunk1_MapWin@@QAEXH@Z
0x00421940	ok	?on_nc_hittest@thunk1_MapWin@@QAEXHH@Z
0x00421950	extcall,fs,iat,indirect,x87	??_Gthunk2_MapWin@@UAEPAXI@Z
0x00421970	extcall,fs,iat,indirect,x87	??3ProdPicker@@SAXPAXI@Z
0x00421980	extcall,fs,iat,indirect,x87	PopMenu::delete1
0x00421990	extcall,fs,iat,indirect,x87	PopMenu::delete2
0x004219a0	extcall,fs,iat,indirect,x87	PopMenu::delete3
0x004219b0	extcall	??__Eg_BattleWin@@YAXXZ
0x004219d0	iat,indirect	??__Fg_BattleWin@@YAXXZ
0x004219e0	extcall,fs,iat,indirect	?init@BattleWin@@QAEXXZ
0x00421b20	iat,indirect	?pulse_timer@BattleWin@@QAEXXZ
0x00421b40	iat,indirect	?stop_timer@BattleWin@@QAEXXZ
0x00421b50	extcall,fs,iat,indirect,undef=4,x87	?battle_report@BattleWin@@QAEXHHHHH@Z
0x00422c50	extcall,fs,iat,indirect,x87	?clear@BattleWin@@QAEXXZ
0x00422cc0	extcall,fs,iat,indirect,x87	?on_status@BattleWin@@QAEXH@Z
0x00422dc0	extcall,fs,iat,indirect,x87	?on_iface_button_clicked@BattleWin@@QAEXH@Z
0x00422de0	extcall,fs,iat,indirect,x87	?on_iface_group_clicked@BattleWin@@QAEXHHH@Z
0x00422e10	ok	?on_iface_left_click@BattleWin@@QAEXHH@Z
0x00422e20	ok	?on_iface_right_click@BattleWin@@QAEXHH@Z
0x00422e30	extcall,fs,iat,indirect,x87	?on_iface_left_down@BattleWin@@QAEXHH@Z
0x00422e70	ok	?on_iface_right_down@BattleWin@@QAEXHH@Z
0x00422e80	ok	?on_iface_mouse_move@BattleWin@@QAEXHH@Z
0x00422e90	ok	?on_iface_mouse_leave@BattleWin@@QAEXHH@Z
0x00422ea0	ok	?on_iface_selected@BattleWin@@QAEXHH@Z
0x00422eb0	iat,indirect	?timer_callback_daemon@BattleWin@@QAAXHH@Z
0x00422ec0	iat,indirect	?timer_callback_daemon@BattleWin@@QAAXH@Z
0x00422ed0	iat,indirect	??1BattleWin@@QAE@XZ
0x00422ee0	ok	??0BattleWin@@QAE@XZ
0x00422f00	ok	?range@@YAHHHH@Z
0x00422f20	extcall,fs,iat,indirect,undef=4	?compare_palettes@@YAHXZ
0x00423000	extcall,fs,iat,indirect,x87	?colortables_init_faction@@YAXH@Z
0x00423570	extcall,fs,iat,indirect,x87	?colortables_init@@YAXXZ
0x004243a0	extcall,fs,iat,indirect,x87	??__Eg_COUNCWIN@@YAXXZ
0x004243c0	extcall,fs,iat,indirect,x87	??__Fg_COUNCWIN@@YAXXZ
0x004243d0	undef=4	?clear_council_notify@@YAXH@Z
0x004243f0	undef=4	?clear_council_notify@@YAXXZ
0x00424410	extcall,fs,iat,indirect,undef=4,x87	?make_resolution@CouncWin@@QAEHH@Z
0x00424720	extcall,fs,iat,indirect,undef=4,x87	?set_vote@CouncWin@@QAEXHH@Z
0x00424870	extcall,fs,iat,indirect,x87	?on_button_clicked@CouncWin@@QAEXH@Z
0x00425050	extcall,fs,iat,indirect,x87	?on_left_click@CouncWin@@QAEXHH@Z
0x00425ba0	extcall,fs,iat,indirect,undef=4,x87	?on_key_click@CouncWin@@QAEHHH@Z
0x00425d90	extcall,fs,iat,indirect,x87	?draw_all_leaders@CouncWin@@QAEXXZ
0x00425db0	extcall,fs,iat,indirect,undef=4,x87	?draw_leader@CouncWin@@QAEXH@Z
0x00426470	extcall,fs,iat,indirect,x87	?draw_info@CouncWin@@QAEXXZ
0x00426aa0	extcall,fs,iat,indirect,x87	?on_redraw@CouncWin@@QAEXXZ
0x00426eb0	ok	?on_group_clicked@CouncWin@@QAEXHH@Z
0x00426ec0	extcall,fs,iat,indirect,x87	?on_mouse_leave@CouncWin@@QAEXHH@Z
0x00426ee0	extcall,fs,iat,indirect,undef=4,x87	?on_mouse_move@CouncWin@@QAEXHH@Z
0x00426f80	ok	?on_button_passover@CouncWin@@QAEXHH@Z
0x00426f90	undef=4	?on_button_text_draw@CouncWin@@QAEHPAUGraphicWin@@PADH@Z
0x00426fa0	extcall,fs,iat,indirect,x87	?on_status@CouncWin@@QAEXH@Z
0x00427060	ok	?on_iface_left_click@CouncWin@@QAEXHH@Z
0x00427070	ok	?on_iface_right_click@CouncWin@@QAEXHH@Z
0x00427080	ok	?on_iface_left_down@CouncWin@@QAEXHH@Z
0x00427090	ok	?on_iface_right_down@CouncWin@@QAEXHH@Z
0x004270a0	ok	?on_iface_mouse_move@CouncWin@@QAEXHH@Z
0x004270b0	ok	?on_iface_mouse_leave@CouncWin@@QAEXHH@Z
0x004270c0	ok	?on_iface_selected@CouncWin@@QAEXHH@Z
0x004270d0	ok	?on_iface_left_double_click@CouncWin@@QAEXHH@Z
0x004270e0	ok	?on_iface_right_double_click@CouncWin@@QAEXHH@Z
0x004270f0	indirect	?on_iface_button_clicked@CouncWin@@QAEXH@Z
0x00427110	ok	?on_iface_button_toggled@CouncWin@@QAEXHH@Z
0x00427120	ok	?on_iface_group_clicked@CouncWin@@QAEXHHH@Z
0x00427130	iat,indirect,undef=4	?show@CouncWin@@QAEHH@Z
0x00427150	ok	?hide@CouncWin@@QAEHXZ
0x00427160	extcall,iat,indirect	?close@CouncWin@@QAEXXZ
0x004271c0	extcall,fs,iat,indirect,undef=4,x87	?arrived@CouncWin@@QAEXH@Z
0x00427230	extcall,fs,iat,indirect,x87	?init@CouncWin@@QAEXHH@Z
0x00428350	extcall,fs,iat,indirect,undef=4,x87	?council@@YAXHHH@Z
0x00428550	extcall,fs,iat,indirect,x87	??1CouncWin@@QAE@XZ
0x00428620	extcall,fs,iat,indirect,x87	??0CouncWin@@QAE@XZ
0x00428710	extcall,fs,iat,indirect,undef=4,x87	??_GCouncWin@@UAEPAXI@Z
0x00428740	extcall,fs,iat,indirect,x87	??3CouncWin@@SAXPAXI@Z
0x00428750	extcall,fs,indirect	??__Eg_CREDITS_WAVE@@YAXXZ
0x00428770	extcall,fs,iat,indirect	??__Fg_CREDITS_WAVE@@YAXXZ
0x00428780	extcall,fs,iat,indirect,undef=4,x87	??0Credits@@QAE@XZ
0x00428830	extcall,iat,indirect	?unload@Credits@@QAEXXZ
0x00428880	extcall,iat,indirect,undef=4	?load@Credits@@QAEXXZ
0x004289c0	extcall,fs,iat,indirect,x87	?close@Credits@@QAEXXZ
0x004289f0	extcall,fs,iat,indirect,x87	?exec@Credits@@QAEXXZ
0x00428c00	extcall,iat,indirect	?draw_credits@Credits@@QAEXXZ
0x00428d60	indirect	?on_key_click@Credits@@QAEXHH@Z
0x00428d70	indirect	?on_left_click@Credits@@QAEXHH@Z
0x00428d80	ok	?on_left_down@Credits@@QAEXHH@Z
0x00428d90	ok	?on_right_down@Credits@@QAEXHH@Z
0x00428da0	ok	?on_mouse_move@Credits@@QAEXHH@Z
0x00428db0	ok	?on_button_clicked@Credits@@QAEXH@Z
0x00428dc0	extcall,iat,indirect	?timer_callback_daemon@Credits@@QAEXXZ
0x00428dd0	extcall,iat,indirect,undef=4	?timer_callback_daemon@Credits@@QAAXH@Z
0x00428df0	extcall,fs,iat,indirect,undef=4,x87	?show_credits@@YAXXZ
0x00428e60	extcall,fs,iat,indirect,undef=4,x87	??_GCredits@@UAEPAXI@Z
0x00428e90	extcall,fs,iat,indirect,x87	??1Credits@@QAE@XZ
0x00428f80	extcall,fs,iat,indirect,x87	??3Credits@@SAXPAXI@Z
0x00428f90	extcall,fs,iat,indirect,x87	??__Eg_DATALINK@@YAXXZ
0x00428fb0	extcall,fs,iat,indirect,x87	??__Fg_DATALINK@@YAXXZ
0x00428fc0	extcall,fs,iat,indirect,x87	??0Datalink@@QAE@XZ
0x00429180	extcall,fs,iat,indirect,x87	?exec@Datalink@@QAEXIH@Z
0x00429300	extcall,fs,iat,indirect,x87	?init@Datalink@@QAEXXZ
0x0042a020	ok	?UNK1@Datalink@@QAEHHH@Z
0x0042a040	ok	?parse_id@Datalink@@QAEXHPAUDatalinkID@@PAH@Z
0x0042a080	extcall	?construct_id@Datalink@@QAEXPADIH@Z
0x0042a0b0	extcall	?UNK2@Datalink@@QAEXPADPAHPAH@Z
0x0042a100	iat,indirect	?on_dialog_back_draw@Datalink@@QAEHPAUGraphicWin@@@Z
0x0042a150	iat,indirect	?on_dialog_item_back_draw@Datalink@@QAEHPAUGraphicWin@@HHPAURECT@@@Z
0x0042a260	extcall,fs,iat,indirect,x87	?UNK3@Datalink@@QAEXIH@Z
0x0042a2c0	extcall,fs,iat,indirect,undef=4,x87	?set_cat@Datalink@@QAEXIH@Z
0x0042a4f0	extcall,fs,iat,indirect,x87	?set_cat_all@Datalink@@QAEXXZ
0x0042a630	extcall,fs,iat,indirect,x87	?set_cat_unit@Datalink@@QAEXXZ
0x0042a790	extcall,fs,iat,indirect,x87	?set_cat_chassis@Datalink@@QAEXXZ
0x0042a900	extcall,fs,iat,indirect,x87	?set_cat_reactor@Datalink@@QAEXXZ
0x0042aa60	extcall,fs,iat,indirect,x87	?set_cat_weapon@Datalink@@QAEXXZ
0x0042abc0	extcall,fs,iat,indirect,x87	?set_cat_defense@Datalink@@QAEXXZ
0x0042ad20	extcall,fs,iat,indirect,x87	?set_cat_ability@Datalink@@QAEXXZ
0x0042ae80	extcall,fs,iat,indirect,x87	?set_cat_facility@Datalink@@QAEXXZ
0x0042afe0	extcall,fs,iat,indirect,x87	?set_cat_project@Datalink@@QAEXXZ
0x0042b190	extcall,fs,iat,indirect,x87	?set_cat_tech@Datalink@@QAEXXZ
0x0042b300	extcall,fs,iat,indirect,undef=4,x87	?set_cat_concept@Datalink@@QAEXXZ
0x0042b490	extcall,fs,iat,indirect,undef=4,x87	?set_cat_adv_concept@Datalink@@QAEXXZ
0x0042b630	extcall,fs,iat,indirect,x87	?set_cat_social@Datalink@@QAEXXZ
0x0042b7e0	extcall,fs,iat,indirect,x87	?set_cat_effect@Datalink@@QAEXXZ
0x0042b940	extcall,fs,iat,indirect,x87	?set_cat_faction@Datalink@@QAEXXZ
0x0042bab0	extcall,fs,iat,indirect,x87	?set_cat_terraform@Datalink@@QAEXXZ
0x0042bcc0	extcall,indirect	?set_index@Datalink@@QAEXHH@Z
0x0042bd20	undef=4	?close@Datalink@@QAEXXZ
0x0042bd40	iat,indirect,undef=4	?show@Datalink@@QAEXH@Z
0x0042bd60	iat,indirect,undef=4	?hide@Datalink@@QAEXXZ
0x0042bd80	undef=4	?UNK4@Datalink@@QAEXHH@Z
0x0042be00	extcall,fs,iat,indirect,x87	?UNK5@Datalink@@QAEXXZ
0x0042bea0	ok	?UNK6@Datalink@@QAEXXZ
0x0042beb0	extcall,fs,iat,indirect,undef=4	?UNK7@Datalink@@QAEXPADPAD@Z
0x0042bf00	ok	?UNK8@Datalink@@QAEXXZ
0x0042bf10	extcall,fs,iat,indirect,x87	?draw_entry@Datalink@@QAEXXZ
0x0042c2e0	extcall,fs,iat,indirect,x87	?draw_concept@Datalink@@QAEXXZ
0x0042c650	extcall,fs,iat,indirect,x87	?draw_adv_concept@Datalink@@QAEXXZ
0x0042c9c0	extcall,fs,iat,indirect,x87	?draw_unit@Datalink@@QAEXXZ
0x0042d610	extcall,fs,iat,indirect,x87	?draw_chassis@Datalink@@QAEXXZ
0x0042def0	extcall,fs,iat,indirect,x87	?draw_reactor@Datalink@@QAEXXZ
0x0042e2e0	extcall,fs,iat,indirect,x87	?draw_weapon@Datalink@@QAEXXZ
0x0042e8e0	extcall,fs,iat,indirect,x87	?draw_defense@Datalink@@QAEXXZ
0x0042ee30	extcall,fs,iat,indirect	?draw_ability@Datalink@@QAEXXZ
0x0042f490	extcall,fs,iat,indirect,x87	?draw_facility@Datalink@@QAEXXZ
0x0042fad0	extcall,fs,iat,indirect,x87	?draw_project@Datalink@@QAEXXZ
0x00430090	extcall,fs,iat,indirect,x87	?draw_social@Datalink@@QAEXXZ
0x00430770	extcall,fs,iat,indirect,x87	?draw_effect@Datalink@@QAEXXZ
0x00430b30	extcall,fs,iat,indirect,undef=4,x87	?draw_tech@Datalink@@QAEXXZ
0x00430c80	extcall,fs,iat,indirect,x87	?draw_faction@Datalink@@QAEXXZ
0x00431180	extcall,fs,iat,indirect,x87	?draw_terraform@Datalink@@QAEXXZ
0x00431db0	ok	?UNK9@Datalink@@QAEXXZ
0x00431dc0	extcall,fs,iat,indirect,undef=4,x87	?on_link_clicked@Datalink@@QAEHHPAD@Z
0x00431e70	extcall,fs,iat,indirect,x87	?on_redraw@Datalink@@QAEXXZ
0x00431eb0	ok	?on_left_click@Datalink@@QAEXHH@Z
0x00431ec0	extcall,fs,iat,indirect,x87	?on_button_clicked@Datalink@@QAEXH@Z
0x00431fb0	ok	?on_group_clicked@Datalink@@QAEXHH@Z
0x00431fc0	indirect	?on_key_click@Datalink@@QAEHHH@Z
0x00432000	ok	?on_mouse_move@Datalink@@QAEXHH@Z
0x00432010	extcall,fs,iat,indirect,x87	?on_button_passover@Datalink@@QAEXHH@Z
0x00432040	extcall,fs,iat,indirect,undef=4,x87	?on_selected@Datalink@@QAEXH@Z
0x00432060	extcall,fs,iat,indirect,x87	?on_status@Datalink@@QAEXH@Z
0x00432160	ok	?on_iface_left_click@Datalink@@QAEXHH@Z
0x00432170	ok	?on_iface_right_click@Datalink@@QAEXHH@Z
0x00432180	ok	?on_iface_left_down@Datalink@@QAEXHH@Z
0x00432190	ok	?on_iface_right_down@Datalink@@QAEXHH@Z
0x004321a0	ok	?on_iface_mouse_move@Datalink@@QAEXHH@Z
0x004321b0	ok	?on_iface_mouse_leave@Datalink@@QAEXHH@Z
0x004321c0	ok	?on_iface_selected@Datalink@@QAEXHH@Z
0x004321d0	ok	?on_iface_left_double_click@Datalink@@QAEXHH@Z
0x004321e0	ok	?on_iface_right_double_click@Datalink@@QAEXHH@Z
0x004321f0	ok	?on_iface_button_clicked@Datalink@@QAEXH@Z
0x00432200	ok	?on_iface_button_toggled@Datalink@@QAEXHH@Z
0x00432210	extcall,fs,iat,indirect,undef=4,x87	?on_iface_group_clicked@Datalink@@QAEXHHH@Z
0x00432290	extcall,fs,iat,indirect,x87	??1Datalink@@QAE@XZ
0x004325b0	ok	??1ButtonGroup@@QAE@XZ
0x004325c0	extcall,fs,iat,indirect,x87	??1StringBox@@QAE@XZ
0x00432720	indirect,undef=4	?on_link_clicked@StringBox@@QAEXHPAD@Z
0x00432770	extcall,fs,iat,indirect,undef=4,x87	??_GStringBox@@UAEPAXI@Z
0x004327a0	extcall,fs,iat,indirect	??1Flic@@QAE@XZ
0x00432800	extcall,fs,iat,indirect,undef=4,x87	??_GDatalink@@UAEPAXI@Z
0x00432830	extcall,fs,iat,indirect,x87	??3StringBox@@SAXPAXI@Z
0x00432840	extcall,fs,iat,indirect,x87	??3Datalink@@SAXPAXI@Z
0x00432850	extcall,fs,iat,indirect,x87	??__Eg_DESIGNWIN@@YAXXZ
0x00432870	extcall,fs,iat,indirect,x87	??__Fg_DESIGNWIN@@YAXXZ
0x00432880	extcall,fs,indirect	??__Eg_DESIGNWIN_WAVE@@YAXXZ
0x004328a0	extcall,fs,iat,indirect	??__Fg_DESIGNWIN_WAVE@@YAXXZ
0x004328b0	extcall,fs,iat,indirect,x87	??0SelectPartWin@@QAE@XZ
0x00432970	extcall,fs,iat,indirect,x87	?close@SelectPartWin@@QAEXXZ
0x004329b0	extcall,fs,iat,indirect,undef=4,x87	?draw_chassis@SelectPartWin@@QAEHHPAURECT@@H@Z
0x00432cc0	extcall,fs,iat,indirect,undef=4,x87	?draw_weapon@SelectPartWin@@QAEHHPAURECT@@H@Z
0x00433170	extcall,fs,iat,indirect,undef=4,x87	?draw_armor@SelectPartWin@@QAEHHPAURECT@@H@Z
0x00433520	extcall,fs,iat,indirect,undef=4,x87	?draw_reactor@SelectPartWin@@QAEHHPAURECT@@H@Z
0x00433820	extcall,fs,iat,indirect,undef=4,x87	?on_mouse_move@SelectPartWin@@QAEXHH@Z
0x00433940	indirect	?on_left_up@SelectPartWin@@QAEXHH@Z
0x004339c0	extcall,fs,iat,indirect,x87	?on_redraw@SelectPartWin@@QAEXXZ
0x00433a10	extcall,fs,iat,indirect,undef=4,x87	?on_key_click@SelectPartWin@@QAEHHH@Z
0x00433d60	extcall,fs,iat,indirect,x87	?draw_part@SelectPartWin@@QAEHHH@Z
0x00433f30	indirect	?on_scrolled@SelectPartWin@@QAEXHH@Z
0x00433f50	indirect	?on_scrolling@SelectPartWin@@QAEXHH@Z
0x00433f70	extcall,fs,iat,indirect,x87	?exec@SelectPartWin@@QAEHHHHHHHHHHHPAE@Z
0x00434480	extcall,fs,iat,indirect,x87	??0DesignWin@@QAE@XZ
0x004345c0	ok	?UNK1@DesignWin@@QAEXXZ
0x004345d0	undef=4	?UNK2@DesignWin@@QAEHH@Z
0x00434650	ok	?UNK3@DesignWin@@QAEXXZ
0x004346a0	extcall,fs,iat,indirect,x87	?draw_info@DesignWin@@QAEXXZ
0x00434bc0	extcall,fs,iat,indirect,undef=4,x87	?draw_chassis@DesignWin@@QAEXH@Z
0x00434f40	extcall,fs,iat,indirect,undef=4,x87	?draw_weapon@DesignWin@@QAEXH@Z
0x00435400	extcall,fs,iat,indirect,undef=4,x87	?draw_armor@DesignWin@@QAEXH@Z
0x00435800	extcall,fs,iat,indirect,undef=4,x87	?draw_reactor@DesignWin@@QAEXH@Z
0x00435b30	extcall,iat,indirect,undef=4	?draw_special_1@DesignWin@@QAEXH@Z
0x00435de0	extcall,iat,indirect,undef=4	?draw_special_2@DesignWin@@QAEXH@Z
0x00436090	extcall,fs,iat,indirect,undef=4,x87	?draw_vehicle@DesignWin@@QAEXH@Z
0x004379a0	extcall,fs,iat,indirect,x87	?on_redraw@DesignWin@@QAEXXZ
0x00437ba0	extcall,fs,iat,indirect,x87	?on_mouse_move@DesignWin@@QAEXHH@Z
0x00437be0	extcall,fs,iat,indirect,x87	?on_mouse_leave@DesignWin@@QAEXHH@Z
0x00437bf0	extcall,fs,iat,indirect,undef=4,x87	?design_it@DesignWin@@QAEHXZ
0x00438460	extcall,fs,iat,indirect,undef=4,x87	?on_button_clicked@DesignWin@@QAEXH@Z
0x00439670	extcall,fs,iat,indirect,x87	?bubble_me_elmo2@DesignWin@@QAEXPADHH@Z
0x004396b0	extcall,fs,iat,indirect,x87	?bubble_me_elmo2@DesignWin@@QAGXPADHH@Z
0x00439700	extcall,fs,iat,indirect,x87	?on_right_click@DesignWin@@QAEXHH@Z
0x00439960	extcall,fs,iat,indirect,x87	?on_left_click@DesignWin@@QAEXHH@Z
0x00439a20	extcall,fs,iat,indirect,undef=4,x87	?on_key_click@DesignWin@@QAEHHH@Z
0x00439c00	undef=4	?check_abil@DesignWin@@QAEXXZ
0x00439d30	undef=4	?suggest_abil@DesignWin@@QAEXH@Z
0x00439eb0	undef=4	?delete_abil@DesignWin@@QAEXH@Z
0x00439f20	extcall,fs,iat,indirect,x87	?select_chassis@DesignWin@@QAEXXZ
0x0043a300	extcall,fs,iat,indirect,x87	?select_weapon@DesignWin@@QAEXXZ
0x0043a760	extcall,fs,iat,indirect,x87	?select_armor@DesignWin@@QAEXXZ
0x0043aa00	extcall,fs,iat,indirect,x87	?select_reactor@DesignWin@@QAEXXZ
0x0043ac70	extcall,fs,iat,indirect,x87	?select_special@DesignWin@@QAEXH@Z
0x0043be10	extcall,fs,iat,indirect,x87	?select_special_1@DesignWin@@QAEXXZ
0x0043be20	extcall,fs,iat,indirect,x87	?select_special_2@DesignWin@@QAEXXZ
0x0043be30	extcall,fs,iat,indirect,undef=4,x87	?select_name@DesignWin@@QAEXXZ
0x0043bf50	x87	?construct_vehicle@DesignWin@@QAEXXZ
0x0043c070	x87	?construct_chassis@DesignWin@@QAEXXZ
0x0043c0a0	x87	?construct_weapon@DesignWin@@QAEXXZ
0x0043c0f0	x87	?construct_armor@DesignWin@@QAEXH@Z
0x0043c130	x87	?construct_reactor@DesignWin@@QAEXXZ
0x0043c170	extcall,fs,iat,indirect,x87	?timer_function@DesignWin@@QAAXH@Z
0x0043c1a0	extcall,iat,indirect	?close@DesignWin@@QAEXXZ
0x0043c270	extcall,fs,iat,indirect,x87	?init@DesignWin@@QAEXXZ
0x0043d0c0	iat,indirect,undef=4	?show@DesignWin@@QAEXH@Z
0x0043d0f0	iat,indirect,undef=4	?hide@DesignWin@@QAEXXZ
0x0043d120	extcall,fs,iat,indirect,x87	?on_status@DesignWin@@QAEXH@Z
0x0043d220	extcall,fs,iat,indirect,undef=4,x87	?on_iface_left_click@DesignWin@@QAEXHH@Z
0x0043d290	extcall,fs,iat,indirect,undef=4,x87	?on_iface_right_click@DesignWin@@QAEXHH@Z
0x0043d330	ok	?on_iface_left_down@DesignWin@@QAEXHH@Z
0x0043d340	ok	?on_iface_right_down@DesignWin@@QAEXHH@Z
0x0043d350	extcall,fs,iat,indirect,x87	?on_iface_mouse_move@DesignWin@@QAEXHH@Z
0x0043d3c0	extcall,fs,iat,indirect,x87	?on_iface_mouse_leave@DesignWin@@QAEXHH@Z
0x0043d400	ok	?on_iface_selected@DesignWin@@QAEXHH@Z
0x0043d410	ok	?on_iface_left_double_click@DesignWin@@QAEXHH@Z
0x0043d420	ok	?on_iface_right_double_click@DesignWin@@QAEXHH@Z
0x0043d430	indirect	?on_iface_button_clicked@DesignWin@@QAEXH@Z
0x0043d450	indirect,undef=4	?on_iface_button_pressed@DesignWin@@QAEXH@Z
0x0043d470	ok	?on_iface_button_toggled@DesignWin@@QAEXHH@Z
0x0043d480	ok	?on_iface_group_clicked@DesignWin@@QAEXHHH@Z
0x0043d490	extcall,fs,iat,indirect,undef=4,x87	?center_stack@DesignWin@@QAEXHH@Z
0x0043d510	extcall,fs,iat,indirect,x87	?draw_stack@DesignWin@@QAEXXZ
0x0043dd50	extcall,fs,iat,indirect,x87	?draw_flash@DesignWin@@QAEXXZ
0x0043e490	extcall,fs,iat,indirect,undef=4,x87	?setup_veh@DesignWin@@QAEXHH@Z
0x0043e960	extcall,fs,iat,indirect,x87	?shut_that_badboy_down@DesignWin@@QAEXXZ
0x0043e9a0	extcall,fs,iat,indirect,x87	?exec@DesignWin@@QAEHHH@Z
0x0043ecb0	extcall,fs,iat,indirect,x87	??1DesignWin@@QAE@XZ
0x0043edb0	extcall,fs,iat,indirect,undef=4,x87	??_GDesignWin@@UAEPAXI@Z
0x0043ede0	extcall,fs,iat,indirect,undef=4,x87	??_GSelectPartWin@@UAEPAXI@Z
0x0043ee10	extcall,fs,iat,indirect,x87	??1SelectPartWin@@QAE@XZ
0x0043ef70	extcall,fs,iat,indirect,x87	?start@Popup@@QAEXPADPBDHPADH@Z
0x0043efa0	extcall,fs,iat,indirect,x87	??3DesignWin@@SAXPAXI@Z
0x0043efb0	extcall,fs,iat,indirect,x87	??3SelectPartWin@@SAXPAXI@Z
0x0043efc0	extcall,fs,iat,indirect,x87	??__Eg_DIPLOPOP@@YAXXZ
0x0043efe0	extcall,fs,iat,indirect,x87	??__Fg_DIPLOPOP@@YAXXZ
0x0043eff0	extcall,fs,iat,indirect,x87	??0DiploPop@@QAE@XZ
0x0043f0f0	extcall,fs,iat,indirect,x87	?close@DiploPop@@QAEXXZ
0x0043f140	iat,indirect,undef=4	?show@DiploPop@@QAEXH@Z
0x0043f170	extcall,fs,iat,indirect,undef=4,x87	?hide@DiploPop@@QAEXXZ
0x0043f190	extcall,iat,indirect	?portrait_anim@DiploPop@@QAEXXZ
0x0043f1c0	extcall,iat,indirect	?bioscan_anim@DiploPop@@QAEXXZ
0x0043f200	extcall,iat,indirect,undef=4	?timer_callback_daemon@DiploPop@@QAAXHH@Z
0x0043f250	extcall,iat,indirect,undef=4	?timer_callback_daemon2@DiploPop@@QAAXHH@Z
0x0043f290	indirect,undef=4	?on_button_clicked@DiploPop@@QAEXH@Z
0x0043f2b0	extcall,fs,iat,indirect,undef=4,x87	?start@DiploPop@@QAEXH@Z
0x0043f5c0	extcall,iat,indirect	?stop@DiploPop@@QAEXXZ
0x0043f5f0	extcall,fs,iat,indirect,x87	?draw_bioscan@DiploPop@@QAEXXZ
0x0043f790	extcall,fs,iat,indirect,undef=4,x87	?draw_portrait@DiploPop@@QAEXXZ
0x0043fa90	extcall,fs,iat,indirect,x87	?draw_info@DiploPop@@QAEXXZ
0x00440080	extcall,fs,iat,indirect,x87	?draw_hq@DiploPop@@QAEXXZ
0x004402a0	extcall,fs,iat,indirect,x87	?on_redraw@DiploPop@@QAEXXZ
0x00440380	extcall,fs,iat,indirect,x87	?on_status@DiploPop@@QAEXH@Z
0x004404c0	ok	?on_iface_left_click@DiploPop@@QAEXHH@Z
0x004404d0	ok	?on_iface_right_click@DiploPop@@QAEXHH@Z
0x004404e0	ok	?on_iface_left_down@DiploPop@@QAEXHH@Z
0x004404f0	ok	?on_iface_right_down@DiploPop@@QAEXHH@Z
0x00440500	ok	?on_iface_mouse_move@DiploPop@@QAEXHH@Z
0x00440510	ok	?on_iface_mouse_leave@DiploPop@@QAEXHH@Z
0x00440520	ok	?on_iface_selected@DiploPop@@QAEXHH@Z
0x00440530	ok	?on_iface_left_double_click@DiploPop@@QAEXHH@Z
