# address	flags	name   (generated by lifted_oracle_plan.py)
0x0044e8c0	extcall,fs,indirect	??__Fg_RAINFALL_SINGLE_TILE_TEXTURES@@YAXXZ
0x0044e8e0	extcall,fs,indirect	??__Eg_ROAD_TEXTURES@@YAXXZ
0x0044e910	extcall,fs,indirect	??__Fg_ROAD_TEXTURES@@YAXXZ
0x0044e930	extcall,fs,indirect	??__Eg_MAGTUBE_TEXTURES@@YAXXZ
0x0044e960	extcall,fs,indirect	??__Fg_MAGTUBE_TEXTURES@@YAXXZ
0x0044e980	extcall,fs,indirect	??__Eg_RIVER_TEXTURES@@YAXXZ
0x0044e9b0	extcall,fs,indirect	??__Fg_RIVER_TEXTURES@@YAXXZ
0x0044e9d0	extcall,fs,indirect	??__Eg_MOUNT_PLANET_TEXTURES@@YAXXZ
0x0044ea00	extcall,fs,indirect	??__Fg_MOUNT_PLANET_TEXTURES@@YAXXZ
0x0044ea20	extcall,fs,indirect	??__Eg_GARLAND_CRATER_TEXTURES@@YAXXZ
0x0044ea50	extcall,fs,indirect	??__Fg_GARLAND_CRATER_TEXTURES@@YAXXZ
0x0044ea70	extcall,fs,indirect	??__Eg_FUNGUS_TEXTURES@@YAXXZ
0x0044eaa0	extcall,fs,indirect	??__Fg_FUNGUS_TEXTURES@@YAXXZ
0x0044eac0	extcall,fs,indirect	??__Eg_FARM_TEXTURES@@YAXXZ
0x0044eaf0	extcall,fs,indirect	??__Fg_FARM_TEXTURES@@YAXXZ
0x0044eb10	extcall,fs,indirect	??__Eg_FOREST_TEXTURES@@YAXXZ
0x0044eb40	extcall,fs,indirect	??__Fg_FOREST_TEXTURES@@YAXXZ
0x0044eb60	extcall	??__Eg_RAINFALL_SINGLE_TILE_TEXTURE@@YAXXZ
0x0044eb80	extcall,iat,indirect	??__Fg_RAINFALL_SINGLE_TILE_TEXTURE@@YAXXZ
0x0044eb90	extcall,fs,indirect	??__Eg_TER1_WHITE_ORG_YEL_TILE_SPRITES@@YAXXZ
0x0044ebc0	extcall,fs,indirect	??__Fg_TER1_WHITE_ORG_YEL_TILE_SPRITES@@YAXXZ
0x0044ebe0	extcall,fs,indirect	??__Eg_TER1_BOTTOM_LEFT_TILE_SPRITES@@YAXXZ
0x0044ec10	extcall,fs,indirect	??__Fg_TER1_BOTTOM_LEFT_TILE_SPRITES@@YAXXZ
0x0044ec30	extcall,fs,indirect	??__Eg_TER1_UNUSED_SPRITES2@@YAXXZ
0x0044ec60	extcall,fs,indirect	??__Fg_TER1_UNUSED_SPRITES2@@YAXXZ
0x0044ec80	extcall	??__Eg_TER1_MINE_SPRITE@@YAXXZ
0x0044eca0	extcall,iat,indirect	??__Fg_TER1_MINE_SPRITE@@YAXXZ
0x0044ecb0	extcall	??__Eg_TER1_SOLAR_COLLECTOR_SPRITE@@YAXXZ
0x0044ecd0	extcall,iat,indirect	??__Fg_TER1_SOLAR_COLLECTOR_SPRITE@@YAXXZ
0x0044ece0	extcall	??__Eg_TER1_TIDAL_HARNESS_SPRITE@@YAXXZ
0x0044ed00	extcall,iat,indirect	??__Fg_TER1_TIDAL_HARNESS_SPRITE@@YAXXZ
0x0044ed10	extcall	??__Eg_TER1_MINING_PLATFORM_SPRITE@@YAXXZ
0x0044ed30	extcall,iat,indirect	??__Fg_TER1_MINING_PLATFORM_SPRITE@@YAXXZ
0x0044ed40	extcall	??__Eg_TER1_TUT_BLANK_SPRITE@@YAXXZ
0x0044ed60	extcall,iat,indirect	??__Fg_TER1_TUT_BLANK_SPRITE@@YAXXZ
0x0044ed70	extcall	??__Eg_TER1_KELP_FARM_SPRITE@@YAXXZ
0x0044ed90	extcall,iat,indirect	??__Fg_TER1_KELP_FARM_SPRITE@@YAXXZ
0x0044eda0	extcall	??__Eg_TER1_CONDENSER_SPRITE@@YAXXZ
0x0044edc0	extcall,iat,indirect	??__Fg_TER1_CONDENSER_SPRITE@@YAXXZ
0x0044edd0	extcall	??__Eg_TER1_ECHELON_MIRROR_SPRITE@@YAXXZ
0x0044edf0	extcall,iat,indirect	??__Fg_TER1_ECHELON_MIRROR_SPRITE@@YAXXZ
0x0044ee00	extcall	??__Eg_TER1_BOREHOLE_SPRITE@@YAXXZ
0x0044ee20	extcall,iat,indirect	??__Fg_TER1_BOREHOLE_SPRITE@@YAXXZ
0x0044ee30	extcall	??__Eg_TER1_BOREHOLE_CLUSTER_SPRITE@@YAXXZ
0x0044ee50	extcall,iat,indirect	??__Fg_TER1_BOREHOLE_CLUSTER_SPRITE@@YAXXZ
0x0044ee60	extcall,fs,indirect	??__Eg_TER1_MANIFOLD_NEXUS_SPRITES@@YAXXZ
0x0044ee90	extcall,fs,indirect	??__Fg_TER1_MANIFOLD_NEXUS_SPRITES@@YAXXZ
0x0044eeb0	extcall,fs,indirect	??__Eg_TER1WRECK_UNITY_WRECKAGE_SPRITES@@YAXXZ
0x0044eee0	extcall,fs,indirect	??__Fg_TER1WRECK_UNITY_WRECKAGE_SPRITES@@YAXXZ
0x0044ef00	extcall,fs,indirect	??__Eg_TER1WRECK_UNITY_WRECKAGE_ALT_SPRITES@@YAXXZ
0x0044ef30	extcall,fs,indirect	??__Fg_TER1WRECK_UNITY_WRECKAGE_ALT_SPRITES@@YAXXZ
0x0044ef50	extcall,fs,indirect	??__Eg_FOSSIL_FIELD_RIDGE_SPRITES@@YAXXZ
0x0044ef80	extcall,fs,indirect	??__Fg_FOSSIL_FIELD_RIDGE_SPRITES@@YAXXZ
0x0044efa0	extcall,fs,indirect	??__Eg_TER1_UNUSED_SPRITES1@@YAXXZ
0x0044efd0	extcall,fs,indirect	??__Fg_TER1_UNUSED_SPRITES1@@YAXXZ
0x0044eff0	extcall,fs,indirect	??__Eg_TER1_FARM_SPRITES@@YAXXZ
0x0044f020	extcall,fs,indirect	??__Fg_TER1_FARM_SPRITES@@YAXXZ
0x0044f040	extcall,fs,indirect	??__Eg_TER1_SOIL_ENRICHER_SPRITES@@YAXXZ
0x0044f070	extcall,fs,indirect	??__Fg_TER1_SOIL_ENRICHER_SPRITES@@YAXXZ
0x0044f090	extcall,fs,indirect	??__Eg_TER1_SEA_LAND_RESOURCE_SPRITES@@YAXXZ
0x0044f0c0	extcall,fs,indirect	??__Fg_TER1_SEA_LAND_RESOURCE_SPRITES@@YAXXZ
0x0044f0e0	extcall,fs,indirect	??__Eg_TER1_LANDMARK_RESOURCE_SPRITES@@YAXXZ
0x0044f110	extcall,fs,indirect	??__Fg_TER1_LANDMARK_RESOURCE_SPRITES@@YAXXZ
0x0044f130	extcall,fs,indirect	??__Eg_GLOW_SPRITES@@YAXXZ
0x0044f160	extcall,fs,indirect	??__Fg_GLOW_SPRITES@@YAXXZ
0x0044f180	extcall,fs,indirect	??__Eg_TER1_UNITY_POD_SPRITES@@YAXXZ
0x0044f1b0	extcall,fs,indirect	??__Fg_TER1_UNITY_POD_SPRITES@@YAXXZ
0x0044f1d0	extcall	??__Eg_TER1_MONOLITH_SPRITE@@YAXXZ
0x0044f1f0	extcall,iat,indirect	??__Fg_TER1_MONOLITH_SPRITE@@YAXXZ
0x0044f200	extcall	??__Eg_TER1_BUNKER_SPRITE@@YAXXZ
0x0044f220	extcall,iat,indirect	??__Fg_TER1_BUNKER_SPRITE@@YAXXZ
0x0044f230	extcall	??__Eg_TER1_AIRBASE_SPRITE@@YAXXZ
0x0044f250	extcall,iat,indirect	??__Fg_TER1_AIRBASE_SPRITE@@YAXXZ
0x0044f260	extcall	??__Eg_TER1_SENSOR_ARRAY_SPRITE@@YAXXZ
0x0044f280	extcall,iat,indirect	??__Fg_TER1_SENSOR_ARRAY_SPRITE@@YAXXZ
0x0044f290	extcall,fs,indirect	??__Eg_RAINFALL_DOUBLE_TILE_SPRITES@@YAXXZ
0x0044f2c0	extcall,fs,indirect	??__Fg_RAINFALL_DOUBLE_TILE_SPRITES@@YAXXZ
0x0044f2e0	extcall,fs,indirect	??__Eg_VEH_SPRITES@@YAXXZ
0x0044f310	extcall,fs,indirect	??__Fg_VEH_SPRITES@@YAXXZ
0x0044f330	extcall,fs,indirect	??__Eg_FLAGS_VEH_SPRITES@@YAXXZ
0x0044f360	extcall,fs,indirect	??__Fg_FLAGS_VEH_SPRITES@@YAXXZ
0x0044f380	extcall,fs,indirect	??__Eg_ICONS_GENERAL_SPRITES@@YAXXZ
0x0044f3b0	extcall,fs,indirect	??__Fg_ICONS_GENERAL_SPRITES@@YAXXZ
0x0044f3d0	extcall,fs,indirect	??__Eg_RESOURCE_ICON_SPRITES@@YAXXZ
0x0044f400	extcall,fs,indirect	??__Fg_RESOURCE_ICON_SPRITES@@YAXXZ
0x0044f420	extcall,fs,indirect	??__Eg_CITIZEN_LG_CURSOR_SPRITES@@YAXXZ
0x0044f450	extcall,fs,indirect	??__Fg_CITIZEN_LG_CURSOR_SPRITES@@YAXXZ
0x0044f470	extcall,fs,indirect	??__Eg_SPECIALIST_LG_CURSOR_SPRITES@@YAXXZ
0x0044f4a0	extcall,fs,indirect	??__Fg_SPECIALIST_LG_CURSOR_SPRITES@@YAXXZ
0x0044f4c0	extcall,fs,indirect	??__Eg_CITIZEN_SM_CURSOR_SPRITES@@YAXXZ
0x0044f4f0	extcall,fs,indirect	??__Fg_CITIZEN_SM_CURSOR_SPRITES@@YAXXZ
0x0044f510	extcall,fs,indirect	??__Eg_SPECIALIST_SM_CURSOR_SPRITES@@YAXXZ
0x0044f540	extcall,fs,indirect	??__Fg_SPECIALIST_SM_CURSOR_SPRITES@@YAXXZ
0x0044f560	extcall,fs,indirect	??__Eg_AL_CITIZEN_LG_CURSOR_SPRITES@@YAXXZ
0x0044f590	extcall,fs,indirect	??__Fg_AL_CITIZEN_LG_CURSOR_SPRITES@@YAXXZ
0x0044f5b0	extcall,fs,indirect	??__Eg_AL_SPECIALIST_LG_CURSOR_SPRITES@@YAXXZ
0x0044f5e0	extcall,fs,indirect	??__Fg_AL_SPECIALIST_LG_CURSOR_SPRITES@@YAXXZ
0x0044f600	extcall,fs,indirect	??__Eg_AL_CITIZEN_SM_CURSOR_SPRITES@@YAXXZ
0x0044f630	extcall,fs,indirect	??__Fg_AL_CITIZEN_SM_CURSOR_SPRITES@@YAXXZ
0x0044f650	extcall,fs,indirect	??__Eg_AL_SPECIALIST_SM_CURSOR_SPRITES@@YAXXZ
0x0044f680	extcall,fs,indirect	??__Fg_AL_SPECIALIST_SM_CURSOR_SPRITES@@YAXXZ
0x0044f6a0	extcall	??__Eg_RED_ALIEN_HEAD_ICON_SPRITE@@YAXXZ
0x0044f6c0	extcall,iat,indirect	??__Fg_RED_ALIEN_HEAD_ICON_SPRITE@@YAXXZ
0x0044f6d0	extcall,fs,indirect	??__Eg_SILVER_MENU_ICON_SPRITES@@YAXXZ
0x0044f700	extcall,fs,indirect	??__Fg_SILVER_MENU_ICON_SPRITES@@YAXXZ
0x0044f720	extcall,fs,indirect	??__Eg_SILVER_CHECKBOX_ICON_SPRITES@@YAXXZ
0x0044f750	extcall,fs,indirect	??__Fg_SILVER_CHECKBOX_ICON_SPRITES@@YAXXZ
0x0044f770	extcall	??__Eg_RED_MALE_HEAD_ICON_SPRITE@@YAXXZ
0x0044f790	extcall,iat,indirect	??__Fg_RED_MALE_HEAD_ICON_SPRITE@@YAXXZ
0x0044f7a0	extcall	??__Eg_NULL_RESOURCE_ICON_SPRITE@@YAXXZ
0x0044f7c0	extcall,iat,indirect	??__Fg_NULL_RESOURCE_ICON_SPRITE@@YAXXZ
0x0044f7d0	extcall,fs,indirect	??__Eg_PEACE_SIGN_SPRITES@@YAXXZ
0x0044f800	extcall,fs,indirect	??__Fg_PEACE_SIGN_SPRITES@@YAXXZ
0x0044f820	extcall	??__Eg_ICON_TILE_SQUARE_SPRITE@@YAXXZ
0x0044f840	extcall,iat,indirect	??__Fg_ICON_TILE_SQUARE_SPRITE@@YAXXZ
0x0044f850	extcall,fs,indirect	??__Eg_XI_BOOM_VEH_SPRITES@@YAXXZ
0x0044f880	extcall,fs,indirect	??__Fg_XI_BOOM_VEH_SPRITES@@YAXXZ
0x0044f8a0	extcall,fs,indirect	??__Eg_XF_BOOM_VEH_SPRITES@@YAXXZ
0x0044f8d0	extcall,fs,indirect	??__Fg_XF_BOOM_VEH_SPRITES@@YAXXZ
0x0044f8f0	extcall	??__Eg_BATTLE_MIND_WORM_SPRITE@@YAXXZ
0x0044f910	extcall,iat,indirect	??__Fg_BATTLE_MIND_WORM_SPRITE@@YAXXZ
0x0044f920	extcall	??__Eg_BATTLE_ISLE_DEEP_SPRITE@@YAXXZ
0x0044f940	extcall,iat,indirect	??__Fg_BATTLE_ISLE_DEEP_SPRITE@@YAXXZ
0x0044f950	extcall	??__Eg_BATTLE_LOCUSTS_CHIRON_SPRITE@@YAXXZ
0x0044f970	extcall,iat,indirect	??__Fg_BATTLE_LOCUSTS_CHIRON_SPRITE@@YAXXZ
0x0044f980	extcall	??__Eg_BATTLE_FUNGAL_TOWER_SPRITE@@YAXXZ
0x0044f9a0	extcall,iat,indirect	??__Fg_BATTLE_FUNGAL_TOWER_SPRITE@@YAXXZ
0x0044f9b0	extcall	??__Eg_BATTLE_SPORE_LAUNCHER_SPRITE@@YAXXZ
0x0044f9d0	extcall,iat,indirect	??__Fg_BATTLE_SPORE_LAUNCHER_SPRITE@@YAXXZ
0x0044f9e0	extcall	??__Eg_BATTLE_SEALURK_SPRITE@@YAXXZ
0x0044fa00	extcall,iat,indirect	??__Fg_BATTLE_SEALURK_SPRITE@@YAXXZ
0x0044fa10	extcall,fs,indirect	??__Eg_TECH_ICON_SPRITES@@YAXXZ
0x0044fa40	extcall,fs,indirect	??__Fg_TECH_ICON_SPRITES@@YAXXZ
0x0044fa60	extcall,fs,indirect	??__Eg_FACILITY_ICON_SPRITES@@YAXXZ
0x0044fa90	extcall,fs,indirect	??__Fg_FACILITY_ICON_SPRITES@@YAXXZ
0x0044fab0	extcall,fs,indirect	??__Eg_SECRET_PROJECT_ICON_SPRITES@@YAXXZ
0x0044fae0	extcall,fs,indirect	??__Fg_SECRET_PROJECT_ICON_SPRITES@@YAXXZ
0x0044fb00	extcall,fs,indirect	??__Eg_IFACE_MP_COMBO_ARROW_SPRITES@@YAXXZ
0x0044fb30	extcall,fs,indirect	??__Fg_IFACE_MP_COMBO_ARROW_SPRITES@@YAXXZ
0x0044fb50	extcall,fs,indirect	??__Eg_SCROLL_BAR_ARROW_ICON_SPRITES@@YAXXZ
0x0044fb80	extcall,fs,indirect	??__Fg_SCROLL_BAR_ARROW_ICON_SPRITES@@YAXXZ
0x0044fba0	extcall,fs,indirect	??__Eg_SCROLL_BAR_SMALL_ARROW_ICON_SPRITES@@YAXXZ
0x0044fbd0	extcall,fs,indirect	??__Fg_SCROLL_BAR_SMALL_ARROW_ICON_SPRITES@@YAXXZ
0x0044fbf0	extcall	??__Eg_SCROLL_BAR_FILLER_ICON_SPRITES@@YAXXZ
0x0044fc10	extcall,iat,indirect	??__Fg_SCROLL_BAR_FILLER_ICON_SPRITES@@YAXXZ
0x0044fc20	extcall	??__Eg_SCROLL_BAR_SMALL_FILLER_ICON_SPRITE@@YAXXZ
0x0044fc40	extcall,iat,indirect	??__Fg_SCROLL_BAR_SMALL_FILLER_ICON_SPRITE@@YAXXZ
0x0044fc50	extcall,fs,indirect	??__Eg_IFACE_LOCK_SPRITES@@YAXXZ
0x0044fc80	extcall,fs,indirect	??__Fg_IFACE_LOCK_SPRITES@@YAXXZ
0x0044fca0	extcall,fs,indirect	??__Eg_UNUSED_SPRITES_VAR01@@YAXXZ
0x0044fcd0	extcall,fs,indirect	??__Fg_UNUSED_SPRITES_VAR01@@YAXXZ
0x0044fcf0	extcall	??__Eg_IFACE_GENERAL_WINDOWS_TOP_LEFT_SPRITE@@YAXXZ
0x0044fd10	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_TOP_LEFT_SPRITE@@YAXXZ
0x0044fd20	extcall	??__Eg_IFACE_GENERAL_WINDOWS_TOP_RIGHT_SPRITE@@YAXXZ
0x0044fd40	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_TOP_RIGHT_SPRITE@@YAXXZ
0x0044fd50	extcall	??__Eg_IFACE_GENERAL_WINDOWS_BOT_LEFT_SPRITE@@YAXXZ
0x0044fd70	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_BOT_LEFT_SPRITE@@YAXXZ
0x0044fd80	extcall	??__Eg_IFACE_GENERAL_WINDOWS_BOT_RIGHT_SPRITE@@YAXXZ
0x0044fda0	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_BOT_RIGHT_SPRITE@@YAXXZ
0x0044fdb0	extcall	??__Eg_IFACE_GENERAL_WINDOWS_MID_LEFT_SPRITE@@YAXXZ
0x0044fdd0	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_MID_LEFT_SPRITE@@YAXXZ
0x0044fde0	extcall	??__Eg_IFACE_GENERAL_WINDOWS_MID_RIGHT_SPRITE@@YAXXZ
0x0044fe00	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_MID_RIGHT_SPRITE@@YAXXZ
0x0044fe10	extcall	??__Eg_IFACE_GENERAL_WINDOWS_TOP_MID_SPRITE@@YAXXZ
0x0044fe30	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_TOP_MID_SPRITE@@YAXXZ
0x0044fe40	extcall	??__Eg_IFACE_GENERAL_WINDOWS_BOT_MID_SPRITE@@YAXXZ
0x0044fe60	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_BOT_MID_SPRITE@@YAXXZ
0x0044fe70	extcall	??__Eg_IFACE_GENERAL_WINDOWS_NONCAP_MID_SPRITE@@YAXXZ
0x0044fe90	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_NONCAP_MID_SPRITE@@YAXXZ
0x0044fea0	extcall	??__Eg_IFACE_GENERAL_WINDOWS_NONCAP_LEFT_SPRITE@@YAXXZ
0x0044fec0	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_NONCAP_LEFT_SPRITE@@YAXXZ
0x0044fed0	extcall	??__Eg_IFACE_GENERAL_WINDOWS_NONCAP_RIGHT_SPRITE@@YAXXZ
0x0044fef0	extcall,iat,indirect	??__Fg_IFACE_GENERAL_WINDOWS_NONCAP_RIGHT_SPRITE@@YAXXZ
0x0044ff00	extcall	??__Eg_UNUSED_SPRITE_VAR23@@YAXXZ
0x0044ff20	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR23@@YAXXZ
0x0044ff30	extcall	??__Eg_UNUSED_SPRITE_VAR24@@YAXXZ
0x0044ff50	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR24@@YAXXZ
0x0044ff60	extcall	??__Eg_UNUSED_SPRITE_VAR25@@YAXXZ
0x0044ff80	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR25@@YAXXZ
0x0044ff90	extcall	??__Eg_UNUSED_SPRITE_VAR26@@YAXXZ
0x0044ffb0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR26@@YAXXZ
0x0044ffc0	extcall	??__Eg_UNUSED_SPRITE_VAR27@@YAXXZ
0x0044ffe0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR27@@YAXXZ
0x0044fff0	extcall	??__Eg_UNUSED_SPRITE_VAR28@@YAXXZ
0x00450010	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR28@@YAXXZ
0x00450020	extcall	??__Eg_UNUSED_SPRITE_VAR29@@YAXXZ
0x00450040	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR29@@YAXXZ
0x00450050	extcall	??__Eg_UNUSED_SPRITE_VAR30@@YAXXZ
0x00450070	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR30@@YAXXZ
0x00450080	extcall	??__Eg_UNUSED_SPRITE_VAR31@@YAXXZ
0x004500a0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR31@@YAXXZ
0x004500b0	extcall	??__Eg_UNUSED_SPRITE_VAR32@@YAXXZ
0x004500d0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR32@@YAXXZ
0x004500e0	extcall	??__Eg_UNUSED_SPRITE_VAR33@@YAXXZ
0x00450100	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR33@@YAXXZ
0x00450110	extcall	??__Eg_UNUSED_SPRITE_VAR34@@YAXXZ
0x00450130	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR34@@YAXXZ
0x00450140	extcall	??__Eg_UNUSED_SPRITE_VAR35@@YAXXZ
0x00450160	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR35@@YAXXZ
0x00450170	extcall	??__Eg_UNUSED_SPRITE_VAR36@@YAXXZ
0x00450190	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR36@@YAXXZ
0x004501a0	extcall	??__Eg_UNUSED_SPRITE_VAR37@@YAXXZ
0x004501c0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR37@@YAXXZ
0x004501d0	extcall	??__Eg_UNUSED_SPRITE_VAR38@@YAXXZ
0x004501f0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR38@@YAXXZ
0x00450200	extcall	??__Eg_UNUSED_SPRITE_VAR39@@YAXXZ
0x00450220	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR39@@YAXXZ
0x00450230	extcall	??__Eg_UNUSED_SPRITE_VAR40@@YAXXZ
0x00450250	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR40@@YAXXZ
0x00450260	extcall	??__Eg_UNUSED_SPRITE_VAR41@@YAXXZ
0x00450280	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR41@@YAXXZ
0x00450290	extcall	??__Eg_UNUSED_SPRITE_VAR42@@YAXXZ
0x004502b0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR42@@YAXXZ
0x004502c0	extcall	??__Eg_UNUSED_SPRITE_VAR43@@YAXXZ
0x004502e0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR43@@YAXXZ
0x004502f0	extcall	??__Eg_UNUSED_SPRITE_VAR44@@YAXXZ
0x00450310	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR44@@YAXXZ
0x00450320	extcall	??__Eg_UNUSED_SPRITE_VAR45@@YAXXZ
0x00450340	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR45@@YAXXZ
0x00450350	extcall	??__Eg_UNUSED_SPRITE_VAR46@@YAXXZ
0x00450370	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR46@@YAXXZ
0x00450380	extcall,fs,indirect	??__Eg_IFACE_TECH_TREE_ARROW_SPRITES@@YAXXZ
0x004503b0	extcall,fs,indirect	??__Fg_IFACE_TECH_TREE_ARROW_SPRITES@@YAXXZ
0x004503d0	extcall	??__Eg_UNUSED_SPRITE_VAR47@@YAXXZ
0x004503f0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR47@@YAXXZ
0x00450400	extcall	??__Eg_UNUSED_SPRITE_VAR48@@YAXXZ
0x00450420	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR48@@YAXXZ
0x00450430	extcall	??__Eg_UNUSED_SPRITE_VAR49@@YAXXZ
0x00450450	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR49@@YAXXZ
0x00450460	extcall	??__Eg_UNUSED_SPRITE_VAR50@@YAXXZ
0x00450480	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR50@@YAXXZ
0x00450490	extcall	??__Eg_UNUSED_SPRITE_VAR51@@YAXXZ
0x004504b0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR51@@YAXXZ
0x004504c0	extcall	??__Eg_UNUSED_SPRITE_VAR52@@YAXXZ
0x004504e0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR52@@YAXXZ
0x004504f0	extcall	??__Eg_UNUSED_SPRITE_VAR53@@YAXXZ
0x00450510	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR53@@YAXXZ
0x00450520	extcall	??__Eg_UNUSED_SPRITE_VAR54@@YAXXZ
0x00450540	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR54@@YAXXZ
0x00450550	extcall	??__Eg_UNUSED_SPRITE_VAR55@@YAXXZ
0x00450570	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR55@@YAXXZ
0x00450580	extcall	??__Eg_UNUSED_SPRITE_VAR56@@YAXXZ
0x004505a0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR56@@YAXXZ
0x004505b0	extcall	??__Eg_UNUSED_SPRITE_VAR57@@YAXXZ
0x004505d0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR57@@YAXXZ
0x004505e0	extcall	??__Eg_UNUSED_SPRITE_VAR58@@YAXXZ
0x00450600	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR58@@YAXXZ
0x00450610	extcall	??__Eg_UNUSED_SPRITE_VAR59@@YAXXZ
0x00450630	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR59@@YAXXZ
0x00450640	extcall	??__Eg_UNUSED_SPRITE_VAR60@@YAXXZ
0x00450660	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR60@@YAXXZ
0x00450670	extcall	??__Eg_UNUSED_SPRITE_VAR61@@YAXXZ
0x00450690	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR61@@YAXXZ
0x004506a0	extcall	??__Eg_UNUSED_SPRITE_VAR62@@YAXXZ
0x004506c0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR62@@YAXXZ
0x004506d0	extcall	??__Eg_UNUSED_SPRITE_VAR63@@YAXXZ
0x004506f0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR63@@YAXXZ
0x00450700	extcall	??__Eg_UNUSED_SPRITE_VAR64@@YAXXZ
0x00450720	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR64@@YAXXZ
0x00450730	extcall	??__Eg_UNUSED_SPRITE_VAR65@@YAXXZ
0x00450750	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR65@@YAXXZ
0x00450760	extcall	??__Eg_UNUSED_SPRITE_VAR66@@YAXXZ
0x00450780	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR66@@YAXXZ
0x00450790	extcall	??__Eg_UNUSED_SPRITE_VAR67@@YAXXZ
0x004507b0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR67@@YAXXZ
0x004507c0	extcall	??__Eg_UNUSED_SPRITE_VAR68@@YAXXZ
0x004507e0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR68@@YAXXZ
0x004507f0	extcall	??__Eg_UNUSED_SPRITE_VAR69@@YAXXZ
0x00450810	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR69@@YAXXZ
0x00450820	extcall	??__Eg_UNUSED_SPRITE_VAR70@@YAXXZ
0x00450840	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR70@@YAXXZ
0x00450850	extcall	??__Eg_UNUSED_SPRITE_VAR71@@YAXXZ
0x00450870	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR71@@YAXXZ
0x00450880	extcall	??__Eg_UNUSED_SPRITE_VAR72@@YAXXZ
0x004508a0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR72@@YAXXZ
0x004508b0	extcall	??__Eg_UNUSED_SPRITE_VAR73@@YAXXZ
0x004508d0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR73@@YAXXZ
