address,name,source_location,generated,size,span_classes,tier,original_bytes,rebuilt_bytes,original_mnemonics,rebuilt_mnemonics,first_divergence,note,refusal_reason
0x0044D460,??__Fg_TECLOAD_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1206,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d460.cpp(45) : error C2065: 'g_TECLOAD_CAVIARDATA' : undeclared identifier
u0044d460.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D470,??__Eg_SP_DISSWAVE_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1100,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d470.cpp(75) : error C2065: 'g_SP_DISSWAVE_CAVIARDATA' : undeclared identifier
u0044d470.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d470.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d470.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d470.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D490,??__Fg_SP_DISSWAVE_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1216,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d490.cpp(45) : error C2065: 'g_SP_DISSWAVE_CAVIARDATA' : undeclared identifier
u0044d490.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D4A0,??__Eg_SP_MARINED_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1111,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d4a0.cpp(75) : error C2065: 'g_SP_MARINED_CAVIARDATA' : undeclared identifier
u0044d4a0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d4a0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d4a0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d4a0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D4C0,??__Fg_SP_MARINED_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1226,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d4c0.cpp(45) : error C2065: 'g_SP_MARINED_CAVIARDATA' : undeclared identifier
u0044d4c0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D4D0,??__Eg_SP_NANOO_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1122,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d4d0.cpp(75) : error C2065: 'g_SP_NANOO_CAVIARDATA' : undeclared identifier
u0044d4d0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d4d0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d4d0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d4d0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D4F0,??__Fg_SP_NANOO_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1236,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d4f0.cpp(45) : error C2065: 'g_SP_NANOO_CAVIARDATA' : undeclared identifier
u0044d4f0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D500,??__Eg_SP_SOPORIFIC_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1133,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d500.cpp(75) : error C2065: 'g_SP_SOPORIFIC_CAVIARDATA' : undeclared identifier
u0044d500.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d500.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d500.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d500.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D520,??__Fg_SP_SOPORIFIC_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1246,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d520.cpp(45) : error C2065: 'g_SP_SOPORIFIC_CAVIARDATA' : undeclared identifier
u0044d520.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D530,??__Eg_AA01_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1144,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d530.cpp(75) : error C2065: 'g_AA01_CAVIARDATA' : undeclared identifier
u0044d530.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d530.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d530.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d530.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D550,??__Fg_AA01_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1256,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d550.cpp(45) : error C2065: 'g_AA01_CAVIARDATA' : undeclared identifier
u0044d550.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D560,??__Eg_AA_ROVER_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1155,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d560.cpp(75) : error C2065: 'g_AA_ROVER_CAVIARDATA' : undeclared identifier
u0044d560.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d560.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d560.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d560.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D580,??__Fg_AA_ROVER_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1266,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d580.cpp(45) : error C2065: 'g_AA_ROVER_CAVIARDATA' : undeclared identifier
u0044d580.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D590,??__Eg_AA_WING_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1166,1,36,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d590.cpp(69) : error C2065: 'g_AA_WING_CAVIARDATA' : undeclared identifier
u0044d590.cpp(69) : error C2065: 'CaviarDataElementCtor' : undeclared identifier
u0044d590.cpp(69) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier
u0044d590.cpp(70) : error C2065: 'GameAtexit' : undeclared identifier
u0044d590.cpp(70) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D5C0,??__Fg_AA_WING_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1276,1,20,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d5c0.cpp(67) : error C2065: 'g_AA_WING_CAVIARDATA' : undeclared identifier
u0044d5c0.cpp(67) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier"
0x0044D5E0,??__Eg_ACP_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1177,1,36,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d5e0.cpp(69) : error C2065: 'g_ACP_CAVIARDATA' : undeclared identifier
u0044d5e0.cpp(69) : error C2065: 'CaviarDataElementCtor' : undeclared identifier
u0044d5e0.cpp(69) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier
u0044d5e0.cpp(70) : error C2065: 'GameAtexit' : undeclared identifier
u0044d5e0.cpp(70) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D610,??__Fg_ACP_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1286,1,20,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d610.cpp(67) : error C2065: 'g_ACP_CAVIARDATA' : undeclared identifier
u0044d610.cpp(67) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier"
0x0044D630,??__Eg_AX_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1188,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d630.cpp(75) : error C2065: 'g_AX_CAVIARDATA' : undeclared identifier
u0044d630.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d630.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d630.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d630.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'
Generating Code...
Compiling..."
0x0044D650,??__Fg_AX_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1296,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d650.cpp(45) : error C2065: 'g_AX_CAVIARDATA' : undeclared identifier
u0044d650.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D660,??__Eg_AA_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1199,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d660.cpp(75) : error C2065: 'g_AA_CAVIARDATA' : undeclared identifier
u0044d660.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d660.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d660.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d660.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D680,??__Fg_AA_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1306,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d680.cpp(45) : error C2065: 'g_AA_CAVIARDATA' : undeclared identifier
u0044d680.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D690,??__Eg_ACOLPOD_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1210,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d690.cpp(75) : error C2065: 'g_ACOLPOD_CAVIARDATA' : undeclared identifier
u0044d690.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d690.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d690.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d690.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D6B0,??__Fg_ACOLPOD_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1316,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d6b0.cpp(45) : error C2065: 'g_ACOLPOD_CAVIARDATA' : undeclared identifier
u0044d6b0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D6C0,??__Eg_AT_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1221,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d6c0.cpp(75) : error C2065: 'g_AT_CAVIARDATA' : undeclared identifier
u0044d6c0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d6c0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d6c0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d6c0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D6E0,??__Fg_AT_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1326,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d6e0.cpp(45) : error C2065: 'g_AT_CAVIARDATA' : undeclared identifier
u0044d6e0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D6F0,??__Eg_VTA_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1232,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d6f0.cpp(75) : error C2065: 'g_VTA_CAVIARDATA' : undeclared identifier
u0044d6f0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d6f0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d6f0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d6f0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D710,??__Fg_VTA_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1336,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d710.cpp(45) : error C2065: 'g_VTA_CAVIARDATA' : undeclared identifier
u0044d710.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D720,??__Eg_ATP_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1243,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d720.cpp(75) : error C2065: 'g_ATP_CAVIARDATA' : undeclared identifier
u0044d720.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d720.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d720.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d720.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D740,??__Fg_ATP_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1346,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d740.cpp(45) : error C2065: 'g_ATP_CAVIARDATA' : undeclared identifier
u0044d740.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D750,??__Eg_SSFA_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1254,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d750.cpp(75) : error C2065: 'g_SSFA_CAVIARDATA' : undeclared identifier
u0044d750.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d750.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d750.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d750.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D770,??__Fg_SSFA_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1356,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d770.cpp(45) : error C2065: 'g_SSFA_CAVIARDATA' : undeclared identifier
u0044d770.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D780,??__Eg_SFTA_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1265,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d780.cpp(75) : error C2065: 'g_SFTA_CAVIARDATA' : undeclared identifier
u0044d780.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d780.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d780.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d780.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D7A0,??__Fg_SFTA_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1366,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d7a0.cpp(45) : error C2065: 'g_SFTA_CAVIARDATA' : undeclared identifier
u0044d7a0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D7B0,??__Eg_VW00_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1276,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d7b0.cpp(75) : error C2065: 'g_VW00_CAVIARDATA' : undeclared identifier
u0044d7b0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d7b0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d7b0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d7b0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D7D0,??__Fg_VW00_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1376,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d7d0.cpp(45) : error C2065: 'g_VW00_CAVIARDATA' : undeclared identifier
u0044d7d0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D7E0,??__Eg_VIPTAWL_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1287,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d7e0.cpp(75) : error C2065: 'g_VIPTAWL_CAVIARDATA' : undeclared identifier
u0044d7e0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d7e0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d7e0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d7e0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D800,??__Fg_VIPTAWL_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1386,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d800.cpp(45) : error C2065: 'g_VIPTAWL_CAVIARDATA' : undeclared identifier
u0044d800.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D810,??__Eg_VIPTASGN_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1298,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d810.cpp(75) : error C2065: 'g_VIPTASGN_CAVIARDATA' : undeclared identifier
u0044d810.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d810.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d810.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d810.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'
Generating Code...
Compiling..."
0x0044D830,??__Fg_VIPTASGN_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1396,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d830.cpp(45) : error C2065: 'g_VIPTASGN_CAVIARDATA' : undeclared identifier
u0044d830.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D840,??__Eg_VIPTAPSI_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1309,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d840.cpp(75) : error C2065: 'g_VIPTAPSI_CAVIARDATA' : undeclared identifier
u0044d840.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d840.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d840.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d840.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D860,??__Fg_VIPTAPSI_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1406,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d860.cpp(45) : error C2065: 'g_VIPTAPSI_CAVIARDATA' : undeclared identifier
u0044d860.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D870,??__Eg_VIPTR_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1320,1,36,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d870.cpp(69) : error C2065: 'g_VIPTR_CAVIARDATA' : undeclared identifier
u0044d870.cpp(69) : error C2065: 'CaviarDataElementCtor' : undeclared identifier
u0044d870.cpp(69) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier
u0044d870.cpp(70) : error C2065: 'GameAtexit' : undeclared identifier
u0044d870.cpp(70) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D8A0,??__Fg_VIPTR_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1416,1,20,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d8a0.cpp(67) : error C2065: 'g_VIPTR_CAVIARDATA' : undeclared identifier
u0044d8a0.cpp(67) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier"
0x0044D8C0,??__Eg_VIPTA_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1331,1,36,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d8c0.cpp(69) : error C2065: 'g_VIPTA_CAVIARDATA' : undeclared identifier
u0044d8c0.cpp(69) : error C2065: 'CaviarDataElementCtor' : undeclared identifier
u0044d8c0.cpp(69) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier
u0044d8c0.cpp(70) : error C2065: 'GameAtexit' : undeclared identifier
u0044d8c0.cpp(70) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D8F0,??__Fg_VIPTA_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1426,1,20,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d8f0.cpp(67) : error C2065: 'g_VIPTA_CAVIARDATA' : undeclared identifier
u0044d8f0.cpp(67) : error C2065: 'CaviarDataElementTeardown' : undeclared identifier"
0x0044D910,??__Eg_PTMOD_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1342,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d910.cpp(75) : error C2065: 'g_PTMOD_CAVIARDATA' : undeclared identifier
u0044d910.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d910.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d910.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d910.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D930,??__Fg_PTMOD_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1436,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d930.cpp(45) : error C2065: 'g_PTMOD_CAVIARDATA' : undeclared identifier
u0044d930.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D940,??__Eg_VB_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1353,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d940.cpp(75) : error C2065: 'g_VB_CAVIARDATA' : undeclared identifier
u0044d940.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d940.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d940.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d940.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D960,??__Fg_VB_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1446,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d960.cpp(45) : error C2065: 'g_VB_CAVIARDATA' : undeclared identifier
u0044d960.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D970,??__Eg_VBP_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1364,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d970.cpp(75) : error C2065: 'g_VBP_CAVIARDATA' : undeclared identifier
u0044d970.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d970.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d970.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d970.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D990,??__Fg_VBP_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1456,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d990.cpp(45) : error C2065: 'g_VBP_CAVIARDATA' : undeclared identifier
u0044d990.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D9A0,??__Eg_VGMC_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1375,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d9a0.cpp(75) : error C2065: 'g_VGMC_CAVIARDATA' : undeclared identifier
u0044d9a0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d9a0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d9a0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d9a0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D9C0,??__Fg_VGMC_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1466,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d9c0.cpp(45) : error C2065: 'g_VGMC_CAVIARDATA' : undeclared identifier
u0044d9c0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044D9D0,??__Eg_VGMCP_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1386,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d9d0.cpp(75) : error C2065: 'g_VGMCP_CAVIARDATA' : undeclared identifier
u0044d9d0.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044d9d0.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044d9d0.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044d9d0.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044D9F0,??__Fg_VGMCP_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1476,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044d9f0.cpp(45) : error C2065: 'g_VGMCP_CAVIARDATA' : undeclared identifier
u0044d9f0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044DA00,??__Eg_VLIGHTS_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1397,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044da00.cpp(75) : error C2065: 'g_VLIGHTS_CAVIARDATA' : undeclared identifier
u0044da00.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044da00.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044da00.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044da00.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x0044DA20,??__Fg_VLIGHTS_CAVIARDATA@@YAXXZ,src/atexit_thunks.cpp:1486,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044da20.cpp(45) : error C2065: 'g_VLIGHTS_CAVIARDATA' : undeclared identifier
u0044da20.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x0044DA30,??__Eg_VPT_CAVIARDATA@@YAXXZ,src/init_thunks.cpp:1408,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0044da30.cpp(75) : error C2065: 'g_VPT_CAVIARDATA' : undeclared identifier
u0044da30.cpp(75) : error C2065: 'CaviarDataInitCtor' : undeclared identifier
u0044da30.cpp(75) : error C2297: '->*' : illegal, right operand has type 'int'
u0044da30.cpp(76) : error C2065: 'GameAtexit' : undeclared identifier
u0044da30.cpp(76) : error C2061: syntax error : identifier 'func_atexit_callback'
Generating Code..."
