verdict,class,offset,built,detail,evidence
agreed,PrefWin,0x8614,CheckBox,warnPrefCheckBox_ 0xB28,?init@PrefWin@@QAEXXZ: call ?close@CheckBox@@QAEXXZ on this+0x8614 at 0x0048EB14
agreed,PrefWin,0x913C,CheckBox,warnContPrefCheckBox_ 0xB28,?init@PrefWin@@QAEXXZ: call ?close@CheckBox@@QAEXXZ on this+0x913C at 0x0048EEBD
agreed,PrefWin,0x9C64,CheckBox,mapPrefCheckBox_ 0xB28,?init@PrefWin@@QAEXXZ: call ?close@CheckBox@@QAEXXZ on this+0x9C64 at 0x0048F08E
absent,PrefWin,0x9C80,CheckBox,0xB28 bytes,??1PrefWin@@QAE@XZ: call ??1CheckBox@@QAE@XZ on this+0x9C80 at 0x004920E6
absent,PrefWin,0xA698,Dialog,0xF4 bytes,??1PrefWin@@QAE@XZ: call ??1Dialog@@QAE@XZ on this+0xA698 at 0x004920F1
agreed,PrefWin,0xA78C,Scroll,volumeMainScroll_ 0x214C,??1PrefWin@@QAE@XZ: call ??1Scroll@@QAE@XZ on this+0xA78C at 0x004920D5
agreed,PrefWin,0xC8D8,Scroll,volumeVoiceScroll_ 0x214C,??1PrefWin@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0xC8D8 at 0x0049209D
absent,PrefWin,0xD384,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0xD384 at 0x004920BB
absent,PrefWin,0xDED0,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0xDED0 at 0x004920AC
agreed,PrefWin,0xEA24,Scroll,volumeSFXScroll_ 0x214C,??1PrefWin@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0xEA24 at 0x00492054
absent,PrefWin,0xF4D0,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0xF4D0 at 0x00492072
absent,PrefWin,0x1001C,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0x1001C at 0x00492063
agreed,PrefWin,0x10B70,Scroll,volumeMusicScroll_ 0x214C,??1PrefWin@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0x10B70 at 0x0049200B
absent,PrefWin,0x1161C,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0x1161C at 0x00492029
absent,PrefWin,0x12168,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0x12168 at 0x0049201A
agreed,PrefWin,0x12CBC,Scroll,scroll5_ 0x214C,??1PrefWin@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0x12CBC at 0x00491FC2
absent,PrefWin,0x13768,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0x13768 at 0x00491FE0
absent,PrefWin,0x142B4,FlatButton,0xB4C bytes,??1PrefWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0x142B4 at 0x00491FD1
agreed,PrefWin,0x14E08,FlatButton,volumeMainToggle_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x14E08 at 0x00491F92
agreed,PrefWin,0x15954,FlatButton,volumeSFXToggle_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x15954 at 0x00491F67
agreed,PrefWin,0x164A0,FlatButton,volumeVoiceToggle_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x164A0 at 0x00491F3C
agreed,PrefWin,0x16FEC,FlatButton,volumemusicToggle_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x16FEC at 0x00491F11
agreed,PrefWin,0x17B38,FlatButton,flatButton12_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x17B38 at 0x00491EE6
agreed,PrefWin,0x18684,FlatButton,restoreDefaultButton_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x18684 at 0x00491EBB
agreed,PrefWin,0x191D0,FlatButton,cancelButton_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x191D0 at 0x00491E90
agreed,PrefWin,0x19D1C,FlatButton,okButton_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x19D1C at 0x00491E65
agreed,PrefWin,0x1A868,FlatButton,moreButton_ 0xB4C,??1PrefWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x1A868 at 0x00491E3A
base,ProdPicker,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'Win']",??1ProdPicker@@QAE@XZ: call ??1GraphicWin@@QAE@XZ on this+0x0 at 0x0042137C
agreed,ProdPicker,0xA9C,Font,font1_ 0x28,??1ProdPicker@@QAE@XZ: call ??1Font@@QAE@XZ on this+0xA9C at 0x00421355
agreed,ProdPicker,0xAC4,Font,font2_ 0x28,??1ProdPicker@@QAE@XZ: call ??1Font@@QAE@XZ on this+0xAC4 at 0x00421346
agreed,ProdPicker,0xAEC,Font,font3_ 0x28,??1ProdPicker@@QAE@XZ: call ??1Font@@QAE@XZ on this+0xAEC at 0x00421337
agreed,ProdPicker,0xB14,Font,font4_ 0x28,??1ProdPicker@@QAE@XZ: call ??1Font@@QAE@XZ on this+0xB14 at 0x00421328
agreed,ProdPicker,0xB3C,Time,time_ 0x28,??1ProdPicker@@QAE@XZ: call ??1Time@@QAE@XZ on this+0xB3C at 0x00421319
agreed,ProdPicker,0x7120,Scroll,scroll_ 0x214C,??1ProdPicker@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0x7120 at 0x00421285
absent,ProdPicker,0x7BCC,FlatButton,0xB4C bytes,??1ProdPicker@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x7BCC at 0x004212D8
absent,ProdPicker,0x8718,FlatButton,0xB4C bytes,??1ProdPicker@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x8718 at 0x004212A9
agreed,ProdPicker,0x926C,Caviar,caviar_ 0x13D0,??1ProdPicker@@QAE@XZ: call ?close@Caviar@@QAEXXZ on this+0x926C at 0x00421261
absent,ProdPicker,0xA7FC,StringStruct,0x24 bytes,??1ProdPicker@@QAE@XZ: call ?close@StringStruct@@QAEXXZ on this+0xA7FC at 0x00421176
base,PullDown,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'Win']",??0PullDown@@QAE@XZ: call ??0GraphicWin@@QAE@XZ on this+0x0 at 0x005F8803
base,PushButton,0x0,BaseButton,"src/ bases: ['BaseButton', 'GraphicWin', 'Win']",??0PushButton@@QAE@XZ: call ??0BaseButton@@QAE@XZ on this+0x0 at 0x0062BF23
at-zero,QuayleWin,0x0,GraphicWin,src/ bases: [],?close@QuayleWin@@QAEXXZ: call ?close@GraphicWin@@QAEXXZ on this+0x0 at 0x004964BA
agreed,QuayleWin,0xAAC,FlatButton,flatButton1_ 0xB4C,??1QuayleWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xAAC at 0x004967D3
agreed,QuayleWin,0x15F8,FlatButton,flatButton2_ 0xB4C,??1QuayleWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x15F8 at 0x004967A4
agreed,QuayleWin,0x214C,Spot,spot_ 0xC,??1QuayleWin@@QAE@XZ: call ??1Spot@@QAE@XZ on this+0x214C at 0x00496780
agreed,QuayleWin,0x2158,ListBox,listBox_ 0xB54,?on_redraw@QuayleWin@@QAEXXZ: call ?close@ListBox@@QAEXXZ on this+0x2158 at 0x00495882
absent,QuayleWin,0x21A0,ListBox,0xB54 bytes,??1QuayleWin@@QAE@XZ: call ??1ListBox@@QAE@XZ on this+0x21A0 at 0x0049675F
absent,QuayleWin,0x2BB8,Dialog,0xF4 bytes,??1QuayleWin@@QAE@XZ: call ??1Dialog@@QAE@XZ on this+0x2BB8 at 0x0049676A
agreed,QuayleWin,0x2CAC,Buffer,buffer1_ 0x588,??1QuayleWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x2CAC at 0x0049674E
agreed,QuayleWin,0x3234,Buffer,buffer2_ 0x588,??1QuayleWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x3234 at 0x0049673F
agreed,RadioButton,0x18,GraphicWin,virtual_base_ 0xA14,??0RadioButton@@QAE@H@Z: call ??0GraphicWin@@QAE@XZ on this+0x18 at 0x0060D117
agreed,RadioButton,0xA30,Dialog,dialog_ 0xF4,??0RadioButton@@QAE@H@Z: call ??0Dialog@@QAE@XZ on this+0xA30 at 0x0060D12E
at-zero,ReplayWin,0x0,GraphicWin,src/ bases: [],?close@ReplayWin@@QAEXXZ: call ?close@GraphicWin@@QAEXXZ on this+0x0 at 0x005AD9A3
absent,ReplayWin,0x2320,MapWin,0x22480 bytes,?close@ReplayWin@@QAEXXZ: call ?close@MapWin@@QAEXXZ on this+0x2320 at 0x005AD9AE
absent,ReplayWin,0x1FE2C,TextureStore,0x8 bytes,??1ReplayWin@@QAE@XZ: call ??1TextureStore@@QAE@XZ on this+0x1FE2C at 0x005AE043
absent,ReplayWin,0x20148,Buffer,0x588 bytes,??1ReplayWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x20148 at 0x005AE034
absent,ReplayWin,0x206D0,Buffer,0x588 bytes,??1ReplayWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x206D0 at 0x005AE025
absent,ReplayWin,0x20C58,Buffer,0x588 bytes,??1ReplayWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x20C58 at 0x005AE016
absent,ReplayWin,0x211E8,Font,0x28 bytes,??1ReplayWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x211E8 at 0x005AE007
absent,ReplayWin,0x21214,Font,0x28 bytes,??1ReplayWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x21214 at 0x005ADFF8
absent,ReplayWin,0x21240,Font,0x28 bytes,??1ReplayWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x21240 at 0x005ADFE9
absent,ReplayWin,0x23D8C,GraphicWin,0xA14 bytes,??1ReplayWin@@QAE@XZ: call ??1GraphicWin@@QAE@XZ on this+0x23D8C at 0x005AE085
absent,ReplayWin,0x247A0,FlatButton,0xB4C bytes,??1ReplayWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x247A0 at 0x005ADF63
absent,ReplayWin,0x252EC,Time,0x28 bytes,??1ReplayWin@@QAE@XZ: call ??1Time@@QAE@XZ on this+0x252EC at 0x005ADF3F
absent,ReportIf,0xA2D0,ListBox,0xB54 bytes,?report@ReportIf@@QAEXHHH@Z: call ?close@ListBox@@QAEXXZ on this+0xA2D0 at 0x004A396F
absent,ReportIf,0xA318,ListBox,0xB54 bytes,??1ReportIf@@QAE@XZ: call ??1ListBox@@QAE@XZ on this+0xA318 at 0x004AD0F0
absent,ReportIf,0xAD30,Dialog,0xF4 bytes,??1ReportIf@@QAE@XZ: call ??1Dialog@@QAE@XZ on this+0xAD30 at 0x004AD0FB
absent,ReportIf,0xAE24,ListBox,0xB54 bytes,?report@ReportIf@@QAEXHHH@Z: call ?close@ListBox@@QAEXXZ on this+0xAE24 at 0x004A39AF
absent,ReportIf,0xAE6C,ListBox,0xB54 bytes,??1ReportIf@@QAE@XZ: call ??1ListBox@@QAE@XZ on this+0xAE6C at 0x004AD0CD
absent,ReportIf,0xB884,Dialog,0xF4 bytes,??1ReportIf@@QAE@XZ: call ??1Dialog@@QAE@XZ on this+0xB884 at 0x004AD0D8
absent,ReportIf,0xB978,ButtonGroup,0x94 bytes,??1ReportIf@@QAE@XZ: call ?close@ButtonGroup@@QAEXXZ on this+0xB978 at 0x004AD0BC
absent,ReportIf,0xBA0C,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xBA0C at 0x004AD0A2
absent,ReportIf,0xC558,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xC558 at 0x004AD077
absent,ReportIf,0xD0A4,ButtonGroup,0x94 bytes,??1ReportIf@@QAE@XZ: call ?close@ButtonGroup@@QAEXXZ on this+0xD0A4 at 0x004AD057
absent,ReportIf,0xD138,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xD138 at 0x004AD03D
absent,ReportIf,0xDC84,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xDC84 at 0x004AD012
absent,ReportIf,0xE7D0,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xE7D0 at 0x004ACFE7
absent,ReportIf,0xF31C,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xF31C at 0x004ACFBC
absent,ReportIf,0xFE68,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xFE68 at 0x004ACF91
absent,ReportIf,0x109B4,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x109B4 at 0x004ACF66
absent,ReportIf,0x11500,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x11500 at 0x004ACF3B
absent,ReportIf,0x1204C,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x1204C at 0x004ACF10
absent,ReportIf,0x12B98,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x12B98 at 0x004ACEE5
absent,ReportIf,0x136E4,ButtonGroup,0x94 bytes,??1ReportIf@@QAE@XZ: call ?close@ButtonGroup@@QAEXXZ on this+0x136E4 at 0x004ACEC5
absent,ReportIf,0x1868C,ButtonGroup,0x94 bytes,??1ReportIf@@QAE@XZ: call ?close@ButtonGroup@@QAEXXZ on this+0x1868C at 0x004ACE9A
absent,ReportIf,0x1BF9C,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x1BF9C at 0x004ACE64
absent,ReportIf,0x1CAE8,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x1CAE8 at 0x004ACE39
absent,ReportIf,0x1D634,FlatButton,0xB4C bytes,??1ReportIf@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x1D634 at 0x004ACE0E
absent,ReportIf,0x1E1BC,Spot,0xC bytes,??1ReportIf@@QAE@XZ: call ??1Spot@@QAE@XZ on this+0x1E1BC at 0x004ACDE9
base,ReportWin,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'Win']",??1ReportWin@@QAE@XZ: call ??1GraphicWin@@QAE@XZ on this+0x0 at 0x004AD693
agreed,ReportWin,0x5994,Spot,spot_ 0xC,??1ReportWin@@QAE@XZ: call ??1Spot@@QAE@XZ on this+0x5994 at 0x004AD669
agreed,ReportWin,0x5A0C,ListBox,listBox_ 0xB54,?draw_energy@ReportWin@@QAEXXZ: call ?close@ListBox@@QAEXXZ on this+0x5A0C at 0x0049CC46
absent,ReportWin,0x5A54,ListBox,0xB54 bytes,??1ReportWin@@QAE@XZ: call ??1ListBox@@QAE@XZ on this+0x5A54 at 0x004AD648
absent,ReportWin,0x646C,Dialog,0xF4 bytes,??1ReportWin@@QAE@XZ: call ??1Dialog@@QAE@XZ on this+0x646C at 0x004AD653
agreed,ReportWin,0x6560,FlatButton,flatButton2_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x6560 at 0x004AD62C
agreed,ReportWin,0x70AC,FlatButton,flatButton3_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x70AC at 0x004AD601
agreed,ReportWin,0x7C08,ButtonGroup,buttonGroup1_ 0x94,??1ReportWin@@QAE@XZ: call ?close@ButtonGroup@@QAEXXZ on this+0x7C08 at 0x004AD5E1
agreed,ReportWin,0x7C9C,FlatButton,flatButton4_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x7C9C at 0x004AD5C7
agreed,ReportWin,0x87E8,FlatButton,flatButton5_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x87E8 at 0x004AD59C
agreed,ReportWin,0x9334,FlatButton,flatButton6_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x9334 at 0x004AD571
agreed,ReportWin,0x9E80,ButtonGroup,buttonGroup2_ 0x94,??1ReportWin@@QAE@XZ: call ?close@ButtonGroup@@QAEXXZ on this+0x9E80 at 0x004AD551
agreed,ReportWin,0x9F14,FlatButton,flatButton7_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x9F14 at 0x004AD537
agreed,ReportWin,0xAA60,FlatButton,flatButton8_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xAA60 at 0x004AD50C
agreed,ReportWin,0xB5AC,FlatButton,flatButton9_ 0xB4C,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xB5AC at 0x004AD4E1
agreed,ReportWin,0xC10C,Scroll,scroll_ 0x214C,??1ReportWin@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0xC10C at 0x004AD473
absent,ReportWin,0xCBB8,FlatButton,0xB4C bytes,??1ReportWin@@QAE@XZ: call ??1FlatButton@@QAE@XZ on this+0xCBB8 at 0x004AD4B1
absent,ReportWin,0xD704,FlatButton,0xB4C bytes,??1ReportWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xD704 at 0x004AD497
agreed,ReportWin,0xE274,Time,time1_ 0x28,??1ReportWin@@QAE@XZ: call ??1Time@@QAE@XZ on this+0xE274 at 0x004AD44F
agreed,ReportWin,0xE2C0,Time,time2_ 0x28,??1ReportWin@@QAE@XZ: call ??1Time@@QAE@XZ on this+0xE2C0 at 0x004AD440
agreed,ReportWin,0xE2E8,Time,time3_ 0x28,??1ReportWin@@QAE@XZ: call ??1Time@@QAE@XZ on this+0xE2E8 at 0x004AD431
agreed,ReportWin,0xE320,Buffer,buffer1_ 0x588,??1ReportWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0xE320 at 0x004AD422
agreed,ReportWin,0xE8A8,Buffer,buffer2_ 0x588,??1ReportWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0xE8A8 at 0x004AD413
agreed,ReportWin,0xEE34,Flic,flic_ 0xAE4,??1ReportWin@@QAE@XZ: call ?close@Flic@@QAEXXZ on this+0xEE34 at 0x004AD3E9
absent,ReportWin,0xEE38,Buffer,0x588 bytes,??1ReportWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0xEE38 at 0x004AD404
absent,ReportWin,0xF3F0,Palette,0x454 bytes,??1ReportWin@@QAE@XZ: call ??1Palette@@QAE@XZ on this+0xF3F0 at 0x004AD3F8
base,SAmbience,0x0,Ambience,src/ bases: ['Ambience'],??0SAmbience@@QAE@XZ: call ??0Ambience@@QAE@XZ on this+0x0 at 0x00447853
base,Scroll,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'Win']",??1Scroll@@QAE@XZ: call ??1GraphicWin@@QAE@XZ on this+0x0 at 0x00406F05
agreed,Scroll,0xAAC,FlatButton,flat_button_left_ 0xB4C,??1Scroll@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xAAC at 0x00406EEC
agreed,Scroll,0x15F8,FlatButton,flat_button_right_ 0xB4C,??1Scroll@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x15F8 at 0x00406EBD
at-zero,SelectPartWin,0x0,GraphicWin,src/ bases: [],??0SelectPartWin@@QAE@XZ: call ??0GraphicWin@@QAE@XZ on this+0x0 at 0x004328D0
agreed,SelectPartWin,0xA14,Scroll,scroll_ 0x214C,??0SelectPartWin@@QAE@XZ: call ??0Scroll@@QAE@XZ on this+0xA14 at 0x004328E0
absent,SelectPartWin,0x14C0,FlatButton,0xB4C bytes,??1SelectPartWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x14C0 at 0x0043EF30
absent,SelectPartWin,0x200C,FlatButton,0xB4C bytes,??1SelectPartWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x200C at 0x0043EF01
agreed,SelectPartWin,0x2B9C,Caviar,caviar_ 0x13D0,??0SelectPartWin@@QAE@XZ: call ??0Caviar@@QAE@XZ on this+0x2B9C at 0x004328EF
agreed,SelectPartWin,0x406C,Buffer,buffer_ 0x588,??0SelectPartWin@@QAE@XZ: call ??0Buffer@@QAE@XZ on this+0x406C at 0x004328FE
agreed,SelectPartWin,0x45F4,Font,font1_ 0x28,??0SelectPartWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x45F4 at 0x0043290D
agreed,SelectPartWin,0x461C,Font,font2_ 0x28,??0SelectPartWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x461C at 0x0043291C
base,SetupWin,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'Win']",??0SetupWin@@QAE@XZ: call ??0GraphicWin@@QAE@XZ on this+0x0 at 0x004AD8A7
agreed,SetupWin,0xA44,Buffer,buffer_ 0x588,??0SetupWin@@QAE@XZ: call ??0Buffer@@QAE@XZ on this+0xA44 at 0x004AD8B5
agreed,SetupWin,0xFD4,Spot,spot_ 0xC,??0SetupWin@@QAE@XZ: call ??0Spot@@QAE@XZ on this+0xFD4 at 0x004AD8C4
agreed,SetupWin,0x1118,Buffer,buffer2_ 0x588,??0SetupWin@@QAE@XZ: call ??0Buffer@@QAE@XZ on this+0x1118 at 0x004AD952
base,SocialWin,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'SubInterface', 'Win']",??0SocialWin@@QAE@XZ: call ??0GraphicWin@@QAE@XZ on this+0x0 at 0x004AE9FF
agreed,SocialWin,0xA20,Spot,spot_ 0xC,??0SocialWin@@QAE@XZ: call ??0Spot@@QAE@XZ on this+0xA20 at 0x004AEA1B
agreed,SocialWin,0x1EB84,ButtonGroup,"buttonGroups_, 4 element(s)",?close@SocialWin@@QAEXXZ: call ?close@ButtonGroup@@QAEXXZ on this+0x1EB84 at 0x004B2700
agreed,SocialWin,0x1EDD4,ButtonGroup,buttonGroup_ 0x94,??0SocialWin@@QAE@XZ: call ??0ButtonGroup@@QAE@XZ on this+0x1EDD4 at 0x004AEB26
agreed,SocialWin,0x1EE68,Font,font1_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EE68 at 0x004AEB35
agreed,SocialWin,0x1EE90,Font,font2_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EE90 at 0x004AEB44
agreed,SocialWin,0x1EEB8,Font,font3_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EEB8 at 0x004AEB53
agreed,SocialWin,0x1EEE0,Font,font4_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EEE0 at 0x004AEB62
agreed,SocialWin,0x1EF08,Font,font5_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EF08 at 0x004AEB71
agreed,SocialWin,0x1EF30,Font,font6_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EF30 at 0x004AEB80
agreed,SocialWin,0x1EF58,Font,font7_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EF58 at 0x004AEB8F
agreed,SocialWin,0x1EF80,Font,font8_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EF80 at 0x004AEB9E
agreed,SocialWin,0x1EFA8,Font,font9_ 0x28,??0SocialWin@@QAE@XZ: call ??0Font@@QAE@XZ on this+0x1EFA8 at 0x004AEBAD
absent,SpriteBox,0x10,Spot,0xC bytes,??0SpriteBox@@QAE@H@Z: call ??0Spot@@QAE@XZ on this+0x10 at 0x0060FF67
absent,SpriteBox,0x8C,GraphicWin,0xA14 bytes,??0SpriteBox@@QAE@H@Z: call ??0GraphicWin@@QAE@XZ on this+0x8C at 0x0060FF40
absent,SpriteBox,0xAA4,Dialog,0xF4 bytes,??0SpriteBox@@QAE@H@Z: call ??0Dialog@@QAE@XZ on this+0xAA4 at 0x0060FF53
absent,StatusWin,0x30,Caviar,0x13D0 bytes,??1StatusWin@@QAE@XZ: call ?close@Caviar@@QAEXXZ on this+0x30 at 0x004BA188
absent,StatusWin,0x1530,Font,0x28 bytes,??1StatusWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x1530 at 0x004BA179
absent,StatusWin,0x1558,Font,0x28 bytes,??1StatusWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x1558 at 0x004BA16A
absent,StatusWin,0x1580,Font,0x28 bytes,??1StatusWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x1580 at 0x004BA15B
absent,StatusWin,0x15E0,Spot,0xC bytes,??1StatusWin@@QAE@XZ: call ??1Spot@@QAE@XZ on this+0x15E0 at 0x004BA14C
base,StringBox,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'Win']",??1StringBox@@QAE@XZ: call ??1GraphicWin@@QAE@XZ on this+0x0 at 0x004326FD
agreed,StringBox,0xA20,Scroll,scroll_ 0x214C,??1StringBox@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0xA20 at 0x00432686
absent,StringBox,0x14CC,FlatButton,0xB4C bytes,??1StringBox@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x14CC at 0x004326D9
absent,StringBox,0x2018,FlatButton,0xB4C bytes,??1StringBox@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x2018 at 0x004326AA
base,Strings,0x0,Heap,src/ bases: ['Heap'],??0Strings@@QAE@XZ: call ??0Heap@@QAE@XZ on this+0x0 at 0x006168D3
agreed,TextIndex,0x104,Heap,heap_ 0x14,??0TextIndex@@QAE@XZ: call ??0Heap@@QAE@XZ on this+0x104 at 0x005FDF49
at-zero,TutWin,0x0,Popup,src/ bases: [],??0TutWin@@QAE@XZ: call ??0Popup@@QAE@XZ on this+0x0 at 0x004BA6B3
absent,TutWin,0xA5C,FlatButton,0xB4C bytes,??1TutWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0xA5C at 0x004BE9B0
absent,TutWin,0x15A8,FlatButton,0xB4C bytes,??1TutWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x15A8 at 0x004BE985
absent,TutWin,0x2118,Sprite,0x2C bytes,??1TutWin@@QAE@XZ: call ?close@Sprite@@QAEXXZ on this+0x2118 at 0x004BE960
absent,TutWin,0x219C,StringStruct,0x24 bytes,??1TutWin@@QAE@XZ: call ?close@StringStruct@@QAEXXZ on this+0x219C at 0x004BE923
absent,TutWin,0x2358,Dialogs,0xC94 bytes,??1TutWin@@QAE@XZ: call ??1Dialogs@@QAE@XZ on this+0x2358 at 0x004BE8D5
absent,TutWin,0x2D70,Dialog,0xF4 bytes,??1TutWin@@QAE@XZ: call ??1Dialog@@QAE@XZ on this+0x2D70 at 0x004BE8E0
