rank,priority,score,address,name,size,caller_count,call_target_count,recovery_state,binding_category,binding_strategy,analysis_entry_agreement,ida9_relation,ghidra_relation,prototype
796,P3,3621,0x0062EAA0,?create_session@Net@@QAEHPADHPAD@Z,655,3,6,unrecovered,,,2,exact,exact,"int (__thiscall ?create_session@Net@@QAEHPADHPAD@Z)(Net* this, int8*, int, int8*)"
797,P3,3620,0x00423570,?colortables_init@@YAXXZ,3671,1,26,unrecovered,,,2,exact,entry_range,
798,P3,3620,0x0044B9E0,?help_tech_info@@YAXP6AXPAD@ZHHH@Z,3561,3,6,unrecovered,,,2,exact,exact,
799,P3,3620,0x0052AEB0,?wants_prop@@YAHHHH@Z,3970,3,6,unrecovered,,,2,exact,exact,
800,P3,3620,0x0053CE10,?make_treaty@@YAXHH@Z,840,2,16,unrecovered,,,2,exact,exact,
801,P3,3620,0x005589E0,?commlink_attempter@@YAHHH@Z,629,3,6,unrecovered,,,2,exact,exact,
802,P3,3521,0x0041BBC0,?base_editor_proj@BaseWin@@QAEXXZ,2038,1,25,unrecovered,,,2,exact,entry_range,void (__thiscall ?base_editor_proj@BaseWin@@QAEXXZ)(BaseWin* this)
803,P3,3521,0x0042C2E0,?draw_concept@Datalink@@QAEXXZ,1071,1,25,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_concept@Datalink@@QAEXXZ)(Datalink* this)
804,P3,3521,0x0042C650,?draw_adv_concept@Datalink@@QAEXXZ,1074,1,25,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_adv_concept@Datalink@@QAEXXZ)(Datalink* this)
805,P3,3521,0x00439D30,?suggest_abil@DesignWin@@QAEXH@Z,371,3,5,unrecovered,,,2,exact,exact,"void (__thiscall ?suggest_abil@DesignWin@@QAEXH@Z)(DesignWin* this, int)"
806,P3,3521,0x00459680,?init@MainInterface@@QAEHH@Z,7829,1,25,unrecovered,,,2,exact,entry_range,"int (__thiscall ?init@MainInterface@@QAEHH@Z)(MainInterface* this, int)"
807,P3,3521,0x0047CF40,?pick_diff@NetWin@@QAEXH@Z,1164,1,25,unrecovered,,,2,exact,entry_range,"void (__thiscall ?pick_diff@NetWin@@QAEXH@Z)(NetWin* this, int)"
808,P3,3521,0x0047E640,?pick_time@NetWin@@QAEXXZ,956,1,25,unrecovered,,,2,exact,entry_range,void (__thiscall ?pick_time@NetWin@@QAEXXZ)(NetWin* this)
809,P3,3521,0x00484C60,?draw_tech@PickTech@@QAEHHPAURECT@@H@Z,5009,1,25,unrecovered,,,2,exact,entry_range,"int (__thiscall ?draw_tech@PickTech@@QAEHHPAURECT@@H@Z)(PickTech* this, int, RECT*, int)"
810,P3,3521,0x004CF380,?action_gate@@YAXHH@Z,247,3,5,unrecovered,,,2,exact,exact,"void (__cdecl ?action_gate@@YAXHH@Z)(int vehID, int baseID)"
811,P3,3521,0x00515010,?set_tech@Console@@QAEXH@Z,178,3,5,unrecovered,,,2,exact,exact,"void (__thiscall ?set_tech@Console@@QAEXH@Z)(Console* this, int factionID)"
812,P3,3521,0x00532140,?veh_drop@NetDaemon@@QAEHHHH@Z,1059,2,15,unrecovered,,,2,exact,exact,"int (__thiscall ?veh_drop@NetDaemon@@QAEHHHH@Z)(NetDaemon* this, int vehID, int xCoord, int yCoord)"
813,P3,3521,0x0055D430,?enemies_trade_tech@@YAXHH@Z,803,3,5,unrecovered,,,2,exact,exact,"void (__cdecl ?enemies_trade_tech@@YAXHH@Z)(int factionID, int)"
814,P3,3521,0x005BEB70,?tech_pick@@YAHHHHPAD@Z,275,3,5,unrecovered,,,2,exact,entry_range,"int (__cdecl ?tech_pick@@YAHHHHPAD@Z)(int factionID, int, int, int8* sectionID)"
815,P3,3520,0x00428350,?council@@YAXHHH@Z,510,3,5,unrecovered,,,2,exact,exact,
816,P3,3520,0x004ECBF0,?base_terraform@@YAXH@Z,9073,2,15,unrecovered,,,2,exact,exact,
817,P3,3520,0x0053CAF0,?pact_of_brotherhood@@YAXHH@Z,789,2,15,unrecovered,,,2,exact,exact,
818,P3,3520,0x00589330,?time_controls_dialog@@YAXPAUPopup@@@Z,538,3,5,unrecovered,,,2,exact,exact,
819,P3,3421,0x0042E8E0,?draw_defense@Datalink@@QAEXXZ,1402,1,24,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_defense@Datalink@@QAEXXZ)(Datalink* this)
820,P3,3421,0x00430770,?draw_effect@Datalink@@QAEXXZ,1170,1,24,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_effect@Datalink@@QAEXXZ)(Datalink* this)
821,P3,3421,0x00443F10,?exec@DiploWin@@QAEXHH@Z,3707,1,24,unrecovered,,,2,exact,exact,"void (__thiscall ?exec@DiploWin@@QAEXHH@Z)(DiploWin* this, int, int)"
822,P3,3421,0x00458F10,?set_state@InfoWin@@QAEXHH@Z,218,3,4,unrecovered,,,2,exact,exact,"void (__thiscall ?set_state@InfoWin@@QAEXHH@Z)(InfoWin* this, int, int)"
823,P3,3421,0x0045C0F0,?set_message@MainInterface@@QAEXPADHHHH@Z,132,3,4,unrecovered,,,2,exact,entry_range,"void (__thiscall ?set_message@MainInterface@@QAEXPADHHHH@Z)(MainInterface* this, int8*, int, int, int, int)"
824,P3,3421,0x0048B8E0,?monocenter@PlanWin@@QAEXHHH@Z,449,3,4,unrecovered,,,2,exact,exact,"void (__thiscall ?monocenter@PlanWin@@QAEXHHH@Z)(PlanWin* this, int, int, int)"
825,P3,3421,0x004956D0,?on_redraw@QuayleWin@@QAEXXZ,3596,0,34,unrecovered,,,2,exact,entry_range,void (__thiscall ?on_redraw@QuayleWin@@QAEXXZ)(QuayleWin* this)
826,P3,3421,0x0049F350,?draw_sat@ReportWin@@QAEXXZ,2766,1,24,unrecovered,,,2,exact,exact,void (__thiscall ?draw_sat@ReportWin@@QAEXXZ)(ReportWin* this)
827,P3,3421,0x004CD090,?action_arty@@YAXHHH@Z,605,2,14,unrecovered,,,2,exact,exact,"void (__cdecl ?action_arty@@YAXHHH@Z)(int vehID, int xCoord, int yCoord)"
828,P3,3421,0x004D92D0,?group@Console@@QAEXH@Z,791,3,4,unrecovered,,,2,exact,exact,"void (__thiscall ?group@Console@@QAEXH@Z)(Console* this, int)"
829,P3,3421,0x005171D0,?veh_key@Console@@QAEXHHH@Z,1466,1,24,unrecovered,,,2,exact,exact,"void (__thiscall ?veh_key@Console@@QAEXHHH@Z)(Console* this, int, int, int)"
830,P3,3421,0x0051D7D0,?close@Console@@QAEXXZ,190,3,4,unrecovered,,,2,exact,exact,void (__thiscall ?close@Console@@QAEXXZ)(Console* this)
831,P3,3421,0x00579240,?enemy_veh@@YAHH@Z,648,2,14,unrecovered,,,2,exact,start_only,int (__cdecl ?enemy_veh@@YAHH@Z)(int vehID)
832,P3,3421,0x0058D6B0,?map_menu@@YAHH@Z,1396,1,24,unrecovered,,,2,exact,entry_range,int (__cdecl ?map_menu@@YAHH@Z)(BOOL isQuickStart)
833,P3,3421,0x005C9330,?close@Gamma@@QAEXXZ,91,3,4,unrecovered,,,2,exact,exact,void (__thiscall ?close@Gamma@@QAEXXZ)(Gamma* this)
834,P3,3421,0x006017A0,?set_ok_text@BasePop@@QAEHPAD@Z,113,3,4,unrecovered,,,2,exact,exact,"int (__thiscall ?set_ok_text@BasePop@@QAEHPAD@Z)(BasePop* this, int8*)"
835,P3,3421,0x00601820,?set_cancel_text@BasePop@@QAEHPAD@Z,113,3,4,unrecovered,,,2,exact,exact,"int (__thiscall ?set_cancel_text@BasePop@@QAEHPAD@Z)(BasePop* this, int8*)"
836,P3,3420,0x004055A0,?POP3@@YAXPBDPBDHHH@Z,1028,2,14,unrecovered,,,2,exact,entry_range,
837,P3,3420,0x00539460,?net_energy@@YAXHHHHH@Z,166,3,4,unrecovered,,,2,exact,exact,
838,P3,3420,0x005395F0,?net_tech@@YAXHHHH@Z,108,3,4,unrecovered,,,2,exact,exact,
839,P3,3420,0x00544E40,?propose_treaty@@YAHHH@Z,3861,1,24,unrecovered,,,2,exact,exact,
840,P3,3420,0x005BFD70,?X_pop_ask_number@@YAHPADPBDHP6AHXZ@Z,286,3,4,unrecovered,,,2,exact,exact,
841,P3,3420,0x005C9EC0,sub_5c9ec0,876,3,4,unrecovered,,,2,exact,exact,
842,P3,3420,0x006185A0,?init_class@Caviar@@QAAHXZ,2327,1,24,unrecovered,,,2,exact,start_only,
843,P3,3321,0x0042B300,?set_cat_concept@Datalink@@QAEXXZ,391,2,13,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_concept@Datalink@@QAEXXZ)(Datalink* this)
844,P3,3321,0x0042E2E0,?draw_weapon@Datalink@@QAEXXZ,1575,1,23,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_weapon@Datalink@@QAEXXZ)(Datalink* this)
845,P3,3321,0x00439F20,?select_chassis@DesignWin@@QAEXXZ,1125,1,23,unrecovered,,,2,exact,entry_range,void (__thiscall ?select_chassis@DesignWin@@QAEXXZ)(DesignWin* this)
846,P3,3321,0x0043A300,?select_weapon@DesignWin@@QAEXXZ,1241,1,23,unrecovered,,,2,exact,entry_range,void (__thiscall ?select_weapon@DesignWin@@QAEXXZ)(DesignWin* this)
847,P3,3321,0x004863F0,?draw_item@PickTech@@QAEHHH@Z,284,3,3,unrecovered,,,2,exact,exact,"int (__thiscall ?draw_item@PickTech@@QAEHHH@Z)(PickTech* this, int, int)"
848,P3,3321,0x0048BC60,?init@PlanWin@@QAEXPAD@Z,101,3,3,unrecovered,,,2,exact,exact,"void (__thiscall ?init@PlanWin@@QAEXPAD@Z)(PlanWin* this, int8*)"
849,P3,3321,0x004A0260,?sat_attack@@YAXHHH@Z,1765,1,23,unrecovered,,,2,exact,entry_range,"void (__cdecl ?sat_attack@@YAXHHH@Z)(int factionIDAtk, int factionIDDef, int type)"
850,P3,3321,0x004B8890,?on_redraw@StatusWin@@QAEXXZ,219,3,3,unrecovered,,,2,exact,exact,void (__thiscall ?on_redraw@StatusWin@@QAEXXZ)(StatusWin* this)
851,P3,3321,0x004B8E40,?on_left_click@StatusWin@@QAEXHH@Z,403,2,13,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_click@StatusWin@@QAEXHH@Z)(StatusWin* this, int xCoord, int yCoord)"
852,P3,3321,0x004CB580,?action_road_to@@YAXH@Z,1304,2,13,unrecovered,,,2,exact,exact,void (__cdecl ?action_road_to@@YAXH@Z)(int vehID)
853,P3,3321,0x004CF740,?action@@YAHH@Z,116,3,3,unrecovered,,,2,exact,exact,int (__cdecl ?action@@YAHH@Z)(int vehID)
854,P3,3321,0x004D5D30,?oblit@Console@@QAEXH@Z,564,2,13,unrecovered,,,2,exact,exact,"void (__thiscall ?oblit@Console@@QAEXH@Z)(Console* this, int vehID)"
855,P3,3321,0x004D8FA0,?convoy@Console@@QAEXH@Z,461,2,13,unrecovered,,,2,exact,exact,"void (__thiscall ?convoy@Console@@QAEXH@Z)(Console* this, int vehID)"
856,P3,3321,0x004DB080,?init@DipEdit@@QAEXH@Z,2024,1,23,unrecovered,,,2,exact,exact,"void (__thiscall ?init@DipEdit@@QAEXH@Z)(DipEdit* this, int)"
857,P3,3321,0x00514B30,?retire_game@Console@@QAEXXZ,507,2,13,unrecovered,,,2,exact,exact,void (__thiscall ?retire_game@Console@@QAEXXZ)(Console* this)
858,P3,3321,0x00517060,?use_time_bonus@Console@@QAEXXZ,275,3,3,unrecovered,,,2,exact,exact,void (__thiscall ?use_time_bonus@Console@@QAEXXZ)(Console* this)
859,P3,3321,0x0053E470,?diplomacy_ends@@YAXHH@Z,76,3,3,unrecovered,,,2,exact,exact,"void (__cdecl ?diplomacy_ends@@YAXHH@Z)(int factionID, int)"
860,P3,3321,0x0057CFA0,?study_artifact@@YAHH@Z,584,2,13,unrecovered,,,2,exact,exact,int (__cdecl ?study_artifact@@YAHH@Z)(int vehID)
861,P3,3321,0x005A66E0,?encrypt_write@@YAHPAXIIPAUFILE@@@Z,200,3,3,unrecovered,,,2,exact,exact,"int (__cdecl ?encrypt_write@@YAHPAXIIPAUFILE@@@Z)(void*, unsigned int, unsigned int, FILE* file)"
862,P3,3321,0x005A67B0,?encrypt_read@@YAHPAXIIPAUFILE@@@Z,214,3,3,unrecovered,,,2,exact,exact,"int (__cdecl ?encrypt_read@@YAHPAXIIPAUFILE@@@Z)(void* buffer, unsigned int block, unsigned int count, FILE* file)"
863,P3,3321,0x005DBD00,?write_raw_l@Buffer@@QAEHPADHHH@Z,1475,3,3,unrecovered,,,2,exact,exact,"int (__thiscall ?write_raw_l@Buffer@@QAEHPADHHH@Z)(Buffer* this, int8*, int, int, int)"
864,P3,3321,0x005DD250,?write_cent_l@Buffer@@QAEHPADHHH@Z,163,3,3,unrecovered,,,2,exact,exact,"int (__thiscall ?write_cent_l@Buffer@@QAEHPADHHH@Z)(Buffer* this, int8*, int, int, int)"
865,P3,3321,0x005DDDE0,?wrap_height_flying@Buffer@@QAEHPAD@Z,266,3,3,unrecovered,,,2,exact,exact,"int (__thiscall ?wrap_height_flying@Buffer@@QAEHPAD@Z)(Buffer* this, int8*)"
866,P3,3321,0x005FAD00,??1Menu@@QAE@XZ,225,3,3,unrecovered,,,2,exact,entry_range,void (__thiscall ??1Menu@@QAE@XZ)(Menu* this)
867,P3,3321,0x005FBDB0,?mouse_move@Menu@@QAEXHH@Z,333,3,3,unrecovered,,,2,exact,exact,"void (__thiscall ?mouse_move@Menu@@QAEXHH@Z)(Menu* this, int, int)"
868,P3,3321,0x006087A0,?sort@StringList@@QAEXH@Z,480,3,3,unrecovered,,,2,exact,exact,"void (__thiscall ?sort@StringList@@QAEXH@Z)(StringList* this, SortType)"
869,P3,3321,0x00616030,?text_position@EditBox@@QAEXH@Z,261,3,3,unrecovered,,,2,exact,exact,"void (__thiscall ?text_position@EditBox@@QAEXH@Z)(EditBox* this, int)"
870,P3,3321,0x0061B1F0,?draw@Texture@@QAEXPAUBuffer@@PAUVert@@PAHHPAUVert@@@Z,1416,3,3,unrecovered,,,2,exact,exact,"void (__thiscall ?draw@Texture@@QAEXPAUBuffer@@PAUVert@@PAHHPAUVert@@@Z)(Texture* this, Buffer*, Vert*, int*, int, Vert*)"
871,P3,3321,0x0061C090,?draw_trans@Texture@@QAEXPAUBuffer@@PAUVert@@PAHHPAUVert@@@Z,1426,3,3,unrecovered,,,2,exact,exact,"void (__thiscall ?draw_trans@Texture@@QAEXPAUBuffer@@PAUVert@@PAHHPAUVert@@@Z)(Texture* this, Buffer*, Vert*, int*, int, Vert*)"
872,P3,3321,0x0062E420,?on_player_added@Net@@QAEHPADI@Z,278,3,3,unrecovered,,,2,exact,exact,"int (__thiscall ?on_player_added@Net@@QAEHPADI@Z)(Net* this, int8*, unsigned int)"
873,P3,3320,0x004080B0,sub_4080b0,35,3,3,unrecovered,,,2,exact,exact,
874,P3,3320,0x00549270,?demand_withdrawal@@YAHHH@Z,1715,2,13,unrecovered,,,2,exact,exact,
875,P3,3320,0x0054BEC0,?call_off_vendetta@@YAXHH@Z,1943,1,23,unrecovered,,,2,exact,entry_range,
876,P3,3320,0x0055E370,?encounter@@YAXHHHHHH@Z,2058,2,13,unrecovered,,,2,exact,exact,
877,P3,3320,0x0058F040,?system_init@@YAHXZ,538,1,23,unrecovered,,,2,exact,entry_range,
878,P3,3221,0x0041A2B0,?rename@BaseWin@@QAEXXZ,518,2,12,unrecovered,,,2,exact,exact,void (__thiscall ?rename@BaseWin@@QAEXXZ)(BaseWin* this)
879,P3,3221,0x0041A8B0,?check_veh@BaseWin@@QAEXH@Z,109,3,2,unrecovered,,,2,exact,exact,"void (__thiscall ?check_veh@BaseWin@@QAEXH@Z)(BaseWin* this, int)"
880,P3,3221,0x0041C240,?base_editor_copy@BaseWin@@QAEXH@Z,1636,1,22,unrecovered,,,2,exact,entry_range,"void (__thiscall ?base_editor_copy@BaseWin@@QAEXH@Z)(BaseWin* this, int)"
881,P3,3221,0x00425050,?on_left_click@CouncWin@@QAEXHH@Z,3439,0,32,unrecovered,,,2,exact,entry_range,"void (__thiscall ?on_left_click@CouncWin@@QAEXHH@Z)(CouncWin* this, int xCoord, int yCoord)"
882,P3,3221,0x0042AFE0,?set_cat_project@Datalink@@QAEXXZ,426,2,12,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_project@Datalink@@QAEXXZ)(Datalink* this)
883,P3,3221,0x0042C9C0,?draw_unit@Datalink@@QAEXXZ,3196,1,22,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_unit@Datalink@@QAEXXZ)(Datalink* this)
884,P3,3221,0x00441490,?add_offer@DiploWin@@QAEXHHH@Z,297,3,2,unrecovered,,,2,exact,exact,"void (__thiscall ?add_offer@DiploWin@@QAEXHHH@Z)(DiploWin* this, int, int, int)"
885,P3,3221,0x004887A0,?init@PickWin@@QAEXP6AXH@ZHH@Z,3796,1,22,unrecovered,,,2,exact,entry_range,"void (__thiscall ?init@PickWin@@QAEXP6AXH@ZHH@Z)(PickWin* this, void (__cdecl *)(int this), int, int)"
886,P3,3221,0x00494700,?exec@ProdPicker@@QAEHPAUBase@@HPAUGraphicWin@@H@Z,2687,1,22,unrecovered,,,2,exact,entry_range,"int (__thiscall ?exec@ProdPicker@@QAEHPAUBase@@HPAUGraphicWin@@H@Z)(ProdPicker* this, Base*, int, GraphicWin*, int)"
887,P3,3221,0x004AF310,?draw_social@SocialWin@@QAEXH@Z,1452,2,12,unrecovered,,,2,exact,exact,"void (__thiscall ?draw_social@SocialWin@@QAEXH@Z)(SocialWin* this, int socCategory)"
888,P3,3221,0x004BEF00,?UNK3@UV2Player@@QAEXXZ,1237,1,22,unrecovered,,,2,exact,entry_range,void (__thiscall ?UNK3@UV2Player@@QAEXXZ)(UV2Player* this)
889,P3,3221,0x004C2030,?vehdraw_construct_abil@@YAHHPAUCaviar@@H@Z,816,3,2,unrecovered,,,2,exact,exact,"int (__cdecl ?vehdraw_construct_abil@@YAHHPAUCaviar@@H@Z)(int abilityFlags, Caviar*, int factionID)"
890,P3,3221,0x004DC520,?editor_scen_rules@Console@@QAEXXZ,927,2,12,unrecovered,,,2,exact,entry_range,void (__thiscall ?editor_scen_rules@Console@@QAEXXZ)(Console* this)
891,P3,3221,0x004E2000,?corner_the_market@Console@@QAEXXZ,565,2,12,unrecovered,,,2,exact,exact,void (__thiscall ?corner_the_market@Console@@QAEXXZ)(Console* this)
892,P3,3221,0x00514F50,?set_ai@Console@@QAEXH@Z,191,3,2,unrecovered,,,2,exact,exact,"void (__thiscall ?set_ai@Console@@QAEXH@Z)(Console* this, int factionID)"
893,P3,3221,0x005678C0,?air_power@@YAHHHHPAH0@Z,12254,1,22,unrecovered,,,2,exact,exact,"int (__cdecl ?air_power@@YAHHHHPAH0@Z)(int vehID, int, int, int*, int*)"
894,P3,3221,0x005DE1D0,?wrap_flying_flush@Buffer@@QAEHXZ,270,3,2,unrecovered,,,2,exact,exact,int (__thiscall ?wrap_flying_flush@Buffer@@QAEHXZ)(Buffer* this)
895,P3,3221,0x005EE330,?resize_event@Win@@QAEHHH@Z,292,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?resize_event@Win@@QAEHHH@Z)(Win* this, int, int)"
896,P3,3221,0x005EEB90,?key_down_event@Win@@QAEHH@Z,553,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?key_down_event@Win@@QAEHH@Z)(Win* this, int)"
897,P3,3221,0x005F74A0,?update_window@Win@@QAEHPAURECT@@@Z,223,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?update_window@Win@@QAEHPAURECT@@@Z)(Win* this, RECT* lprcSrc2)"
898,P3,3221,0x005F9F60,?pulldown_update@PullDown@@QAEXHH@Z,1867,2,12,unrecovered,,,2,exact,exact,"void (__thiscall ?pulldown_update@PullDown@@QAEXHH@Z)(PullDown* this, int, int)"
899,P3,3221,0x00606F30,??0BaseButton@@QAE@XZ,291,3,2,unrecovered,,,2,exact,entry_range,void (__thiscall ??0BaseButton@@QAE@XZ)(BaseButton* this)
900,P3,3221,0x006070C0,?close@BaseButton@@QAEXXZ,208,3,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@BaseButton@@QAEXXZ)(BaseButton* this)
901,P3,3221,0x00609300,?init@Dialog@@QAEHHHHHH@Z,357,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?init@Dialog@@QAEHHHHHH@Z)(Dialog* this, int, int, int, int, int)"
902,P3,3221,0x00611AF0,?attach@EditGroup@@QAEHPAUGraphicWin@@HHH@Z,1182,2,12,unrecovered,,,2,exact,entry_range,"int (__thiscall ?attach@EditGroup@@QAEHPAUGraphicWin@@HHH@Z)(EditGroup* this, GraphicWin*, int, int, int)"
903,P3,3221,0x00614140,?add_def_ext@FileWin@@QAEHPAD@Z,124,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?add_def_ext@FileWin@@QAEHPAD@Z)(FileWin* this, int8*)"
904,P3,3221,0x00633F70,?get@NetFifo@@QAEHPAXPAIPAHPAI@Z,173,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?get@NetFifo@@QAEHPAXPAIPAHPAI@Z)(NetFifo* this, void*, unsigned int*, int*, unsigned int*)"
905,P3,3221,0x00634DB0,?add_filter@FileBox@@QAEHPADPAD@Z,195,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?add_filter@FileBox@@QAEHPADPAD@Z)(FileBox* this, int8*, int8*)"
906,P3,3221,0x00634E80,?set_def_ext@FileBox@@QAEHPAD@Z,76,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?set_def_ext@FileBox@@QAEHPAD@Z)(FileBox* this, int8*)"
907,P3,3221,0x00634ED0,?set_def_name@FileBox@@QAEHPAD@Z,78,3,2,unrecovered,,,2,exact,exact,"int (__thiscall ?set_def_name@FileBox@@QAEHPAD@Z)(FileBox* this, int8*)"
908,P3,3220,0x004710E0,?mapwin_system_shutdown@@YAXXZ,127,3,2,unrecovered,,,2,exact,exact,
909,P3,3220,0x004F67F0,?base_ecology@@YAXXZ,4547,1,22,unrecovered,,,2,exact,exact,
910,P3,3220,0x0050B8A0,?say_num@@YAXH@Z,42,3,2,unrecovered,,,2,exact,exact,
911,P3,3220,0x0053A4A0,?scan_prototypes@@YAXHH@Z,724,3,2,unrecovered,,,2,exact,exact,
912,P3,3220,0x0055D760,?enemies_treaty@@YAXHHH@Z,3088,2,12,unrecovered,,,2,exact,exact,
913,P3,3220,0x00593190,?message_chat@@YAXHHPAD@Z,133,3,2,unrecovered,,,2,exact,exact,
914,P3,3121,0x00415B20,?draw_info@BaseWin@@QAEXH@Z,686,2,11,unrecovered,,,2,exact,exact,"void (__thiscall ?draw_info@BaseWin@@QAEXH@Z)(BaseWin* this, int)"
915,P3,3121,0x0041D500,?on_button_clicked@BaseWin@@QAEXH@Z,1388,0,31,unrecovered,,,2,exact,exact,"void (__thiscall ?on_button_clicked@BaseWin@@QAEXH@Z)(BaseWin* this, int)"
916,P3,3121,0x0042A4F0,?set_cat_all@Datalink@@QAEXXZ,305,1,21,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_all@Datalink@@QAEXXZ)(Datalink* this)
917,P3,3121,0x0042D610,?draw_chassis@Datalink@@QAEXXZ,2323,1,21,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_chassis@Datalink@@QAEXXZ)(Datalink* this)
918,P3,3121,0x0042DEF0,?draw_reactor@Datalink@@QAEXXZ,1047,1,21,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_reactor@Datalink@@QAEXXZ)(Datalink* this)
919,P3,3121,0x004413F0,?kill_offer@DiploWin@@QAEXHH@Z,156,3,1,unrecovered,,,2,exact,exact,"void (__thiscall ?kill_offer@DiploWin@@QAEXHH@Z)(DiploWin* this, int, int)"
920,P3,3121,0x00462980,?calculate_dimensions@MapWin@@QAEXXZ,1402,3,1,unrecovered,,,2,exact,exact,void (__thiscall ?calculate_dimensions@MapWin@@QAEXXZ)(MapWin* this)
921,P3,3121,0x00467DE0,?draw_base_names@MapWin@@QAEXXZ,2816,2,11,unrecovered,,,2,exact,exact,void (__thiscall ?draw_base_names@MapWin@@QAEXXZ)(MapWin* this)
922,P3,3121,0x00468CD0,?compute_clip@MapWin@@QAEHHHHPAURECT@@@Z,701,3,1,unrecovered,,,2,exact,exact,"int (__thiscall ?compute_clip@MapWin@@QAEHHHHPAURECT@@@Z)(MapWin* this, int, int, int, RECT*)"
923,P3,3121,0x004717A0,?clear@MessageWin@@QAEXXZ,196,3,1,unrecovered,,,2,exact,exact,void (__thiscall ?clear@MessageWin@@QAEXXZ)(MessageWin* this)
924,P3,3121,0x00480370,?draw_player_names@NetWin@@QAEXXZ,1410,1,21,unrecovered,,,2,exact,exact,void (__thiscall ?draw_player_names@NetWin@@QAEXXZ)(NetWin* this)
925,P3,3121,0x0048D840,?init@PrefWin@@QAEXXZ,8629,1,21,unrecovered,,,2,exact,exact,void (__thiscall ?init@PrefWin@@QAEXXZ)(PrefWin* this)
926,P3,3121,0x004BC5A0,?iface_rect@TutWin@@QAEXPAURECT@@PAH1@Z,67,3,1,unrecovered,,,2,exact,exact,"void (__thiscall ?iface_rect@TutWin@@QAEXPAURECT@@PAH1@Z)(TutWin* this, RECT*, int*, int*)"
927,P3,3121,0x004BDEA0,?draw_arrow@TutWin@@QAEXXZ,118,3,1,unrecovered,,,2,exact,exact,void (__thiscall ?draw_arrow@TutWin@@QAEXXZ)(TutWin* this)
928,P3,3121,0x004C3950,?set_detail_map@WorldWin@@QAEXXZ,58,3,1,unrecovered,,,2,exact,exact,void (__thiscall ?set_detail_map@WorldWin@@QAEXXZ)(WorldWin* this)
929,P3,3121,0x004C6CE0,?load@Wave@@QAEHXZ,204,3,1,unrecovered,,,2,exact,exact,int (__thiscall ?load@Wave@@QAEHXZ)(Wave* this)
930,P3,3121,0x004DADA0,?do_check@DipEdit@@QAEXXZ,721,3,1,unrecovered,,,2,exact,exact,void (__thiscall ?do_check@DipEdit@@QAEXXZ)(DipEdit* this)
931,P3,3121,0x00500B60,?planet_busting@@YAHHHH@Z,1371,1,21,unrecovered,,,2,exact,exact,"int (__cdecl ?planet_busting@@YAHHHH@Z)(int vehID, int xCoord, int yCoord)"
932,P3,3121,0x00511BB0,?give_hints@Console@@QAEXXZ,8149,1,21,unrecovered,,,2,exact,exact,void (__thiscall ?give_hints@Console@@QAEXXZ)(Console* this)
933,P3,3121,0x00513B90,?veh_turn@Console@@QAEHXZ,1065,1,21,unrecovered,,,2,exact,exact,int (__thiscall ?veh_turn@Console@@QAEHXZ)(Console* this)
934,P3,3121,0x0058F450,?game_reload@@YAHHH@Z,151,2,11,unrecovered,,,2,exact,exact,"int (__cdecl ?game_reload@@YAHHH@Z)(int, BOOL tglAllRules)"
935,P3,3121,0x005D8370,?draw@Buffer@@QAEHPAVBuffer@@HHH@Z,327,3,1,unrecovered,,,2,exact,exact,"int (__thiscall ?draw@Buffer@@QAEHPAVBuffer@@HHH@Z)(Buffer* this, Buffer*, int, int horiz_pos, int vert_pos)"
936,P3,3121,0x005DDF60,?wrap_flying@Buffer@@QAEHPADHHH@Z,70,3,1,unrecovered,,,2,exact,exact,"int (__thiscall ?wrap_flying@Buffer@@QAEHPADHHH@Z)(Buffer* this, int8*, int, int, int)"
937,P3,3121,0x005EE030,?set_vert_pos@Win@@QAEXH@Z,23,3,1,unrecovered,,,2,exact,exact,"void (__thiscall ?set_vert_pos@Win@@QAEXH@Z)(Win* this, int)"
938,P3,3121,0x005EE070,?set_horz_pos@Win@@QAEXH@Z,23,3,1,unrecovered,,,2,exact,exact,"void (__thiscall ?set_horz_pos@Win@@QAEXH@Z)(Win* this, int)"
