rank,priority,score,address,name,size,caller_count,call_target_count,recovery_state,binding_category,binding_strategy,analysis_entry_agreement,ida9_relation,ghidra_relation,prototype
2084,P3,1021,0x005EE750,?left_down_event@Win@@QAEXHHH@Z,178,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?left_down_event@Win@@QAEXHHH@Z)(Win* this, int, int, int)"
2085,P3,1021,0x005EF050,?client_to_nonclient@Win@@QAEXPAURECT@@@Z,189,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?client_to_nonclient@Win@@QAEXPAURECT@@@Z)(Win* this, RECT*)"
2086,P3,1021,0x005F0580,?set_caption_height@Win@@QAEXH@Z,61,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_caption_height@Win@@QAEXH@Z)(Win* this, int)"
2087,P3,1021,0x005F05D0,?set_border_thickness@Win@@QAEXH@Z,61,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_border_thickness@Win@@QAEXH@Z)(Win* this, int thickness)"
2088,P3,1021,0x005F0610,?set_bottom_border_thickness@Win@@QAEXH@Z,61,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_bottom_border_thickness@Win@@QAEXH@Z)(Win* this, int thickness)"
2089,P3,1021,0x005F2700,?do_caption_buttons@Win@@QAEXXZ,83,1,0,unrecovered,,,2,exact,exact,void (__thiscall ?do_caption_buttons@Win@@QAEXXZ)(Win* this)
2090,P3,1021,0x005F4C30,?redraw_nc_buffer@Win@@QAEHH@Z,82,1,0,unrecovered,,,2,exact,exact,"int (__thiscall ?redraw_nc_buffer@Win@@QAEHH@Z)(Win* this, int)"
2091,P3,1021,0x005F4CA0,?update_nc_buffer@Win@@QAEXH@Z,18,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?update_nc_buffer@Win@@QAEXH@Z)(Win* this, int)"
2092,P3,1021,0x005F6320,?on_mouse_move@Win@@QAEXHHIH@Z,155,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_move@Win@@QAEXHHIH@Z)(Win* this, int, int, unsigned int, int)"
2093,P3,1021,0x005FF280,?UNK7@Palette@@QAEHHHHHHH@Z,491,1,0,unrecovered,,,2,exact,exact,"int (__thiscall ?UNK7@Palette@@QAEHHHHHHH@Z)(Palette* this, int, int, int, int, int, int)"
2094,P3,1021,0x00600270,?stop@MCIVideo@@QAEXXZ,123,1,0,unrecovered,,,2,exact,exact,void (__thiscall ?stop@MCIVideo@@QAEXXZ)(MCIVideo* this)
2095,P3,1021,0x00600320,?is_playing@MCIVideo@@QAEHXZ,6,1,0,unrecovered,,,2,exact,exact,int (__thiscall ?is_playing@MCIVideo@@QAEHXZ)(MCIVideo* this)
2096,P3,1021,0x00601BD0,?read_check@BasePop@@QAEXXZ,17,1,0,unrecovered,,,2,exact,exact,void (__thiscall ?read_check@BasePop@@QAEXXZ)(BasePop* this)
2097,P3,1021,0x00605180,?UNK3@BasePop@@QAEXH@Z,27,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?UNK3@BasePop@@QAEXH@Z)(BasePop* this, int)"
2098,P3,1021,0x0060C7C0,?on_dialog_focus@ListBox@@QAEXH@Z,3,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_dialog_focus@ListBox@@QAEXH@Z)(ListBox* this, int)"
2099,P3,1021,0x0060CE10,?on_mouse_leave@ListBox@@QAEXHH@Z,40,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_leave@ListBox@@QAEXHH@Z)(ListBox* this, int, int)"
2100,P3,1021,0x0060E300,?on_dialog_focus@RadioButton@@QAEXH@Z,23,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_dialog_focus@RadioButton@@QAEXH@Z)(RadioButton* this, int)"
2101,P3,1021,0x0060E4A0,?on_mouse_leave@RadioButton@@QAEXHH@Z,40,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_leave@RadioButton@@QAEXHH@Z)(RadioButton* this, int, int)"
2102,P3,1021,0x0060EA10,?flip_state_id@CheckBox@@QAEXH@Z,312,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?flip_state_id@CheckBox@@QAEXH@Z)(CheckBox* this, int)"
2103,P3,1021,0x0060ECE0,?set_state_flag@CheckBox@@QAEXJ@Z,35,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_state_flag@CheckBox@@QAEXJ@Z)(CheckBox* this, int)"
2104,P3,1021,0x0060FA80,?on_left_double_click@CheckBox@@QAEXHH@Z,45,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_double_click@CheckBox@@QAEXHH@Z)(CheckBox* this, int, int)"
2105,P3,1021,0x0060FB90,?on_dialog_focus@CheckBox@@QAEXH@Z,23,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_dialog_focus@CheckBox@@QAEXH@Z)(CheckBox* this, int)"
2106,P3,1021,0x0060FBB0,?on_mouse_move@CheckBox@@QAEXHH@Z,123,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_move@CheckBox@@QAEXHH@Z)(CheckBox* this, int, int)"
2107,P3,1021,0x0060FC30,?on_mouse_leave@CheckBox@@QAEXHH@Z,40,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_leave@CheckBox@@QAEXHH@Z)(CheckBox* this, int, int)"
2108,P3,1021,0x00611040,?on_mouse_move@SpriteBox@@QAEXHH@Z,3,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_move@SpriteBox@@QAEXHH@Z)(SpriteBox* this, int, int)"
2109,P3,1021,0x00611050,?on_mouse_leave@SpriteBox@@QAEXHH@Z,3,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_leave@SpriteBox@@QAEXHH@Z)(SpriteBox* this, int, int)"
2110,P3,1021,0x006115E0,?on_dialog_focus@SpriteBox@@QAEXH@Z,32,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_dialog_focus@SpriteBox@@QAEXH@Z)(SpriteBox* this, int)"
2111,P3,1021,0x00612060,?get_text@EditGroup@@QAEPADH@Z,25,1,0,unrecovered,,,2,exact,exact,"int8* (__thiscall ?get_text@EditGroup@@QAEPADH@Z)(EditGroup* this, int)"
2112,P3,1021,0x006120B0,?set_text_limits@EditGroup@@QAEXH@Z,19,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_text_limits@EditGroup@@QAEXH@Z)(EditGroup* this, int)"
2113,P3,1021,0x00612670,?on_dialog_focus@EditGroup@@QAEXH@Z,70,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_dialog_focus@EditGroup@@QAEXH@Z)(EditGroup* this, int)"
2114,P3,1021,0x006132A0,?calculate_dimensions@Dialogs@@QAEHXZ,88,1,0,unrecovered,,,2,exact,exact,int (__thiscall ?calculate_dimensions@Dialogs@@QAEHXZ)(Dialogs* this)
2115,P3,1021,0x006252A0,??0TextureStore@@QAE@XZ,16,1,0,unrecovered,,,2,exact,exact,void (__thiscall ??0TextureStore@@QAE@XZ)(TextureStore* this)
2116,P3,1021,0x00625310,??1ImageButton@@QAE@XZ,21,1,0,unrecovered,,,2,exact,exact,void (__thiscall ??1ImageButton@@QAE@XZ)(ImageButton* this)
2117,P3,1021,0x0062BA80,??0AutoSound@@QAE@XZ,360,1,0,unrecovered,,,2,exact,exact,void (__thiscall ??0AutoSound@@QAE@XZ)(AutoSound* this)
2118,P3,1021,0x0062DF20,?start_voice@Net@@QAEHK@Z,78,1,0,unrecovered,,,2,exact,exact,"int (__thiscall ?start_voice@Net@@QAEHK@Z)(Net* this, unsigned int)"
2119,P3,1021,0x0062DF70,?start_voice@Net@@QAEHJ@Z,78,1,0,unrecovered,,,2,exact,exact,"int (__thiscall ?start_voice@Net@@QAEHJ@Z)(Net* this, int)"
2120,P3,1021,0x0062EDB0,?delete_group@Net@@QAEXH@Z,23,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?delete_group@Net@@QAEXH@Z)(Net* this, int)"
2121,P3,1021,0x0062EDD0,?add_to_group@Net@@QAEHJK@Z,42,1,0,unrecovered,,,2,exact,exact,"int (__thiscall ?add_to_group@Net@@QAEHJK@Z)(Net* this, int, unsigned int)"
2122,P3,1021,0x00632300,?set_polling@Net@@QAEXH@Z,65,1,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_polling@Net@@QAEXH@Z)(Net* this, int)"
2123,P3,1021,0x006337A0,?close@CheckButton@@QAEXXZ,54,1,0,unrecovered,,,2,exact,exact,void (__thiscall ?close@CheckButton@@QAEXXZ)(CheckButton* this)
2124,P3,1021,0x006339C0,??0NetFifo@@QAE@XZ,27,1,0,unrecovered,,,2,exact,exact,void (__thiscall ??0NetFifo@@QAE@XZ)(NetFifo* this)
2125,P3,1020,0x00401B80,sub_401b80,88,1,0,unrecovered,,,2,exact,exact,
2126,P3,1020,0x00401C80,SessionStruct::SessionStruct,88,1,0,unrecovered,,,2,exact,exact,
2127,P3,1020,0x00401CE0,SessionStruct::close,153,1,0,unrecovered,,,2,exact,exact,
2128,P3,1020,0x00402310,sub_402310,15,1,0,unrecovered,,,2,exact,exact,
2129,P3,1020,0x004023A0,sub_4023a0,365,1,0,unrecovered,,,2,exact,entry_range,
2130,P3,1020,0x00402D10,sub_402d10,108,1,0,unrecovered,,,2,exact,exact,
2131,P3,1020,0x00402EE0,sub_402ee0,40,1,0,unrecovered,,,2,exact,exact,
2132,P3,1020,0x004243D0,?clear_council_notify@@YAXH@Z,24,1,0,unrecovered,,,2,exact,exact,
2133,P3,1020,0x004243F0,?clear_council_notify@@YAXXZ,29,1,0,unrecovered,,,2,exact,exact,
2134,P3,1020,0x00440F80,?clear_hotseat_chat@@YAXXZ,179,1,0,unrecovered,,,2,exact,exact,
2135,P3,1020,0x00441250,?clear_all_offers@@YAXXZ,70,1,0,unrecovered,,,2,exact,exact,
2136,P3,1020,0x0044AF70,sub_44af70,29,1,0,unrecovered,,,2,exact,exact,
2137,P3,1020,0x0044CB40,sub_44cb40,22,1,0,unrecovered,,,2,exact,exact,
2138,P3,1020,0x00462190,?alt_get_ocean_detail@@YAHHHHH@Z,1289,1,0,unrecovered,,,2,exact,exact,
2139,P3,1020,0x004C5FE0,?get_sound_version@@YAHXZ,18,1,0,unrecovered,,,2,exact,exact,
2140,P3,1020,0x004F8110,?base_claimed@@YAHHHHHHH@Z,133,1,0,unrecovered,,,2,exact,exact,
2141,P3,1020,0x0051DCC0,sub_51dcc0,54,1,0,unrecovered,,,2,exact,exact,
2142,P3,1020,0x0051E3C0,?clear_all_player_messages@@YAXXZ,185,1,0,unrecovered,,,2,exact,exact,
2143,P3,1020,0x0051F2C0,?wait_2@@YAXXZ,24,1,0,unrecovered,,,2,exact,exact,
2144,P3,1020,0x00559210,sub_559210,17,1,0,unrecovered,,,2,exact,exact,
2145,P3,1020,0x0057DF30,sub_57df30,130,1,0,unrecovered,,,2,exact,exact,
2146,P3,1020,0x0057DFC0,?is_bunged@@YA_NHHHHHH@Z,119,1,0,unrecovered,,,2,exact,exact,
2147,P3,1020,0x005CA230,sub_5ca230,216,1,0,unrecovered,,,2,exact,exact,
2148,P3,1020,0x005CB610,sub_5cb610,66,1,0,unrecovered,,,2,exact,exact,
2149,P3,1020,0x005CB660,sub_5cb660,95,1,0,unrecovered,,,2,exact,exact,
2150,P3,1020,0x005CBC00,sub_5cbc00,554,1,0,unrecovered,,,2,exact,exact,
2151,P3,1020,0x005CC2B0,sub_5cc2b0,380,1,0,unrecovered,,,2,exact,exact,
2152,P3,1020,0x005CC430,sub_5cc430,27,1,0,unrecovered,,,2,exact,exact,
2153,P3,1020,0x005CC860,sub_5cc860,213,1,0,unrecovered,,,2,exact,exact,
2154,P3,1020,0x005CD3B0,sub_5cd3b0,422,1,0,unrecovered,,,2,exact,exact,
2155,P3,1020,0x005CD560,sub_5cd560,493,1,0,unrecovered,,,2,exact,exact,
2156,P3,1020,0x005CD750,sub_5cd750,373,1,0,unrecovered,,,2,exact,exact,
2157,P3,1020,0x005CDAD0,sub_5cdad0,179,1,0,unrecovered,,,2,exact,exact,
2158,P3,1020,0x005CDB90,sub_5cdb90,380,1,0,unrecovered,,,2,exact,exact,
2159,P3,1020,0x005CDD10,sub_5cdd10,643,1,0,unrecovered,,,2,exact,exact,
2160,P3,1020,0x005CE6E3,sub_5ce6e3,375,1,0,unrecovered,,,2,exact,exact,
2161,P3,1020,0x005CE85C,sub_5ce85c,429,1,0,unrecovered,,,2,exact,exact,
2162,P3,1020,0x005CEB12,sub_5ceb12,523,1,0,unrecovered,,,2,exact,exact,
2163,P3,1020,0x005CED1D,sub_5ced1d,355,1,0,unrecovered,,,2,exact,exact,
2164,P3,1020,0x005CEE80,sub_5cee80,266,1,0,unrecovered,,,2,exact,exact,
2165,P3,1020,0x005CF120,sub_5cf120,36,1,0,unrecovered,,,2,exact,exact,
2166,P3,1020,0x005D1B88,sub_5d1b88,1199,1,0,unrecovered,,,2,exact,exact,
2167,P3,1020,0x005D2037,sub_5d2037,1279,1,0,unrecovered,,,2,exact,exact,
2168,P3,1020,0x005D2536,sub_5d2536,487,1,0,unrecovered,,,2,exact,exact,
2169,P3,1020,0x005D271D,sub_5d271d,68,1,0,unrecovered,,,2,exact,exact,
2170,P3,1020,0x005D2761,sub_5d2761,211,1,0,unrecovered,,,2,exact,exact,
2171,P3,1020,0x005D2C0A,sub_5d2c0a,265,1,0,unrecovered,,,2,exact,exact,
2172,P3,1020,0x005D2D20,sub_5d2d20,210,1,0,unrecovered,,,2,exact,exact,
2173,P3,1020,0x005D2E00,sub_5d2e00,110,1,0,unrecovered,,,2,exact,exact,
2174,P3,1020,0x005D3F50,sub_5d3f50,196,1,0,unrecovered,,,2,exact,exact,
2175,P3,1020,0x005D427C,sub_5d427c,291,1,0,unrecovered,,,2,exact,start_only,
2176,P3,1020,0x005D439F,sub_5d439f,169,1,0,unrecovered,,,2,exact,exact,
2177,P3,1020,0x005D4448,sub_5d4448,180,1,0,unrecovered,,,2,exact,start_only,
2178,P3,1020,0x005D4BB0,sub_5d4bb0,145,1,0,unrecovered,,,2,exact,exact,
2179,P3,1020,0x005D6A50,?set_def_nc_sprites@GraphicWin@@QAAXPAUNCSprites@@@Z,106,1,0,unrecovered,,,2,exact,exact,
2180,P3,1020,0x005E3660,sub_5e3660,46,1,0,unrecovered,,,2,exact,exact,
2181,P3,1020,0x005F2670,?OnSetCursor@Win@@QAAHPAXPAXII@Z,6,1,0,unrecovered,,,2,exact,exact,
2182,P3,1020,0x005F8670,sub_5f8670,43,1,0,unrecovered,,,2,exact,exact,
2183,P3,1020,0x005F86A0,sub_5f86a0,31,1,0,unrecovered,,,2,exact,exact,
2184,P3,1020,0x005FAEE0,?set_def_font@Menu@@QAAXPAUFont@@@Z,35,1,0,unrecovered,,,2,exact,entry_range,
2185,P3,1020,0x005FECF0,?close_palette_class@Palette@@QAAXXZ,27,1,0,unrecovered,,,2,exact,exact,
2186,P3,1020,0x00604990,?set_def_string_color_hyper@BasePop@@QAAXHHHH@Z,39,1,0,unrecovered,,,2,exact,exact,
2187,P3,1020,0x006049F0,?set_def_button_color@BasePop@@QAAXHHHH@Z,39,1,0,unrecovered,,,2,exact,exact,
2188,P3,1020,0x00604A20,?set_def_button_color2@BasePop@@QAAXHHHH@Z,39,1,0,unrecovered,,,2,exact,exact,
2189,P3,1020,0x00604A50,?set_def_button_color3@BasePop@@QAAXHHHH@Z,39,1,0,unrecovered,,,2,exact,exact,
2190,P3,1020,0x00604A90,?fallout@BasePop@@QAAXXZ,20,1,0,unrecovered,,,2,exact,exact,
2191,P3,1020,0x006050F0,?set_def_external_window@BasePop@@QAAXPAUGraphicWin@@HHHH@Z,49,1,0,unrecovered,,,2,exact,exact,
2192,P3,1020,0x00609D50,?set_def_dialog_text_color@Dialog@@QAAXHHHHH@Z,60,1,0,unrecovered,,,2,exact,exact,
2193,P3,1020,0x006281E0,sub_6281e0,55,1,0,unrecovered,,,2,exact,exact,
2194,P3,1020,0x00628290,sub_628290,65,1,0,unrecovered,,,2,exact,exact,
2195,P3,1020,0x0062D100,sub_62d100,58,1,0,unrecovered,,,2,exact,exact,
2196,P3,1020,0x0062D390,sub_62d390,6,1,0,unrecovered,,,2,exact,exact,
2197,P3,1020,0x006339A0,?init_class@CheckButton@@QAAHXZ,3,1,0,unrecovered,,,2,exact,exact,
2198,P3,1020,0x006339B0,?close_class@CheckButton@@QAAXXZ,1,1,0,unrecovered,,,2,exact,exact,
2199,P3,1020,0x00638090,Video_unk14,152,1,0,unrecovered,,,2,exact,exact,
2200,P3,1020,0x00638130,Video_unk15,173,1,0,unrecovered,,,2,exact,exact,
2201,P3,1020,0x00639380,nullsub_16,1,1,0,unrecovered,,,2,exact,exact,
2202,P3,1020,0x00639630,sub_639630,100,1,0,unrecovered,,,2,exact,exact,
2203,P3,1020,0x0063AD60,sub_63ad60,178,1,0,unrecovered,,,2,exact,exact,
2204,P3,1020,0x0063AE20,sub_63ae20,178,1,0,unrecovered,,,2,exact,exact,
2205,P3,1020,0x0063B910,?init_cursor_class@Cursor@@QAAXXZ,29,1,0,unrecovered,,,2,exact,exact,
2206,P3,1020,0x0063B930,?close_cursor_class@Cursor@@QAAXXZ,1,1,0,unrecovered,,,2,exact,exact,
2207,P3,1020,0x0063CEF0,sub_63cef0,10,1,0,unrecovered,,,2,exact,exact,
2208,P3,1020,0x0063D420,sub_63d420,47,1,0,unrecovered,,,2,exact,exact,
2209,P3,1020,0x0063D560,sub_63d560,147,1,0,unrecovered,,,2,exact,exact,
2210,P3,1020,0x0063E520,sub_63e520,20,1,0,unrecovered,,,2,exact,exact,
2211,P3,1020,0x0063E860,sub_63e860,238,1,0,unrecovered,,,2,exact,exact,
2212,P3,1020,0x0063F9B0,sub_63f9b0,194,1,0,unrecovered,,,2,exact,exact,
2213,P3,1020,0x00640A80,sub_640a80,302,1,0,unrecovered,,,2,exact,exact,
2214,P3,1020,0x006416F0,sub_6416f0,209,1,0,unrecovered,,,2,exact,exact,
2215,P3,1020,0x006417D0,_gen_bitlen,545,1,0,unrecovered,,,2,exact,exact,
2216,P3,1020,0x00641A70,sub_641a70,231,1,0,unrecovered,,,2,exact,exact,
2217,P3,1020,0x00641DD0,_send_tree,1397,1,0,unrecovered,,,2,exact,exact,
2218,P3,1020,0x00642480,_compress_block,1083,1,0,unrecovered,,,2,exact,exact,
2219,P3,1020,0x006428C0,sub_6428c0,116,1,0,unrecovered,,,2,exact,exact,
2220,P3,1020,0x00642960,sub_642960,139,1,0,unrecovered,,,2,exact,exact,
2221,P3,1020,0x00644140,sub_644140,57,1,0,unrecovered,,,2,exact,exact,
2222,P3,1020,0x00644A70,_inflate_fast,834,1,0,unrecovered,,,2,exact,exact,
2223,P3,1020,0x006646FB,sub_6646fb,232,1,0,unrecovered,,,2,exact,exact,
2224,P3,1020,0x00664D51,sub_664d51,242,1,0,unrecovered,,,2,exact,exact,
2225,P3,1020,0x0066554B,sub_66554b,232,1,0,unrecovered,,,2,exact,exact,
2226,P3,1020,0x00665BA1,sub_665ba1,242,1,0,unrecovered,,,2,exact,exact,
2227,P3,1020,0x0066638F,sub_66638f,168,1,0,unrecovered,,,2,exact,exact,
2228,P3,1020,0x00666989,sub_666989,244,1,0,unrecovered,,,2,exact,exact,
2229,P3,1020,0x00667A6F,sub_667a6f,168,1,0,unrecovered,,,2,exact,exact,
2230,P3,1020,0x00668069,sub_668069,244,1,0,unrecovered,,,2,exact,exact,
2231,P3,1011,0x00510A60,?prev_cursor@Console@@QAEXXZ,272,0,10,unrecovered,,,1,missing,start_only,void (__thiscall ?prev_cursor@Console@@QAEXXZ)(Console* this)
2232,P3,1011,0x005E4ADA,?UNK1@Sprite@@QAEHHHHHHHH@Z,5,1,0,unrecovered,,,1,exact,missing,"int (__thiscall ?UNK1@Sprite@@QAEHHHHHHHH@Z)(Sprite* this, int, int, int, int, int, int, int)"
2233,P3,1011,0x005E4AEA,?UNK2@Sprite@@QAEHHHHHH@Z,5,1,0,unrecovered,,,1,exact,missing,"int (__thiscall ?UNK2@Sprite@@QAEHHHHHH@Z)(Sprite* this, int, int, int, int, int)"
2234,P3,1011,0x005F8C90,?UNK2@PullDown@@QAEHH@Z,8,1,0,unrecovered,,,1,exact,missing,"int (__thiscall ?UNK2@PullDown@@QAEHH@Z)(PullDown* this, int)"
2235,P3,1011,0x005F8CA0,?UNK3@PullDown@@QAEHHHH@Z,8,1,0,unrecovered,,,1,exact,missing,"int (__thiscall ?UNK3@PullDown@@QAEHHHH@Z)(PullDown* this, int, int, int)"
2236,P3,1011,0x005F9D00,?id_to_index@PullDown@@QAEHH@Z,40,1,0,unrecovered,,,1,exact,missing,"int (__thiscall ?id_to_index@PullDown@@QAEHH@Z)(PullDown* this, int)"
2237,P3,1011,0x005FBF00,?on_key_click@Menu@@QAEHHH@Z,799,0,10,unrecovered,,,1,exact,missing,"int (__thiscall ?on_key_click@Menu@@QAEHHH@Z)(Menu* this, int, int)"
2238,P3,1011,0x00615270,?on_redraw@EditBox@@QAEXXZ,951,0,10,unrecovered,,,1,exact,missing,void (__thiscall ?on_redraw@EditBox@@QAEXXZ)(EditBox* this)
2239,P3,1010,0x00589560,sub_589560,488,0,10,unrecovered,,,1,missing,exact,
2240,P3,1010,0x005D7A10,sub_5d7a10,31,1,0,unrecovered,,,1,exact,missing,
2241,P3,921,0x00405C80,?on_draw_background@Popup@@QAEHXZ,1489,0,9,unrecovered,,,2,exact,exact,int (__thiscall ?on_draw_background@Popup@@QAEHXZ)(Popup* this)
2242,P3,921,0x00440380,?on_status@DiploPop@@QAEXH@Z,308,0,9,unrecovered,,,2,exact,exact,"void (__thiscall ?on_status@DiploPop@@QAEXH@Z)(DiploPop* this, int)"
2243,P3,921,0x0046ED30,?on_left_down@MapWin@@QAEXHH@Z,689,0,9,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_down@MapWin@@QAEXHH@Z)(MapWin* this, int, int)"
2244,P3,921,0x00477F30,?on_left_click@MultiWin@@QAEXHH@Z,536,0,9,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_click@MultiWin@@QAEXHH@Z)(MultiWin* this, int xCoord, int yCoord)"
2245,P3,921,0x00497F00,?on_right_click@ReportWin@@QAEXHH@Z,495,0,9,unrecovered,,,2,exact,exact,"void (__thiscall ?on_right_click@ReportWin@@QAEXHH@Z)(ReportWin* this, int xCoord, int yCoord)"
2246,P3,921,0x00538B60,??1AlphaNet@@QAE@XZ,606,0,9,unrecovered,,,2,exact,entry_range,void (__thiscall ??1AlphaNet@@QAE@XZ)(AlphaNet* this)
2247,P3,921,0x00538D10,??1NetDaemon@@QAE@XZ,606,0,9,unrecovered,,,2,exact,entry_range,void (__thiscall ??1NetDaemon@@QAE@XZ)(NetDaemon* this)
2248,P3,920,0x00630D70,sub_630d70,792,0,9,unrecovered,,,2,exact,entry_range,
2249,P3,911,0x00516DA0,?governor_directives@Console@@QAEXXZ,659,0,9,unrecovered,,,1,missing,exact,void (__thiscall ?governor_directives@Console@@QAEXXZ)(Console* this)
2250,P3,911,0x006279C0,?pop_ask_number@@YAHPADHP6AHXZ@Z,203,0,9,unrecovered,,,1,exact,missing,"int (__cdecl ?pop_ask_number@@YAHPADHP6AHXZ@Z)(int8* sectionID, int, int (__cdecl *)())"
2251,P3,911,0x00627A90,?pop_ask_number@@YAHPADPADP6AHXZ@Z,200,0,9,unrecovered,,,1,exact,missing,"int (__cdecl ?pop_ask_number@@YAHPADPADP6AHXZ@Z)(int8* srcFileID, int8* sectionID, int (__cdecl *)())"
2252,P3,911,0x00627B60,?pop_ask_number@@YAHPADP6AHXZ@Z,200,0,9,unrecovered,,,1,exact,missing,"int (__cdecl ?pop_ask_number@@YAHPADP6AHXZ@Z)(int8* sectionID, int (__cdecl *)())"
2253,P3,910,0x0063BF10,sub_63bf10,1071,0,9,unrecovered,,,1,exact,missing,
2254,P3,821,0x0046F8C0,?on_button_clicked@MapWin@@QAEXH@Z,294,0,8,unrecovered,,,2,exact,exact,"void (__thiscall ?on_button_clicked@MapWin@@QAEXH@Z)(MapWin* this, int)"
2255,P3,821,0x00483310,?on_key_down@NetWin@@QAEHH@Z,260,0,8,unrecovered,,,2,exact,exact,"int (__thiscall ?on_key_down@NetWin@@QAEHH@Z)(NetWin* this, int)"
2256,P3,821,0x004ACDA0,??1ReportIf@@QAE@XZ,1520,0,8,unrecovered,,,2,exact,entry_range,void (__thiscall ??1ReportIf@@QAE@XZ)(ReportIf* this)
2257,P3,821,0x005C9420,?on_redraw@Gamma@@QAEXXZ,253,0,8,unrecovered,,,2,exact,exact,void (__thiscall ?on_redraw@Gamma@@QAEXXZ)(Gamma* this)
2258,P3,821,0x005C9920,?on_redraw@MultiDebug@@QAEXXZ,1241,0,8,unrecovered,,,2,exact,exact,void (__thiscall ?on_redraw@MultiDebug@@QAEXXZ)(MultiDebug* this)
2259,P3,820,0x0048CF50,?veh_sprite_click@@YAHH@Z,182,0,8,unrecovered,,,2,exact,exact,
2260,P3,820,0x0048D010,?veh_sprite_double_click@@YAHH@Z,189,0,8,unrecovered,,,2,exact,exact,
2261,P3,820,0x00524460,Demo__init,859,0,8,unrecovered,,,2,exact,entry_range,
2262,P3,811,0x005D5CF0,?on_paint@GraphicWin@@QAEHPAURECT@@@Z,1306,0,8,unrecovered,,,1,exact,missing,"int (__thiscall ?on_paint@GraphicWin@@QAEHPAURECT@@@Z)(GraphicWin* this, RECT*)"
2263,P3,811,0x0062C110,?on_redraw@PushButton@@QAEXXZ,1821,0,8,unrecovered,,,1,exact,missing,void (__thiscall ?on_redraw@PushButton@@QAEXXZ)(PushButton* this)
2264,P3,810,0x005BDE20,tech_wizard_unk1,728,0,8,unrecovered,,,1,missing,exact,
2265,P3,810,0x005D9FB0,sub_5d9fb0,888,0,8,unrecovered,,,1,exact,missing,
2266,P3,801,0x00514990,?quit_game@Console@@QAEXXZ,412,0,8,unrecovered,,,0,missing,missing,void (__thiscall ?quit_game@Console@@QAEXXZ)(Console* this)
2267,P3,801,0x00514D30,?new_game@Console@@QAEXXZ,434,0,8,unrecovered,,,0,missing,missing,void (__thiscall ?new_game@Console@@QAEXXZ)(Console* this)
2268,P3,800,0x00588800,sub_588800,222,0,8,unrecovered,,,0,missing,missing,
2269,P3,800,0x005D5B80,sub_5d5b80,206,0,8,unrecovered,,,0,missing,missing,
2270,P3,721,0x00403340,?on_redraw@AlphaMenu@@QAEXXZ,516,0,7,unrecovered,,,2,exact,exact,void (__thiscall ?on_redraw@AlphaMenu@@QAEXXZ)(AlphaMenu* this)
2271,P3,721,0x00404920,?show@Popup@@QAEXH@Z,348,0,7,unrecovered,,,2,exact,exact,"void (__thiscall ?show@Popup@@QAEXH@Z)(Popup* this, int)"
2272,P3,721,0x0041E3E0,?on_iface_mouse_leave@BaseWin@@QAEXHH@Z,224,0,7,unrecovered,,,2,exact,exact,"void (__thiscall ?on_iface_mouse_leave@BaseWin@@QAEXHH@Z)(BaseWin* this, int, int)"
