address,end_address,size,body_ranges,name,binary_kind,recovery_state,ida9_relation,ida9_address,ida9_end_address,ida9_size,ida9_body_ranges,ida9_name,ghidra_relation,ghidra_address,ghidra_end_address,ghidra_size,ghidra_body_ranges,ghidra_name
0x00628AD0,0x00628AEC,28,0x00628AD0-0x00628AEC,?fixed_div@@YAHJJ@Z,game,source_complete,exact,0x00628AD0,0x00628AEC,28,0x00628AD0-0x00628AEC,sub_628AD0,exact,0x00628AD0,0x00628AEC,28,0x00628AD0-0x00628AEC,FUN_00628ad0
0x00628AF0,0x00628B23,51,0x00628AF0-0x00628B23,?memrchr@@YAHPBX0H@Z,game,source_complete,exact,0x00628AF0,0x00628B23,51,0x00628AF0-0x00628B23,sub_628AF0,exact,0x00628AF0,0x00628B23,51,0x00628AF0-0x00628B23,FUN_00628af0
0x00628B30,0x00628B69,57,0x00628B30-0x00628B69,?findnum@@YAHPAD@Z,game,source_complete,exact,0x00628B30,0x00628B69,57,0x00628B30-0x00628B69,sub_628B30,exact,0x00628B30,0x00628B69,57,0x00628B30-0x00628B69,FUN_00628b30
0x00628B70,0x00628D92,546,0x00628B70-0x00628D92,?HSV_to_RGB@@YAXPAUHSV@@PAUPALETTEENTRY@@@Z,game,unrecovered,missing,,,,,,exact,0x00628B70,0x00628D92,546,0x00628B70-0x00628D92,FUN_00628b70
0x00628DB0,0x00628F27,375,0x00628DB0-0x00628F27,?RGB_to_HSV@@YAXPAUPALETTEENTRY@@PAUHSV@@@Z,game,unrecovered,exact,0x00628DB0,0x00628F27,375,0x00628DB0-0x00628F27,sub_628DB0,exact,0x00628DB0,0x00628F27,375,0x00628DB0-0x00628F27,FUN_00628db0
0x00628F30,0x006290E0,432,0x00628F30-0x006290E0,sub_628f30,game,unrecovered,exact,0x00628F30,0x006290E0,432,0x00628F30-0x006290E0,sub_628F30,exact,0x00628F30,0x006290E0,432,0x00628F30-0x006290E0,FUN_00628f30
0x006290E0,0x00629109,41,0x006290E0-0x00629109,?quick_root@@YAHH@Z,game,source_complete,exact,0x006290E0,0x00629109,41,0x006290E0-0x00629109,sub_6290E0,exact,0x006290E0,0x00629109,41,0x006290E0-0x00629109,FUN_006290e0
0x00629110,0x00629208,266,0x00629110-0x00629208;0x00663300-0x00663312,??0StringBox@@QAE@XZ,game,unrecovered,exact,0x00629110,0x00629208,266,0x00629110-0x00629208;0x00663300-0x00663312,sub_629110,entry_range,0x00629110,0x00629208,248,0x00629110-0x00629208,FUN_00629110
0x00629210,0x006292C9,185,0x00629210-0x006292C9,?close@StringBox@@QAEXXZ,game,unrecovered,exact,0x00629210,0x006292C9,185,0x00629210-0x006292C9,sub_629210,exact,0x00629210,0x006292C9,185,0x00629210-0x006292C9,FUN_00629210
0x006292D0,0x00629486,438,0x006292D0-0x00629486,?init@StringBox@@QAEXHHHHPAUWin@@PAUStringList@@H@Z,game,unrecovered,exact,0x006292D0,0x00629486,438,0x006292D0-0x00629486,sub_6292D0,exact,0x006292D0,0x00629486,438,0x006292D0-0x00629486,FUN_006292d0
0x00629490,0x00629703,627,0x00629490-0x00629703,?add_fixup@StringBox@@QAEXXZ,game,original_dependency,exact,0x00629490,0x00629703,627,0x00629490-0x00629703,sub_629490,exact,0x00629490,0x00629703,627,0x00629490-0x00629703,FUN_00629490
0x00629710,0x00629749,57,0x00629710-0x00629749,?add@StringBox@@QAEXPADHH@Z,game,source_complete,exact,0x00629710,0x00629749,57,0x00629710-0x00629749,sub_629710,exact,0x00629710,0x00629749,57,0x00629710-0x00629749,FUN_00629710
0x00629750,0x00629774,36,0x00629750-0x00629774,?add_special@StringBox@@QAEXPAD@Z,game,unrecovered,exact,0x00629750,0x00629774,36,0x00629750-0x00629774,sub_629750,exact,0x00629750,0x00629774,36,0x00629750-0x00629774,FUN_00629750
0x00629780,0x006298A4,292,0x00629780-0x006298A4,?clear@StringBox@@QAEXXZ,game,unrecovered,exact,0x00629780,0x006298A4,292,0x00629780-0x006298A4,sub_629780,exact,0x00629780,0x006298A4,292,0x00629780-0x006298A4,FUN_00629780
0x006298B0,0x0062997B,203,0x006298B0-0x0062997B,?UNK1@StringBox@@QAEXH@Z,game,unrecovered,exact,0x006298B0,0x0062997B,203,0x006298B0-0x0062997B,sub_6298B0,missing,,,,,
0x00629980,0x00629A63,227,0x00629980-0x00629A63,?UNK2@StringBox@@QAEXHH@Z,game,unrecovered,exact,0x00629980,0x00629A63,227,0x00629980-0x00629A63,sub_629980,missing,,,,,
0x00629A70,0x00629B69,249,0x00629A70-0x00629B69,?clip_ids@StringBox@@QAEXK@Z,game,unrecovered,exact,0x00629A70,0x00629B69,249,0x00629A70-0x00629B69,sub_629A70,exact,0x00629A70,0x00629B69,249,0x00629A70-0x00629B69,FUN_00629a70
0x00629B70,0x00629D1C,428,0x00629B70-0x00629D1C,?on_redraw@StringBox@@QAEXXZ,game,unrecovered,exact,0x00629B70,0x00629D1C,428,0x00629B70-0x00629D1C,sub_629B70,missing,,,,,
0x00629D20,0x00629D35,21,0x00629D20-0x00629D35,?on_scrolled@StringBox@@QAEXHH@Z,game,unrecovered,exact,0x00629D20,0x00629D35,21,0x00629D20-0x00629D35,sub_629D20,missing,,,,,
0x00629D40,0x00629D55,21,0x00629D40-0x00629D55,?on_scrolling@StringBox@@QAEXHH@Z,game,unrecovered,exact,0x00629D40,0x00629D55,21,0x00629D40-0x00629D55,sub_629D40,missing,,,,,
0x00629D60,0x00629DE2,151,0x00629D60-0x00629DE2;0x00663320-0x00663335,??0Flic@@QAE@XZ,game,unrecovered,exact,0x00629D60,0x00629DE2,151,0x00629D60-0x00629DE2;0x00663320-0x00663335,sub_629D60,entry_range,0x00629D60,0x00629DE2,130,0x00629D60-0x00629DE2,FUN_00629d60
0x00629DF0,0x00629E44,84,0x00629DF0-0x00629E44,?close@Flic@@QAEXXZ,game,unrecovered,exact,0x00629DF0,0x00629E44,84,0x00629DF0-0x00629E44,sub_629DF0,exact,0x00629DF0,0x00629E44,84,0x00629DF0-0x00629E44,FUN_00629df0
0x00629E50,0x0062A068,536,0x00629E50-0x0062A068,?init@Flic@@QAEHPAUBuffer@@PADHHH@Z,game,unrecovered,exact,0x00629E50,0x0062A068,536,0x00629E50-0x0062A068,sub_629E50,exact,0x00629E50,0x0062A068,536,0x00629E50-0x0062A068,FUN_00629e50
0x0062A070,0x0062A11D,173,0x0062A070-0x0062A11D,?decode_frame@Flic@@QAEHHH@Z,game,unrecovered,exact,0x0062A070,0x0062A11D,173,0x0062A070-0x0062A11D,sub_62A070,exact,0x0062A070,0x0062A11D,173,0x0062A070-0x0062A11D,FUN_0062a070
0x0062A120,0x0062A202,226,0x0062A120-0x0062A202,?UNK1@Flic@@QAEHHH@Z,game,unrecovered,missing,,,,,,exact,0x0062A120,0x0062A202,226,0x0062A120-0x0062A202,FUN_0062a120
0x0062A210,0x0062A27B,107,0x0062A210-0x0062A27B,?UNK2@Flic@@QAEHXZ,game,unrecovered,missing,,,,,,exact,0x0062A210,0x0062A27B,107,0x0062A210-0x0062A27B,FUN_0062a210
0x0062A280,0x0062A2B9,57,0x0062A280-0x0062A2B9,?rewind@Flic@@QAEHXZ,game,unrecovered,exact,0x0062A280,0x0062A2B9,57,0x0062A280-0x0062A2B9,sub_62A280,exact,0x0062A280,0x0062A2B9,57,0x0062A280-0x0062A2B9,FUN_0062a280
0x0062A2C0,0x0062A4FA,570,0x0062A2C0-0x0062A4FA,?UNK3@Flic@@QAEHH@Z,game,unrecovered,exact,0x0062A2C0,0x0062A4FA,570,0x0062A2C0-0x0062A4FA,sub_62A2C0,missing,,,,,
0x0062A500,0x0062A70F,527,0x0062A500-0x0062A70F,?decode_byte_run@Flic@@QAEXXZ,game,unrecovered,exact,0x0062A500,0x0062A70F,527,0x0062A500-0x0062A70F,sub_62A500,exact,0x0062A500,0x0062A70F,527,0x0062A500-0x0062A70F,FUN_0062a500
0x0062A710,0x0062A711,1,0x0062A710-0x0062A711,?UNK4@Flic@@QAEXXZ,game,source_complete,exact,0x0062A710,0x0062A711,1,0x0062A710-0x0062A711,nullsub_244,missing,,,,,
0x0062A720,0x0062AAE7,967,0x0062A720-0x0062AAE7,?decode_delta_flc@Flic@@QAEXXZ,game,unrecovered,exact,0x0062A720,0x0062AAE7,967,0x0062A720-0x0062AAE7,sub_62A720,exact,0x0062A720,0x0062AAE7,967,0x0062A720-0x0062AAE7,FUN_0062a720
0x0062AAF0,0x0062AAF1,1,0x0062AAF0-0x0062AAF1,?UNK5@Flic@@QAEXXZ,game,source_complete,exact,0x0062AAF0,0x0062AAF1,1,0x0062AAF0-0x0062AAF1,nullsub_245,missing,,,,,
0x0062AB00,0x0062AB01,1,0x0062AB00-0x0062AB01,?UNK6@Flic@@QAEXXZ,game,source_complete,exact,0x0062AB00,0x0062AB01,1,0x0062AB00-0x0062AB01,nullsub_246,missing,,,,,
0x0062AB10,0x0062AB72,98,0x0062AB10-0x0062AB72,?fill@Flic@@QAEXXZ,game,unrecovered,missing,,,,,,missing,,,,,
0x0062AB80,0x0062ACB6,310,0x0062AB80-0x0062ACB6,?decode_fli_copy@Flic@@QAEXXZ,game,unrecovered,exact,0x0062AB80,0x0062ACB6,310,0x0062AB80-0x0062ACB6,sub_62AB80,exact,0x0062AB80,0x0062ACB6,310,0x0062AB80-0x0062ACB6,FUN_0062ab80
0x0062ACC0,0x0062ACC1,1,0x0062ACC0-0x0062ACC1,?UNK7@Flic@@QAEXXZ,game,source_complete,exact,0x0062ACC0,0x0062ACC1,1,0x0062ACC0-0x0062ACC1,nullsub_247,missing,,,,,
0x0062ACD0,0x0062AEED,541,0x0062ACD0-0x0062AEED,?decode_chunk@Flic@@QAEXPAUDataChunk@@@Z,game,unrecovered,exact,0x0062ACD0,0x0062AEED,541,0x0062ACD0-0x0062AEED,sub_62ACD0,exact,0x0062ACD0,0x0062AEED,541,0x0062ACD0-0x0062AEED,FUN_0062acd0
0x0062AF40,0x0062B186,582,0x0062AF40-0x0062B186,?decode_byte_run_trans@Flic@@QAEXXZ,game,unrecovered,exact,0x0062AF40,0x0062B186,582,0x0062AF40-0x0062B186,sub_62AF40,exact,0x0062AF40,0x0062B186,582,0x0062AF40-0x0062B186,FUN_0062af40
0x0062B190,0x0062B5ED,1117,0x0062B190-0x0062B5ED,?decode_delta_flc_trans@Flic@@QAEXXZ,game,unrecovered,exact,0x0062B190,0x0062B5ED,1117,0x0062B190-0x0062B5ED,sub_62B190,exact,0x0062B190,0x0062B5ED,1117,0x0062B190-0x0062B5ED,FUN_0062b190
0x0062B5F0,0x0062B5F1,1,0x0062B5F0-0x0062B5F1,?UNK8@Flic@@QAEXXZ,game,source_complete,exact,0x0062B5F0,0x0062B5F1,1,0x0062B5F0-0x0062B5F1,nullsub_248,missing,,,,,
0x0062B600,0x0062B66E,110,0x0062B600-0x0062B66E,?decode_black_trans@Flic@@QAEXXZ,game,unrecovered,missing,,,,,,missing,,,,,
0x0062B670,0x0062B776,262,0x0062B670-0x0062B776,?decode_fli_copy_trans@Flic@@QAEXXZ,game,unrecovered,exact,0x0062B670,0x0062B776,262,0x0062B670-0x0062B776,sub_62B670,exact,0x0062B670,0x0062B776,262,0x0062B670-0x0062B776,FUN_0062b670
0x0062B780,0x0062B7BF,63,0x0062B780-0x0062B7BF,?UNK9@Flic@@QAEXXZ,game,unrecovered,missing,,,,,,missing,,,,,
0x0062B7C0,0x0062B7E4,36,0x0062B7C0-0x0062B7E4,??0ButtonGroup@@QAE@XZ,game,source_complete,exact,0x0062B7C0,0x0062B7E4,36,0x0062B7C0-0x0062B7E4,sub_62B7C0,exact,0x0062B7C0,0x0062B7E4,36,0x0062B7C0-0x0062B7E4,FUN_0062b7c0
0x0062B7F0,0x0062B810,32,0x0062B7F0-0x0062B810,?close@ButtonGroup@@QAEXXZ,game,source_complete,exact,0x0062B7F0,0x0062B810,32,0x0062B7F0-0x0062B810,sub_62B7F0,exact,0x0062B7F0,0x0062B810,32,0x0062B7F0-0x0062B810,FUN_0062b7f0
0x0062B810,0x0062B84C,60,0x0062B810-0x0062B84C,?init@ButtonGroup@@QAEXHH@Z,game,source_complete,exact,0x0062B810,0x0062B84C,60,0x0062B810-0x0062B84C,sub_62B810,exact,0x0062B810,0x0062B84C,60,0x0062B810-0x0062B84C,FUN_0062b810
0x0062B850,0x0062B86C,28,0x0062B850-0x0062B86C,?add@ButtonGroup@@QAEXPAUBaseButton@@@Z,game,source_complete,exact,0x0062B850,0x0062B86C,28,0x0062B850-0x0062B86C,sub_62B850,exact,0x0062B850,0x0062B86C,28,0x0062B850-0x0062B86C,FUN_0062b850
0x0062B870,0x0062B89F,47,0x0062B870-0x0062B89F,?set@ButtonGroup@@QAEHHH@Z,game,source_complete,exact,0x0062B870,0x0062B89F,47,0x0062B870-0x0062B89F,sub_62B870,exact,0x0062B870,0x0062B89F,47,0x0062B870-0x0062B89F,FUN_0062b870
0x0062B8A0,0x0062BA77,471,0x0062B8A0-0x0062BA77,?button_click@ButtonGroup@@QAEHH@Z,game,original_dependency,exact,0x0062B8A0,0x0062BA77,471,0x0062B8A0-0x0062BA77,sub_62B8A0,exact,0x0062B8A0,0x0062BA77,471,0x0062B8A0-0x0062BA77,FUN_0062b8a0
0x0062BA80,0x0062BBE8,360,0x0062BA80-0x0062BBE8,??0AutoSound@@QAE@XZ,game,source_complete,exact,0x0062BA80,0x0062BBE8,360,0x0062BA80-0x0062BBE8,sub_62BA80,exact,0x0062BA80,0x0062BBE8,360,0x0062BA80-0x0062BBE8,FUN_0062ba80
0x0062BBF0,0x0062BD3D,333,0x0062BBF0-0x0062BD3D,?close@AutoSound@@QAEXXZ,game,source_complete,exact,0x0062BBF0,0x0062BD3D,333,0x0062BBF0-0x0062BD3D,sub_62BBF0,exact,0x0062BBF0,0x0062BD3D,333,0x0062BBF0-0x0062BD3D,FUN_0062bbf0
0x0062BD40,0x0062BDC4,132,0x0062BD40-0x0062BDC4,?init@AutoSound@@QAEXXZ,game,source_complete,missing,,,,,,missing,,,,,
0x0062BDD0,0x0062BF1D,333,0x0062BDD0-0x0062BF1D,?close2@AutoSound@@QAEXXZ,game,source_complete,missing,,,,,,missing,,,,,
0x0062BF20,0x0062C00E,238,0x0062BF20-0x0062C00E,??0PushButton@@QAE@XZ,game,unrecovered,exact,0x0062BF20,0x0062C00E,238,0x0062BF20-0x0062C00E,sub_62BF20,exact,0x0062BF20,0x0062C00E,238,0x0062BF20-0x0062C00E,FUN_0062bf20
0x0062C010,0x0062C025,21,0x0062C010-0x0062C025,??1PushButton@@QAE@XZ,game,original_dependency,exact,0x0062C010,0x0062C025,21,0x0062C010-0x0062C025,sub_62C010,exact,0x0062C010,0x0062C025,21,0x0062C010-0x0062C025,FUN_0062c010
0x0062C030,0x0062C10C,220,0x0062C030-0x0062C10C,?close@PushButton@@QAEXXZ,game,unrecovered,exact,0x0062C030,0x0062C10C,220,0x0062C030-0x0062C10C,sub_62C030,exact,0x0062C030,0x0062C10C,220,0x0062C030-0x0062C10C,FUN_0062c030
0x0062C110,0x0062C82D,1821,0x0062C110-0x0062C82D,?on_redraw@PushButton@@QAEXXZ,game,unrecovered,exact,0x0062C110,0x0062C82D,1821,0x0062C110-0x0062C82D,sub_62C110,missing,,,,,
0x0062C830,0x0062C84E,30,0x0062C830-0x0062C84E,??_GPushButton@@UAEPAXI@Z,game,source_complete,missing,,,,,,exact,0x0062C830,0x0062C84E,30,0x0062C830-0x0062C84E,FUN_0062c830
0x0062C850,0x0062C85B,11,0x0062C850-0x0062C85B,??3PushButton@@SAXPAXI@Z,game,source_complete,missing,,,,,,missing,,,,,
0x0062C860,0x0062C8D7,119,0x0062C860-0x0062C8D7,Callback,game,unrecovered,exact,0x0062C860,0x0062C8D7,119,0x0062C860-0x0062C8D7,Callback,missing,,,,,
0x0062C8E0,0x0062CD02,1398,0x0062C8E0-0x0062CD02;0x00663340-0x00663494,sub_62c8e0,game,unrecovered,exact,0x0062C8E0,0x0062CD02,1398,0x0062C8E0-0x0062CD02;0x00663340-0x00663494,sub_62C8E0,missing,,,,,
0x0062CD10,0x0062CD48,56,0x0062CD10-0x0062CD48,sub_62cd10,game,unrecovered,exact,0x0062CD10,0x0062CD48,56,0x0062CD10-0x0062CD48,sub_62CD10,missing,,,,,
0x0062CD50,0x0062D0ED,925,0x0062CD50-0x0062D0ED,sub_62cd50,game,unrecovered,exact,0x0062CD50,0x0062D0ED,925,0x0062CD50-0x0062D0ED,sub_62CD50,missing,,,,,
0x0062D0F0,0x0062D0F8,8,0x0062D0F0-0x0062D0F8,sub_62d0f0,game,unrecovered,missing,,,,,,missing,,,,,
0x0062D100,0x0062D13A,58,0x0062D100-0x0062D13A,sub_62d100,game,unrecovered,exact,0x0062D100,0x0062D13A,58,0x0062D100-0x0062D13A,sub_62D100,exact,0x0062D100,0x0062D13A,58,0x0062D100-0x0062D13A,FUN_0062d100
0x0062D140,0x0062D143,3,0x0062D140-0x0062D143,sub_62d140,game,source_complete,exact,0x0062D140,0x0062D143,3,0x0062D140-0x0062D143,sub_62D140,missing,,,,,
0x0062D150,0x0062D151,1,0x0062D150-0x0062D151,nullsub_253,game,source_complete,exact,0x0062D150,0x0062D151,1,0x0062D150-0x0062D151,nullsub_249,missing,,,,,
0x0062D160,0x0062D191,49,0x0062D160-0x0062D191,sub_62d160,game,unrecovered,missing,,,,,,missing,,,,,
0x0062D1A0,0x0062D1D2,50,0x0062D1A0-0x0062D1D2,sub_62d1a0,game,unrecovered,missing,,,,,,missing,,,,,
0x0062D1E0,0x0062D2B1,209,0x0062D1E0-0x0062D2B1,sub_62d1e0,game,unrecovered,exact,0x0062D1E0,0x0062D2B1,209,0x0062D1E0-0x0062D2B1,sub_62D1E0,missing,,,,,
0x0062D2C0,0x0062D38E,206,0x0062D2C0-0x0062D38E,sub_62d2c0,game,unrecovered,exact,0x0062D2C0,0x0062D38E,206,0x0062D2C0-0x0062D38E,sub_62D2C0,missing,,,,,
0x0062D390,0x0062D396,6,0x0062D390-0x0062D396,sub_62d390,game,source_complete,exact,0x0062D390,0x0062D396,6,0x0062D390-0x0062D396,sub_62D390,exact,0x0062D390,0x0062D396,6,0x0062D390-0x0062D396,FUN_0062d390
0x0062D3A0,0x0062D4F6,342,0x0062D3A0-0x0062D4F6,?jackal_init_real@@YAHPAUPalette@@PAUFont@@PADHHHH@Z,game,unrecovered,exact,0x0062D3A0,0x0062D4F6,342,0x0062D3A0-0x0062D4F6,sub_62D3A0,exact,0x0062D3A0,0x0062D4F6,342,0x0062D3A0-0x0062D4F6,FUN_0062d3a0
0x0062D500,0x0062D562,98,0x0062D500-0x0062D562,?jackal_close@@YAXXZ,game,unrecovered,exact,0x0062D500,0x0062D562,98,0x0062D500-0x0062D562,sub_62D500,exact,0x0062D500,0x0062D562,98,0x0062D500-0x0062D562,FUN_0062d500
0x0062D570,0x0062D5A3,51,0x0062D570-0x0062D5A3,?jackal_version_check@@YAHPAD@Z,game,source_complete,exact,0x0062D570,0x0062D5A3,51,0x0062D570-0x0062D5A3,sub_62D570,exact,0x0062D570,0x0062D5A3,51,0x0062D570-0x0062D5A3,FUN_0062d570
0x0062D5B0,0x0062D5C9,25,0x0062D5B0-0x0062D5C9,?do_net@@YAXXZ,game,original_dependency,exact,0x0062D5B0,0x0062D5C9,25,0x0062D5B0-0x0062D5C9,sub_62D5B0,exact,0x0062D5B0,0x0062D5C9,25,0x0062D5B0-0x0062D5C9,FUN_0062d5b0
0x0062D5D0,0x0062D5E9,25,0x0062D5D0-0x0062D5E9,?check_net@@YAXXZ,game,original_dependency,exact,0x0062D5D0,0x0062D5E9,25,0x0062D5D0-0x0062D5E9,sub_62D5D0,exact,0x0062D5D0,0x0062D5E9,25,0x0062D5D0-0x0062D5E9,FUN_0062d5d0
0x0062D5F0,0x0062D69D,173,0x0062D5F0-0x0062D69D,sub_62d5f0,game,unrecovered,exact,0x0062D5F0,0x0062D69D,173,0x0062D5F0-0x0062D69D,sub_62D5F0,exact,0x0062D5F0,0x0062D69D,173,0x0062D5F0-0x0062D69D,FUN_0062d5f0
0x0062D6A0,0x0062D8DC,635,0x0062D6A0-0x0062D8DC;0x006634A0-0x006634DF,??0Net@@QAE@XZ,game,unrecovered,exact,0x0062D6A0,0x0062D8DC,635,0x0062D6A0-0x0062D8DC;0x006634A0-0x006634DF,sub_62D6A0,entry_range,0x0062D6A0,0x0062D8DC,572,0x0062D6A0-0x0062D8DC,FUN_0062d6a0
0x0062D8E0,0x0062D9D8,248,0x0062D8E0-0x0062D9D8,?init@Net@@QAEHPAU_GUID@@HH@Z,game,unrecovered,exact,0x0062D8E0,0x0062D9D8,248,0x0062D8E0-0x0062D9D8,sub_62D8E0,exact,0x0062D8E0,0x0062D9D8,248,0x0062D8E0-0x0062D9D8,FUN_0062d8e0
0x0062D9E0,0x0062DF16,1334,0x0062D9E0-0x0062DF16,?check_for_lobby@Net@@QAEHPADPAU_GUID@@HH@Z,game,unrecovered,exact,0x0062D9E0,0x0062DF16,1334,0x0062D9E0-0x0062DF16,sub_62D9E0,exact,0x0062D9E0,0x0062DF16,1334,0x0062D9E0-0x0062DF16,FUN_0062d9e0
0x0062DF20,0x0062DF6E,78,0x0062DF20-0x0062DF6E,?start_voice@Net@@QAEHK@Z,game,unrecovered,exact,0x0062DF20,0x0062DF6E,78,0x0062DF20-0x0062DF6E,sub_62DF20,exact,0x0062DF20,0x0062DF6E,78,0x0062DF20-0x0062DF6E,FUN_0062df20
0x0062DF70,0x0062DFBE,78,0x0062DF70-0x0062DFBE,?start_voice@Net@@QAEHJ@Z,game,unrecovered,exact,0x0062DF70,0x0062DFBE,78,0x0062DF70-0x0062DFBE,sub_62DF70,exact,0x0062DF70,0x0062DFBE,78,0x0062DF70-0x0062DFBE,FUN_0062df70
0x0062DFC0,0x0062E005,69,0x0062DFC0-0x0062E005,?stop_voice@Net@@QAEXXZ,game,unrecovered,exact,0x0062DFC0,0x0062E005,69,0x0062DFC0-0x0062E005,sub_62DFC0,exact,0x0062DFC0,0x0062E005,69,0x0062DFC0-0x0062E005,FUN_0062dfc0
0x0062E010,0x0062E24A,570,0x0062E010-0x0062E24A,?close@Net@@QAEXXZ,game,original_dependency,exact,0x0062E010,0x0062E24A,570,0x0062E010-0x0062E24A,sub_62E010,exact,0x0062E010,0x0062E24A,570,0x0062E010-0x0062E24A,FUN_0062e010
0x0062E250,0x0062E299,73,0x0062E250-0x0062E299,?poll_services@Net@@QAEHPAUServiceList@@@Z,game,unrecovered,exact,0x0062E250,0x0062E299,73,0x0062E250-0x0062E299,sub_62E250,exact,0x0062E250,0x0062E299,73,0x0062E250-0x0062E299,FUN_0062e250
0x0062E2A0,0x0062E41C,380,0x0062E2A0-0x0062E41C,?join_service@Net@@QAEHPAUServiceStruct@@@Z,game,unrecovered,exact,0x0062E2A0,0x0062E41C,380,0x0062E2A0-0x0062E41C,sub_62E2A0,exact,0x0062E2A0,0x0062E41C,380,0x0062E2A0-0x0062E41C,FUN_0062e2a0
0x0062E420,0x0062E536,278,0x0062E420-0x0062E536,?on_player_added@Net@@QAEHPADI@Z,game,unrecovered,exact,0x0062E420,0x0062E536,278,0x0062E420-0x0062E536,sub_62E420,exact,0x0062E420,0x0062E536,278,0x0062E420-0x0062E536,FUN_0062e420
0x0062E540,0x0062EA97,1399,0x0062E540-0x0062EA97;0x006634DF-0x006634FF,?join_session@Net@@QAEHPAUSessionStruct@@PADPAD@Z,game,unrecovered,exact,0x0062E540,0x0062EA97,1399,0x0062E540-0x0062EA97;0x006634DF-0x006634FF,sub_62E540,entry_range,0x0062E540,0x0062EA97,1367,0x0062E540-0x0062EA97,FUN_0062e540
0x0062EAA0,0x0062ED2F,655,0x0062EAA0-0x0062ED2F,?create_session@Net@@QAEHPADHPAD@Z,game,unrecovered,exact,0x0062EAA0,0x0062ED2F,655,0x0062EAA0-0x0062ED2F,sub_62EAA0,exact,0x0062EAA0,0x0062ED2F,655,0x0062EAA0-0x0062ED2F,FUN_0062eaa0
0x0062ED30,0x0062ED38,8,0x0062ED30-0x0062ED38,?poll_players@Net@@QAEHPAUSessionStruct@@@Z,game,source_complete,exact,0x0062ED30,0x0062ED38,8,0x0062ED30-0x0062ED38,sub_62ED30,missing,,,,,
0x0062ED40,0x0062EDA2,98,0x0062ED40-0x0062EDA2,?create_group@Net@@QAEHPAD@Z,game,unrecovered,exact,0x0062ED40,0x0062EDA2,98,0x0062ED40-0x0062EDA2,sub_62ED40,exact,0x0062ED40,0x0062EDA2,98,0x0062ED40-0x0062EDA2,FUN_0062ed40
0x0062EDB0,0x0062EDC7,23,0x0062EDB0-0x0062EDC7,?delete_group@Net@@QAEXH@Z,game,unrecovered,exact,0x0062EDB0,0x0062EDC7,23,0x0062EDB0-0x0062EDC7,sub_62EDB0,exact,0x0062EDB0,0x0062EDC7,23,0x0062EDB0-0x0062EDC7,FUN_0062edb0
0x0062EDD0,0x0062EDFA,42,0x0062EDD0-0x0062EDFA,?add_to_group@Net@@QAEHJK@Z,game,unrecovered,exact,0x0062EDD0,0x0062EDFA,42,0x0062EDD0-0x0062EDFA,sub_62EDD0,exact,0x0062EDD0,0x0062EDFA,42,0x0062EDD0-0x0062EDFA,FUN_0062edd0
0x0062EE00,0x0062EE1C,28,0x0062EE00-0x0062EE1C,sub_62ee00,game,unrecovered,missing,,,,,,missing,,,,,
0x0062EE20,0x0062EE71,81,0x0062EE20-0x0062EE71,sub_62ee20,game,unrecovered,missing,,,,,,missing,,,,,
0x0062EE80,0x0062EE81,1,0x0062EE80-0x0062EE81,nullsub_261,game,source_complete,exact,0x0062EE80,0x0062EE81,1,0x0062EE80-0x0062EE81,nullsub_250,missing,,,,,
0x0062EE90,0x0062EE91,1,0x0062EE90-0x0062EE91,nullsub_262,game,source_complete,exact,0x0062EE90,0x0062EE91,1,0x0062EE90-0x0062EE91,nullsub_251,missing,,,,,
0x0062EEA0,0x0062F38C,1260,0x0062EEA0-0x0062F38C,?send_group@Net@@QAEHPAXHJH@Z,game,unrecovered,exact,0x0062EEA0,0x0062F38C,1260,0x0062EEA0-0x0062F38C,sub_62EEA0,exact,0x0062EEA0,0x0062F38C,1260,0x0062EEA0-0x0062F38C,FUN_0062eea0
0x0062F390,0x0062F89D,1293,0x0062F390-0x0062F89D,sub_62f390,game,unrecovered,exact,0x0062F390,0x0062F89D,1293,0x0062F390-0x0062F89D,sub_62F390,exact,0x0062F390,0x0062F89D,1293,0x0062F390-0x0062F89D,FUN_0062f390
0x0062F8A0,0x0063007F,2015,0x0062F8A0-0x0063007F,?send_packet_type@Net@@QAEHPAXHKHH@Z,game,unrecovered,exact,0x0062F8A0,0x0063007F,2015,0x0062F8A0-0x0063007F,sub_62F8A0,exact,0x0062F8A0,0x0063007F,2015,0x0062F8A0-0x0063007F,FUN_0062f8a0
0x00630080,0x00630978,2296,0x00630080-0x00630978,?send@Net@@QAEHPAXHKH@Z,game,unrecovered,exact,0x00630080,0x00630978,2296,0x00630080-0x00630978,sub_630080,exact,0x00630080,0x00630978,2296,0x00630080-0x00630978,FUN_00630080
0x00630980,0x006309BA,58,0x00630980-0x006309BA,sub_630980,game,unrecovered,missing,,,,,,missing,,,,,
0x006309C0,0x006309FD,61,0x006309C0-0x006309FD,sub_6309c0,game,unrecovered,missing,,,,,,missing,,,,,
0x00630A00,0x00630A3A,58,0x00630A00-0x00630A3A,?get@Net@@QAEHPAKPAK@Z,game,original_dependency,exact,0x00630A00,0x00630A3A,58,0x00630A00-0x00630A3A,sub_630A00,exact,0x00630A00,0x00630A3A,58,0x00630A00-0x00630A3A,FUN_00630a00
0x00630A40,0x00630A7D,61,0x00630A40-0x00630A7D,sub_630a40,game,unrecovered,missing,,,,,,missing,,,,,
