address,end_address,size,segment,name,prototype,body_ranges,binary_kind,flags,source_locations,source_statuses,redirect_exports,original_dependencies,recovery_state,priority,notes,comments,call_target_count,caller_count
0x0042B490,0x0042B62A,410,.text,?set_cat_adv_concept@Datalink@@QAEXXZ,void (__thiscall ?set_cat_adv_concept@Datalink@@QAEXXZ)(Datalink* this),0x0042B490-0x0042B62A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,13,1
0x0042B630,0x0042B7D5,421,.text,?set_cat_social@Datalink@@QAEXXZ,void (__thiscall ?set_cat_social@Datalink@@QAEXXZ)(Datalink* this),0x0042B630-0x0042B7D5,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042B7E0,0x0042B934,340,.text,?set_cat_effect@Datalink@@QAEXXZ,void (__thiscall ?set_cat_effect@Datalink@@QAEXXZ)(Datalink* this),0x0042B7E0-0x0042B934,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042B940,0x0042BAA3,355,.text,?set_cat_faction@Datalink@@QAEXXZ,void (__thiscall ?set_cat_faction@Datalink@@QAEXXZ)(Datalink* this),0x0042B940-0x0042BAA3,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042BAB0,0x0042BCB1,513,.text,?set_cat_terraform@Datalink@@QAEXXZ,void (__thiscall ?set_cat_terraform@Datalink@@QAEXXZ)(Datalink* this),0x0042BAB0-0x0042BCB1,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042BCC0,0x0042BD14,84,.text,?set_index@Datalink@@QAEXHH@Z,"void (__thiscall ?set_index@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x0042BCC0-0x0042BD14,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x0042BD20,0x0042BD35,21,.text,?close@Datalink@@QAEXXZ,void (__thiscall ?close@Datalink@@QAEXXZ)(Datalink* this),0x0042BD20-0x0042BD35,game,hidden;sp_ready;purged_ok,src/datalink.cpp:248,Complete,,,source_complete,,,,0,0
0x0042BD40,0x0042BD5B,27,.text,?show@Datalink@@QAEXH@Z,"void (__thiscall ?show@Datalink@@QAEXH@Z)(Datalink* this, int)",0x0042BD40-0x0042BD5B,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,1
0x0042BD60,0x0042BD79,25,.text,?hide@Datalink@@QAEXXZ,void (__thiscall ?hide@Datalink@@QAEXXZ)(Datalink* this),0x0042BD60-0x0042BD79,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x0042BD80,0x0042BDFA,122,.text,?UNK4@Datalink@@QAEXHH@Z,"void (__thiscall ?UNK4@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x0042BD80-0x0042BDFA,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x0042BE00,0x0042BE9D,157,.text,?UNK5@Datalink@@QAEXXZ,void (__thiscall ?UNK5@Datalink@@QAEXXZ)(Datalink* this),0x0042BE00-0x0042BE9D,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x0042BEA0,0x0042BEA1,1,.text,?UNK6@Datalink@@QAEXXZ,void (__thiscall ?UNK6@Datalink@@QAEXXZ)(Datalink* this),0x0042BEA0-0x0042BEA1,game,hidden;sp_ready;purged_ok,src/datalink.cpp:27,Complete,,,source_complete,,,,0,0
0x0042BEB0,0x0042BEFA,74,.text,?UNK7@Datalink@@QAEXPADPAD@Z,"void (__thiscall ?UNK7@Datalink@@QAEXPADPAD@Z)(Datalink* this, int8*, int8*)",0x0042BEB0-0x0042BEFA,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x0042BF00,0x0042BF01,1,.text,?UNK8@Datalink@@QAEXXZ,void (__thiscall ?UNK8@Datalink@@QAEXXZ)(Datalink* this),0x0042BF00-0x0042BF01,game,hidden;sp_ready;purged_ok,src/datalink.cpp:36,Complete,,,source_complete,,,,0,0
0x0042BF10,0x0042C29A,906,.text,?draw_entry@Datalink@@QAEXXZ,void (__thiscall ?draw_entry@Datalink@@QAEXXZ)(Datalink* this),0x0042BF10-0x0042C29A,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,31,6
0x0042C2E0,0x0042C64D,1071,.text,?draw_concept@Datalink@@QAEXXZ,void (__thiscall ?draw_concept@Datalink@@QAEXXZ)(Datalink* this),0x0042C2E0-0x0042C64D;0x0065358E-0x00653650,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,25,1
0x0042C650,0x0042C9C0,1074,.text,?draw_adv_concept@Datalink@@QAEXXZ,void (__thiscall ?draw_adv_concept@Datalink@@QAEXXZ)(Datalink* this),0x0042C650-0x0042C9C0;0x00653650-0x00653712,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,25,1
0x0042C9C0,0x0042D608,3196,.text,?draw_unit@Datalink@@QAEXXZ,void (__thiscall ?draw_unit@Datalink@@QAEXXZ)(Datalink* this),0x0042C9C0-0x0042D608;0x00653712-0x00653746,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,22,1
0x0042D610,0x0042DEEF,2323,.text,?draw_chassis@Datalink@@QAEXXZ,void (__thiscall ?draw_chassis@Datalink@@QAEXXZ)(Datalink* this),0x0042D610-0x0042DEEF;0x00653746-0x0065377A,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,21,1
0x0042DEF0,0x0042E2D3,1047,.text,?draw_reactor@Datalink@@QAEXXZ,void (__thiscall ?draw_reactor@Datalink@@QAEXXZ)(Datalink* this),0x0042DEF0-0x0042E2D3;0x0065377A-0x006537AE,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,21,1
0x0042E2E0,0x0042E8D3,1575,.text,?draw_weapon@Datalink@@QAEXXZ,void (__thiscall ?draw_weapon@Datalink@@QAEXXZ)(Datalink* this),0x0042E2E0-0x0042E8D3;0x006537AE-0x006537E2,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,23,1
0x0042E8E0,0x0042EE26,1402,.text,?draw_defense@Datalink@@QAEXXZ,void (__thiscall ?draw_defense@Datalink@@QAEXXZ)(Datalink* this),0x0042E8E0-0x0042EE26;0x006537E2-0x00653816,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,24,1
0x0042EE30,0x0042F468,1644,.text,?draw_ability@Datalink@@QAEXXZ,void (__thiscall ?draw_ability@Datalink@@QAEXXZ)(Datalink* this),0x0042EE30-0x0042F468;0x00653816-0x0065384A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,20,1
0x0042F490,0x0042FAC5,1810,.text,?draw_facility@Datalink@@QAEXXZ,void (__thiscall ?draw_facility@Datalink@@QAEXXZ)(Datalink* this),0x0042F490-0x0042FAC5;0x0065384A-0x00653927,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,36,1
0x0042FAD0,0x00430087,1673,.text,?draw_project@Datalink@@QAEXXZ,void (__thiscall ?draw_project@Datalink@@QAEXXZ)(Datalink* this),0x0042FAD0-0x00430087;0x00653927-0x006539F9,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,33,1
0x00430090,0x00430765,1970,.text,?draw_social@Datalink@@QAEXXZ,void (__thiscall ?draw_social@Datalink@@QAEXXZ)(Datalink* this),0x00430090-0x00430765;0x006539F9-0x00653AD6,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,33,1
0x00430770,0x00430B30,1170,.text,?draw_effect@Datalink@@QAEXXZ,void (__thiscall ?draw_effect@Datalink@@QAEXXZ)(Datalink* this),0x00430770-0x00430B30;0x00653AD6-0x00653BA8,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,24,1
0x00430B30,0x00430C76,326,.text,?draw_tech@Datalink@@QAEXXZ,void (__thiscall ?draw_tech@Datalink@@QAEXXZ)(Datalink* this),0x00430B30-0x00430C76,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,12,0
0x00430C80,0x0043117E,1488,.text,?draw_faction@Datalink@@QAEXXZ,void (__thiscall ?draw_faction@Datalink@@QAEXXZ)(Datalink* this),0x00430C80-0x0043117E;0x00653BA8-0x00653C7A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,27,1
0x00431180,0x00431D51,3517,.text,?draw_terraform@Datalink@@QAEXXZ,void (__thiscall ?draw_terraform@Datalink@@QAEXXZ)(Datalink* this),0x00431180-0x00431D51;0x00653C7A-0x00653E66,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,36,1
0x00431DB0,0x00431DB1,1,.text,?UNK9@Datalink@@QAEXXZ,void (__thiscall ?UNK9@Datalink@@QAEXXZ)(Datalink* this),0x00431DB0-0x00431DB1,game,hidden;sp_ready;purged_ok,src/datalink.cpp:45,Complete,,,source_complete,,,,0,0
0x00431DC0,0x00431E61,161,.text,?on_link_clicked@Datalink@@QAEHHPAD@Z,"int (__thiscall ?on_link_clicked@Datalink@@QAEHHPAD@Z)(Datalink* this, int, int8*)",0x00431DC0-0x00431E61,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00431E70,0x00431EA6,54,.text,?on_redraw@Datalink@@QAEXXZ,void (__thiscall ?on_redraw@Datalink@@QAEXXZ)(Datalink* this),0x00431E70-0x00431EA6,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00431EB0,0x00431EB3,3,.text,?on_left_click@Datalink@@QAEXHH@Z,"void (__thiscall ?on_left_click@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00431EB0-0x00431EB3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:66,Complete,,,source_complete,,,,0,0
0x00431EC0,0x00431FA9,233,.text,?on_button_clicked@Datalink@@QAEXH@Z,"void (__thiscall ?on_button_clicked@Datalink@@QAEXH@Z)(Datalink* this, int)",0x00431EC0-0x00431FA9,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00431FB0,0x00431FB3,3,.text,?on_group_clicked@Datalink@@QAEXHH@Z,"void (__thiscall ?on_group_clicked@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00431FB0-0x00431FB3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:79,Complete,,,source_complete,,,,0,0
0x00431FC0,0x00431FFB,59,.text,?on_key_click@Datalink@@QAEHHH@Z,"int (__thiscall ?on_key_click@Datalink@@QAEHHH@Z)(Datalink* this, int, int)",0x00431FC0-0x00431FFB,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00432000,0x00432003,3,.text,?on_mouse_move@Datalink@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00432000-0x00432003,game,hidden;sp_ready;purged_ok,src/datalink.cpp:92,Complete,,,source_complete,,,,0,0
0x00432010,0x00432032,34,.text,?on_button_passover@Datalink@@QAEXHH@Z,"void (__thiscall ?on_button_passover@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00432010-0x00432032,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00432040,0x00432052,18,.text,?on_selected@Datalink@@QAEXH@Z,"void (__thiscall ?on_selected@Datalink@@QAEXH@Z)(Datalink* this, int)",0x00432040-0x00432052,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00432060,0x00432152,242,.text,?on_status@Datalink@@QAEXH@Z,"void (__thiscall ?on_status@Datalink@@QAEXH@Z)(Datalink* this, int)",0x00432060-0x00432152,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,0
0x00432160,0x00432163,3,.text,?on_iface_left_click@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_left_click@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00432160-0x00432163,game,hidden;sp_ready;purged_ok,src/datalink.cpp:105,Complete,,,source_complete,,,,0,0
0x00432170,0x00432173,3,.text,?on_iface_right_click@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_right_click@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00432170-0x00432173,game,hidden;sp_ready;purged_ok,src/datalink.cpp:118,Complete,,,source_complete,,,,0,0
0x00432180,0x00432183,3,.text,?on_iface_left_down@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_left_down@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00432180-0x00432183,game,hidden;sp_ready;purged_ok,src/datalink.cpp:131,Complete,,,source_complete,,,,0,0
0x00432190,0x00432193,3,.text,?on_iface_right_down@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_right_down@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00432190-0x00432193,game,hidden;sp_ready;purged_ok,src/datalink.cpp:144,Complete,,,source_complete,,,,0,0
0x004321A0,0x004321A3,3,.text,?on_iface_mouse_move@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_mouse_move@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x004321A0-0x004321A3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:157,Complete,,,source_complete,,,,0,0
0x004321B0,0x004321B3,3,.text,?on_iface_mouse_leave@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_mouse_leave@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x004321B0-0x004321B3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:170,Complete,,,source_complete,,,,0,0
0x004321C0,0x004321C3,3,.text,?on_iface_selected@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_selected@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x004321C0-0x004321C3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:183,Complete,,,source_complete,,,,0,0
0x004321D0,0x004321D3,3,.text,?on_iface_left_double_click@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_left_double_click@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x004321D0-0x004321D3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:196,Complete,,,source_complete,,,,0,0
0x004321E0,0x004321E3,3,.text,?on_iface_right_double_click@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_right_double_click@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x004321E0-0x004321E3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:209,Complete,,,source_complete,,,,0,0
0x004321F0,0x004321F3,3,.text,?on_iface_button_clicked@Datalink@@QAEXH@Z,"void (__thiscall ?on_iface_button_clicked@Datalink@@QAEXH@Z)(Datalink* this, int)",0x004321F0-0x004321F3,game,hidden;sp_ready;purged_ok,src/datalink.cpp:222,Complete,,,source_complete,,,,0,0
0x00432200,0x00432203,3,.text,?on_iface_button_toggled@Datalink@@QAEXHH@Z,"void (__thiscall ?on_iface_button_toggled@Datalink@@QAEXHH@Z)(Datalink* this, int, int)",0x00432200-0x00432203,game,hidden;sp_ready;purged_ok,src/datalink.cpp:235,Complete,,,source_complete,,,,0,0
0x00432210,0x0043228B,123,.text,?on_iface_group_clicked@Datalink@@QAEXHHH@Z,"void (__thiscall ?on_iface_group_clicked@Datalink@@QAEXHHH@Z)(Datalink* this, int, int, int)",0x00432210-0x0043228B,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00432290,0x004325AA,1260,.text,??1Datalink@@QAE@XZ,void (__thiscall ??1Datalink@@QAE@XZ)(Datalink* this),0x00432290-0x004325AA;0x006531D0-0x006533A2,game,frame;sp_ready;purged_ok,,,,DatalinkDtorTarget,original_dependency,,,,13,1
0x004325B0,0x004325B5,5,.text,??1ButtonGroup@@QAE@XZ,void (__thiscall ??1ButtonGroup@@QAE@XZ)(ButtonGroup* this),0x004325B0-0x004325B5,thunk,hidden;thunk;sp_ready;purged_ok,,,,,thunk,,,,0,0
0x004325C0,0x00432713,448,.text,??1StringBox@@QAE@XZ,void (__thiscall ??1StringBox@@QAE@XZ)(StringBox* this),0x004325C0-0x00432713;0x006533B0-0x0065341D,game,frame;hidden;sp_ready;purged_ok,,,,StringBoxDtorTarget,original_dependency,,,,6,1
0x00432720,0x00432761,65,.text,?on_link_clicked@StringBox@@QAEXHPAD@Z,"void (__thiscall ?on_link_clicked@StringBox@@QAEXHPAD@Z)(StringBox* this, int, int8*)",0x00432720-0x00432761,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00432770,0x00432791,33,.text,??_GStringBox@@UAEPAXI@Z,"void* (__thiscall ??_GStringBox@@UAEPAXI@Z)(StringBox* this, unsigned int)",0x00432770-0x00432791,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:546,Complete,,,source_complete,,,,2,0
0x004327A0,0x004327F8,123,.text,??1Flic@@QAE@XZ,void (__thiscall ??1Flic@@QAE@XZ)(Flic* this),0x004327A0-0x004327F8;0x00653420-0x00653443,game,frame;hidden;sp_ready;purged_ok,,,,TeardownTarget004327A0,original_dependency,,,,3,0
0x00432800,0x00432821,33,.text,??_GDatalink@@UAEPAXI@Z,"void* (__thiscall ??_GDatalink@@UAEPAXI@Z)(Datalink* this, unsigned int)",0x00432800-0x00432821,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:564,Complete,,,source_complete,,,,2,0
0x00432830,0x0043283B,11,.text,??3StringBox@@SAXPAXI@Z,,0x00432830-0x0043283B,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:580,Complete,,,source_complete,,,,0,0
0x00432840,0x0043284B,11,.text,??3Datalink@@SAXPAXI@Z,,0x00432840-0x0043284B,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:593,Complete,,,source_complete,,,,0,0
0x00432850,0x00432866,22,.text,??__Eg_DESIGNWIN@@YAXXZ,,0x00432850-0x00432866,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:535,Complete,,,source_complete,,,,2,0
0x00432870,0x0043287A,10,.text,??__Fg_DESIGNWIN@@YAXXZ,,0x00432870-0x0043287A,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:715,Complete,,,source_complete,,,,0,0
0x00432880,0x00432896,22,.text,??__Eg_DESIGNWIN_WAVE@@YAXXZ,,0x00432880-0x00432896,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:546,Complete,,,source_complete,,,,2,0
0x004328A0,0x004328AA,10,.text,??__Fg_DESIGNWIN_WAVE@@YAXXZ,,0x004328A0-0x004328AA,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:725,Complete,,,source_complete,,,,0,0
0x004328B0,0x00432961,251,.text,??0SelectPartWin@@QAE@XZ,void (__thiscall ??0SelectPartWin@@QAE@XZ)(SelectPartWin* this),0x004328B0-0x00432961;0x00653F10-0x00653F5A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,4
0x00432970,0x004329AF,63,.text,?close@SelectPartWin@@QAEXXZ,void (__thiscall ?close@SelectPartWin@@QAEXXZ)(SelectPartWin* this),0x00432970-0x004329AF,game,hidden;sp_ready;purged_ok,src/leaf_recoveries.cpp:1058,Complete,,,source_complete,,,,2,0
0x004329B0,0x00432CB1,769,.text,?draw_chassis@SelectPartWin@@QAEHHPAURECT@@H@Z,,0x004329B0-0x00432CB1,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,14,1
0x00432CC0,0x00433167,1191,.text,?draw_weapon@SelectPartWin@@QAEHHPAURECT@@H@Z,,0x00432CC0-0x00433167,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,16,1
0x00433170,0x0043351C,940,.text,?draw_armor@SelectPartWin@@QAEHHPAURECT@@H@Z,,0x00433170-0x0043351C,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,15,1
0x00433520,0x00433811,753,.text,?draw_reactor@SelectPartWin@@QAEHHPAURECT@@H@Z,"int (__thiscall ?draw_reactor@SelectPartWin@@QAEHHPAURECT@@H@Z)(SelectPartWin* this, int, RECT*, int)",0x00433520-0x00433811,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,14,1
0x00433820,0x00433934,276,.text,?on_mouse_move@SelectPartWin@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@SelectPartWin@@QAEXHH@Z)(SelectPartWin* this, int, int)",0x00433820-0x00433934,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00433940,0x004339BF,127,.text,?on_left_up@SelectPartWin@@QAEXHH@Z,"void (__thiscall ?on_left_up@SelectPartWin@@QAEXHH@Z)(SelectPartWin* this, int, int)",0x00433940-0x004339BF,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x004339C0,0x00433A02,66,.text,?on_redraw@SelectPartWin@@QAEXXZ,void (__thiscall ?on_redraw@SelectPartWin@@QAEXXZ)(SelectPartWin* this),0x004339C0-0x00433A02,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00433A10,0x00433CD0,704,.text,?on_key_click@SelectPartWin@@QAEHHH@Z,"int (__thiscall ?on_key_click@SelectPartWin@@QAEHHH@Z)(SelectPartWin* this, int, int)",0x00433A10-0x00433CD0,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00433D60,0x00433F1D,445,.text,?draw_part@SelectPartWin@@QAEHHH@Z,"int (__thiscall ?draw_part@SelectPartWin@@QAEHHH@Z)(SelectPartWin* this, int, int)",0x00433D60-0x00433F1D,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,7,4
0x00433F30,0x00433F4F,31,.text,?on_scrolled@SelectPartWin@@QAEXHH@Z,"void (__thiscall ?on_scrolled@SelectPartWin@@QAEXHH@Z)(SelectPartWin* this, int, int)",0x00433F30-0x00433F4F,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00433F50,0x00433F67,23,.text,?on_scrolling@SelectPartWin@@QAEXHH@Z,"void (__thiscall ?on_scrolling@SelectPartWin@@QAEXHH@Z)(SelectPartWin* this, int, int)",0x00433F50-0x00433F67,game,frame;hidden;sp_ready;purged_ok,src/delegation_thunks.cpp:116,Complete,,,source_complete,,,,0,0
0x00433F70,0x0043446F,1300,.text,?exec@SelectPartWin@@QAEHHHHHHHHHHHPAE@Z,"int (__thiscall ?exec@SelectPartWin@@QAEHHHHHHHHHHHPAE@Z)(SelectPartWin* this, int, int, int, int, int, int, int, int, int, int, LPBYTE)",0x00433F70-0x0043446F;0x00653F5A-0x00653F6F,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,20,4
0x00434480,0x004345B5,452,.text,??0DesignWin@@QAE@XZ,void (__thiscall ??0DesignWin@@QAE@XZ)(DesignWin* this),0x00434480-0x004345B5;0x00653F6F-0x00653FFE,game,frame;sp_ready;purged_ok,,,,DesignWinCtorTarget,original_dependency,,,,8,1
0x004345C0,0x004345C1,1,.text,?UNK1@DesignWin@@QAEXXZ,void (__thiscall ?UNK1@DesignWin@@QAEXXZ)(DesignWin* this),0x004345C0-0x004345C1,game,hidden;sp_ready;purged_ok,src/designwin.cpp:24,Complete,,,source_complete,,,,0,0
0x004345D0,0x00434649,121,.text,?UNK2@DesignWin@@QAEHH@Z,"int (__thiscall ?UNK2@DesignWin@@QAEHH@Z)(DesignWin* this, int protoID)",0x004345D0-0x00434649,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00434650,0x00434691,65,.text,?UNK3@DesignWin@@QAEXXZ,void (__thiscall ?UNK3@DesignWin@@QAEXXZ)(DesignWin* this),0x00434650-0x00434691,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x004346A0,0x00434BB4,1318,.text,?draw_info@DesignWin@@QAEXXZ,void (__thiscall ?draw_info@DesignWin@@QAEXXZ)(DesignWin* this),0x004346A0-0x00434BB4;0x00653FFE-0x00654010,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,15,6
0x00434BC0,0x00434F36,886,.text,?draw_chassis@DesignWin@@QAEXH@Z,"void (__thiscall ?draw_chassis@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00434BC0-0x00434F36,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,16,3
0x00434F40,0x004353FF,1215,.text,?draw_weapon@DesignWin@@QAEXH@Z,"void (__thiscall ?draw_weapon@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00434F40-0x004353FF,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,17,3
0x00435400,0x00435800,1024,.text,?draw_armor@DesignWin@@QAEXH@Z,"void (__thiscall ?draw_armor@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00435400-0x00435800,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,17,4
0x00435800,0x00435B29,809,.text,?draw_reactor@DesignWin@@QAEXH@Z,"void (__thiscall ?draw_reactor@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00435800-0x00435B29,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,16,4
0x00435B30,0x00435DD1,673,.text,?draw_special_1@DesignWin@@QAEXH@Z,"void (__thiscall ?draw_special_1@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00435B30-0x00435DD1,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,11,6
0x00435DE0,0x00436081,673,.text,?draw_special_2@DesignWin@@QAEXH@Z,"void (__thiscall ?draw_special_2@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00435DE0-0x00436081,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,11,6
0x00436090,0x00437999,6409,.text,?draw_vehicle@DesignWin@@QAEXH@Z,"void (__thiscall ?draw_vehicle@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00436090-0x00437999,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,31,8
0x004379A0,0x00437B95,501,.text,?on_redraw@DesignWin@@QAEXXZ,void (__thiscall ?on_redraw@DesignWin@@QAEXXZ)(DesignWin* this),0x004379A0-0x00437B95,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,20,0
0x00437BA0,0x00437BD5,53,.text,?on_mouse_move@DesignWin@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@DesignWin@@QAEXHH@Z)(DesignWin* this, int xCoord, int yCoord)",0x00437BA0-0x00437BD5,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00437BE0,0x00437BED,13,.text,?on_mouse_leave@DesignWin@@QAEXHH@Z,"void (__thiscall ?on_mouse_leave@DesignWin@@QAEXHH@Z)(DesignWin* this, int, int)",0x00437BE0-0x00437BED,game,hidden;sp_ready;purged_ok,src/designwin.cpp:135,Complete,,,source_complete,,,,1,0
0x00437BF0,0x00438455,2149,.text,?design_it@DesignWin@@QAEHXZ,int (__thiscall ?design_it@DesignWin@@QAEHXZ)(DesignWin* this),0x00437BF0-0x00438455,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,17,1
0x00438460,0x004395E1,4973,.text,?on_button_clicked@DesignWin@@QAEXH@Z,"void (__thiscall ?on_button_clicked@DesignWin@@QAEXH@Z)(DesignWin* this, int)",0x00438460-0x004395E1;0x00654010-0x006541FC,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,46,0
0x00439670,0x004396B0,64,.text,?bubble_me_elmo2@DesignWin@@QAEXPADHH@Z,"void (__thiscall ?bubble_me_elmo2@DesignWin@@QAEXPADHH@Z)(DesignWin* this, LPCSTR, int, int)",0x00439670-0x004396B0,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
