struct,offset,field,size
Texture,0x3C,iWidthLess1_2,4
Texture,0x40,dword40,4
Texture,0x44,iWidthLess1_3,4
Texture,0x48,iCenterY,4
Texture,0x4C,iWidthLess1_4,4
Texture,0x50,iHeightLess1_3,4
Texture,0x54,iCenterX,4
Texture,0x58,iHeightLess1_4,4
Texture,0x5C,dword5C,4
Texture,0x60,iHeightLess1_5,4
Texture,0x64,dword64,4
Texture,0x68,iCenterY_2,4
Texture,0x6C,fNotMalloced,4
Texture,0x70,(sizeof),
ThinkerData,0x0,reserved,8
ThinkerData,0x8,game_time_spent,8
ThinkerData,0x10,build_date,12
ThinkerData,0x1C,map_random_value,4
ThinkerData,0x20,padding,144
ThinkerData,0xB0,(sizeof),
TileValue,0x0,x,4
TileValue,0x4,y,4
TileValue,0x8,i,4
TileValue,0xC,sq,4
TileValue,0x10,nutrient,4
TileValue,0x14,mineral,4
TileValue,0x18,energy,4
TileValue,0x1C,(sizeof),
Time,0x0,iFlags,4
Time,0x4,iResult,4
Time,0x8,field_8,4
Time,0xC,field_C,4
Time,0x10,field_10,4
Time,0x14,field_14,4
Time,0x18,iElapse,4
Time,0x1C,fFired,4
Time,0x20,iResolution,4
Time,0x24,field_24,4
Time,0x28,(sizeof),
UNIT,,(sizeof),
UNIT,0x0,name,32
UNIT,0x20,ability_flags,4
UNIT,0x24,chassis_id,1
UNIT,0x25,weapon_id,1
UNIT,0x26,armor_id,1
UNIT,0x27,reactor_id,1
UNIT,0x28,carry_capacity,1
UNIT,0x29,cost,1
UNIT,0x2A,plan,1
UNIT,0x2B,group_id,1
UNIT,0x2C,obsolete_factions,1
UNIT,0x2D,combat_factions,1
UNIT,0x2E,icon_offset,1
UNIT,0x2F,pad_1,1
UNIT,0x30,unit_flags,2
UNIT,0x32,preq_tech,2
VEH,,(sizeof),
VEH,,1,
VEH,0x0,x,2
VEH,0x2,y,2
VEH,0x4,state,4
VEH,0x8,flags,2
VEH,0xA,unit_id,2
VEH,0xC,pad_0,2
VEH,0xE,faction_id,1
VEH,0xF,year_end_lurking,1
VEH,0x10,damage_taken,1
VEH,0x11,order,1
VEH,0x12,waypoint_count,1
VEH,0x13,patrol_current_point,1
VEH,0x14,waypoint_x,8
VEH,0x1C,waypoint_y,8
VEH,0x24,morale,1
VEH,0x25,movement_turns,1
VEH,0x26,order_auto_type,1
VEH,0x27,visibility,1
VEH,0x28,moves_spent,1
VEH,0x29,rotate_angle,1
VEH,0x2A,iter_count,1
VEH,0x2B,status_icon,1
VEH,0x2C,probe_action,1
VEH,0x2D,probe_sabotage_id,1
VEH,0x2E,home_base_id,2
VEH,0x30,next_veh_id_stack,2
VEH,0x32,prev_veh_id_stack,2
VoiceTx,0x0,field_0,4
VoiceTx,0x4,field_4,4
VoiceTx,0x8,field_8,4
VoiceTx,0xC,field_C,4
VoiceTx,0x10,field_10,4
VoiceTx,0x14,field_14,4
VoiceTx,0x18,field_18,4
VoiceTx,0x1C,field_1C,4
VoiceTx,0x20,field_20,4
VoiceTx,0x24,field_24,4
VoiceTx,0x28,field_28,4
VoiceTx,0x2C,field_2C,4
VoiceTx,0x30,field_30,4
VoiceTx,0x34,field_34,4
VoiceTx,0x38,field_38,4
VoiceTx,0x3C,field_3C,4
VoiceTx,0x40,field_40,4
VoiceTx,0x44,field_44,4
VoiceTx,0x48,field_48,4
VoiceTx,0x4C,field_4C,4
VoiceTx,0x50,field_50,4
VoiceTx,0x54,field_54,4
VoiceTx,0x58,(sizeof),
WItem,0x0,AI_growth,4
WItem,0x4,AI_tech,4
WItem,0x8,AI_wealth,4
WItem,0xC,AI_power,4
WItem,0x10,AI_fight,4
WItem,0x14,(sizeof),
Wave,,(sizeof),
Wave,,field_54,4
Wave,,field_64,4
Wave,,field_68,4
Wave,,ms_length,4
Wave,,pitch,4
Wave,,reverb_mix,4
Win,,(sizeof),
Win,,apoChildren,600
Win,,cBackgroundColor,4
Win,,fHasBorder,4
Win,,field_104,4
Win,,field_108,4
Win,,field_10C,4
Win,,field_110,4
Win,,field_114,4
Win,,field_128,4
Win,,field_130,4
Win,,field_15C,4
Win,,field_160,4
Win,,field_164,4
Win,,field_168,4
Win,,field_174,4
Win,,field_178,4
Win,,field_17C,4
Win,,field_180,4
Win,,field_184,4
Win,,field_18C,4
Win,,field_190,4
Win,,field_19C,4
Win,,field_400,4
Win,,field_404,4
Win,,field_408,4
Win,,field_40C,4
Win,,field_410,4
Win,,field_414,4
Win,,field_418,4
Win,,field_41C,4
Win,,field_420,4
Win,,field_424,4
Win,,field_428,4
Win,,field_42C,4
Win,,field_430,4
Win,,field_434,4
Win,,field_438,4
Win,,field_E4,4
Win,,field_E8,4
Win,,field_EC,4
Win,,field_F0,4
Win,,field_F8,4
Win,,iBackbufferBackgroundColor,4
Win,,iBorderColor1,4
Win,,iBorderColor2,4
Win,,iBorderSize,4
Win,,iCaptionSize,4
Win,,iChildCount,4
Win,,iMinPosLeft,4
Win,,iMinPosTop,4
Win,,iNCSize,4
Win,,iSomeFlag2,4
Win,,nCursorName,4
Win,,pCanvasBackBuffer,4
Win,,pCanvasBackground,4
Win,,phCursor,4
Win,,pszCaption,4
Win,,rRect1,16
Win,,rRect2,16
Win,,scroll_horz,4
Win,,scroll_vert,4
Win,,sprtCursor,4
Win,0x0,vtable,4
Win,0x4,field_4,4
Win,0x8,field_8,4
Win,0xC,field_C,4
Win,0x10,field_10,4
Win,0x14,field_14,4
Win,0x18,field_18,4
Win,0x1C,field_1C,4
Win,0x20,field_20,4
Win,0x24,field_24,4
Win,0x28,field_28,4
Win,0x2C,field_2C,4
Win,0x30,field_30,4
Win,0x34,field_34,4
Win,0x38,field_38,4
Win,0x3C,field_3C,4
Win,0x40,field_40,4
Win,0x44,field_44,4
Win,0x48,field_48,4
Win,0x4C,field_4C,4
Win,0x50,field_50,4
Win,0x54,field_54,4
Win,0x58,field_58,4
Win,0x5C,field_5C,4
Win,0x60,field_60,4
Win,0x64,field_64,4
Win,0x68,field_68,4
Win,0x6C,field_6C,4
Win,0x70,field_70,4
Win,0x74,field_74,4
Win,0x78,field_78,4
Win,0x7C,field_7C,4
Win,0x80,field_80,4
Win,0x84,field_84,4
Win,0x88,field_88,4
Win,0x8C,field_8C,4
Win,0x90,field_90,4
Win,0x94,field_94,4
Win,0x98,iFlags,4
Win,0x9C,iSomeFlag,4
Win,0xA0,field_A0,4
Win,0xA4,field_A4,4
Win,0xA8,poWinBase,4
Win,0xAC,iVertScaleDenom,4
Win,0xB0,iVertScaleNum,4
Win,0xB4,buffer1,4
Win,0xB8,buffer2,4
Win,0xBC,buffer3,4
Win,0xC0,buffer4,4
Win,0xC4,poParent,4
Win,0xC8,oChildList,
