struct,offset,field,size
Caviar,0x4D8,field_4D8,4
Caviar,0x4DC,field_4DC,4
Caviar,0x4E0,field_4E0,4
Caviar,0x4E4,field_4E4,4
Caviar,0x4E8,field_4E8,4
Caviar,0x4EC,field_4EC,4
Caviar,0x4F0,field_4F0,4
Caviar,0x4F4,field_4F4,4
Caviar,0x4F8,field_4F8,4
Caviar,0x4FC,field_4FC,4
Caviar,0x500,field_500,4
Caviar,0x504,field_504,4
Caviar,0x508,field_508,4
Caviar,0x50C,field_50C,4
Caviar,0x510,field_510,4
Caviar,0x514,field_514,4
Caviar,0x518,field_518,4
Caviar,0x51C,field_51C,4
Caviar,0x520,field_520,4
Caviar,0x524,field_524,4
Caviar,0x528,field_528,4
Caviar,0x52C,field_52C,4
Caviar,0x530,field_530,4
Caviar,0x534,field_534,4
Caviar,0x538,field_538,4
Caviar,0x53C,field_53C,4
Caviar,0x540,field_540,4
Caviar,0x544,field_544,4
Caviar,0x548,field_548,4
Caviar,0x54C,field_54C,4
Caviar,0x550,field_550,4
Caviar,0x554,field_554,4
Caviar,0x558,field_558,4
Caviar,0x55C,field_55C,4
Caviar,0x560,field_560,4
Caviar,0x564,field_564,4
Caviar,0x568,field_568,4
Caviar,0x56C,field_56C,4
Caviar,0x570,field_570,4
Caviar,0x574,field_574,4
Caviar,0x578,field_578,4
Caviar,0x57C,field_57C,4
Caviar,0x580,field_580,4
Caviar,0x584,field_584,4
Caviar,0x588,field_588,4
Caviar,0x58C,field_58C,4
Caviar,0x590,field_590,4
Caviar,0x594,field_594,4
Caviar,0x598,field_598,4
Caviar,0x59C,field_59C,4
Caviar,0x5A0,field_5A0,4
Caviar,0x5A4,field_5A4,4
Caviar,0x5A8,field_5A8,4
Caviar,0x5AC,field_5AC,4
Caviar,0x5B0,field_5B0,4
Caviar,0x5B4,field_5B4,4
Caviar,0x5B8,field_5B8,4
Caviar,0x5BC,field_5BC,4
Caviar,0x5C0,field_5C0,4
Caviar,0x5C4,field_5C4,4
Caviar,0x5C8,field_5C8,4
Caviar,0x5CC,field_5CC,4
Caviar,0x5D0,field_5D0,4
Caviar,0x5D4,field_5D4,4
Caviar,0x5D8,field_5D8,4
Caviar,0x5DC,field_5DC,4
Caviar,0x5E0,field_5E0,4
Caviar,0x5E4,field_5E4,4
Caviar,0x5E8,field_5E8,4
Caviar,0x5EC,field_5EC,4
Caviar,0x5F0,field_5F0,4
Caviar,0x5F4,field_5F4,4
Caviar,0x5F8,field_5F8,4
Caviar,0x5FC,field_5FC,4
Caviar,0x600,field_600,4
Caviar,0x604,field_604,4
Caviar,0x608,field_608,4
Caviar,0x60C,field_60C,4
Caviar,0x610,field_610,4
Caviar,0x614,field_614,4
Caviar,0x618,field_618,4
Caviar,0x61C,field_61C,4
Caviar,0x620,field_620,4
Caviar,0x624,field_624,4
Caviar,0x628,field_628,4
Caviar,0x62C,field_62C,4
Caviar,0x630,field_630,4
Caviar,0x634,field_634,4
Caviar,0x638,field_638,4
Caviar,0x63C,field_63C,4
Caviar,0x640,field_640,4
Caviar,0x644,field_644,4
Caviar,0x648,field_648,4
Caviar,0x64C,field_64C,4
Caviar,0x650,field_650,4
Caviar,0x654,field_654,4
Caviar,0x658,field_658,4
Caviar,0x65C,field_65C,4
Caviar,0x660,field_660,4
Caviar,0x664,field_664,4
Caviar,0x668,field_668,4
Caviar,0x66C,field_66C,4
Caviar,0x670,field_670,4
Caviar,0x674,field_674,4
Caviar,0x678,field_678,4
Caviar,0x67C,field_67C,4
Caviar,0x680,field_680,4
Caviar,0x684,field_684,4
Caviar,0x688,field_688,4
Caviar,0x68C,field_68C,4
Caviar,0x690,field_690,4
Caviar,0x694,field_694,4
Caviar,0x698,field_698,4
Caviar,0x69C,field_69C,4
Caviar,0x6A0,field_6A0,4
Caviar,0x6A4,field_6A4,4
Caviar,0x6A8,field_6A8,4
Caviar,0x6AC,field_6AC,4
Caviar,0x6B0,field_6B0,4
Caviar,0x6B4,field_6B4,4
Caviar,0x6B8,field_6B8,4
Caviar,0x6BC,field_6BC,4
Caviar,0x6C0,field_6C0,4
Caviar,0x6C4,field_6C4,4
Caviar,0x6C8,field_6C8,4
Caviar,0x6CC,field_6CC,4
Caviar,0x6D0,field_6D0,4
Caviar,0x6D4,field_6D4,4
Caviar,0x6D8,field_6D8,4
Caviar,0x6DC,field_6DC,4
Caviar,0x6E0,field_6E0,4
Caviar,0x6E4,field_6E4,4
Caviar,0x6E8,field_6E8,4
Caviar,0x6EC,field_6EC,4
Caviar,0x6F0,field_6F0,4
Caviar,0x6F4,field_6F4,4
Caviar,0x6F8,field_6F8,4
Caviar,0x6FC,field_6FC,4
Caviar,0x700,field_700,4
Caviar,0x704,field_704,4
Caviar,0x708,field_708,4
Caviar,0x70C,field_70C,4
Caviar,0x710,field_710,4
Caviar,0x714,field_714,4
Caviar,0x718,field_718,4
Caviar,0x71C,field_71C,4
Caviar,0x720,field_720,4
Caviar,0x724,field_724,4
Caviar,0x728,field_728,4
Caviar,0x72C,field_72C,4
Caviar,0x730,field_730,4
Caviar,0x734,field_734,4
Caviar,0x738,field_738,4
Caviar,0x73C,field_73C,4
Caviar,0x740,field_740,4
Caviar,0x744,field_744,4
Caviar,0x748,field_748,4
Caviar,0x74C,caviarData,2400
Caviar,0x10AC,field_10AC,4
Caviar,0x10B0,field_10B0,4
Caviar,0x10B4,field_10B4,4
Caviar,0x10B8,field_10B8,4
Caviar,0x10BC,field_10BC,4
Caviar,0x10C0,field_10C0,4
Caviar,0x10C4,field_10C4,4
Caviar,0x10C8,field_10C8,4
Caviar,0x10CC,field_10CC,4
Caviar,0x10D0,field_10D0,4
Caviar,0x10D4,field_10D4,4
Caviar,0x10D8,field_10D8,4
Caviar,0x10DC,field_10DC,4
Caviar,0x10E0,field_10E0,4
Caviar,0x10E4,field_10E4,4
Caviar,0x10E8,field_10E8,4
Caviar,0x10EC,field_10EC,4
Caviar,0x10F0,field_10F0,4
Caviar,0x10F4,field_10F4,4
Caviar,0x10F8,field_10F8,4
Caviar,0x10FC,field_10FC,4
Caviar,0x1100,field_1100,4
Caviar,0x1104,field_1104,4
Caviar,0x1108,field_1108,4
Caviar,0x110C,field_110C,4
Caviar,0x1110,field_1110,4
Caviar,0x1114,field_1114,4
Caviar,0x1118,field_1118,4
Caviar,0x111C,field_111C,4
Caviar,0x1120,field_1120,4
Caviar,0x1124,field_1124,4
Caviar,0x1128,field_1128,4
Caviar,0x112C,field_112C,4
Caviar,0x1130,field_1130,4
Caviar,0x1134,field_1134,4
Caviar,0x1138,field_1138,4
Caviar,0x113C,field_113C,4
Caviar,0x1140,field_1140,4
Caviar,0x1144,field_1144,4
Caviar,0x1148,field_1148,4
Caviar,0x114C,field_114C,4
Caviar,0x1150,field_1150,4
Caviar,0x1154,field_1154,4
Caviar,0x1158,field_1158,4
Caviar,0x115C,field_115C,4
Caviar,0x1160,field_1160,4
Caviar,0x1164,field_1164,4
Caviar,0x1168,field_1168,4
Caviar,0x116C,field_116C,4
Caviar,0x1170,field_1170,4
Caviar,0x1174,field_1174,4
Caviar,0x1178,field_1178,4
Caviar,0x117C,field_117C,4
Caviar,0x1180,field_1180,4
Caviar,0x1184,field_1184,4
Caviar,0x1188,field_1188,4
Caviar,0x118C,field_118C,4
Caviar,0x1190,field_1190,4
Caviar,0x1194,field_1194,4
Caviar,0x1198,field_1198,4
Caviar,0x119C,field_119C,4
Caviar,0x11A0,field_11A0,4
Caviar,0x11A4,field_11A4,4
Caviar,0x11A8,field_11A8,4
Caviar,0x11AC,field_11AC,4
Caviar,0x11B0,field_11B0,4
Caviar,0x11B4,field_11B4,4
Caviar,0x11B8,field_11B8,4
Caviar,0x11BC,field_11BC,4
Caviar,0x11C0,field_11C0,4
Caviar,0x11C4,field_11C4,4
Caviar,0x11C8,field_11C8,4
Caviar,0x11CC,field_11CC,4
Caviar,0x11D0,field_11D0,4
Caviar,0x11D4,field_11D4,4
Caviar,0x11D8,field_11D8,4
Caviar,0x11DC,field_11DC,4
Caviar,0x11E0,field_11E0,4
Caviar,0x11E4,field_11E4,4
Caviar,0x11E8,field_11E8,4
Caviar,0x11EC,field_11EC,4
Caviar,0x11F0,field_11F0,4
Caviar,0x11F4,field_11F4,4
Caviar,0x11F8,field_11F8,4
Caviar,0x11FC,field_11FC,4
Caviar,0x1200,field_1200,4
Caviar,0x1204,field_1204,4
Caviar,0x1208,field_1208,4
Caviar,0x120C,field_120C,4
Caviar,0x1210,field_1210,4
Caviar,0x1214,field_1214,4
Caviar,0x1218,field_1218,4
Caviar,0x121C,field_121C,4
Caviar,0x1220,field_1220,4
Caviar,0x1224,field_1224,4
Caviar,0x1228,field_1228,4
Caviar,0x122C,field_122C,4
Caviar,0x1230,field_1230,4
Caviar,0x1234,field_1234,4
Caviar,0x1238,field_1238,4
Caviar,0x123C,field_123C,4
Caviar,0x1240,field_1240,4
Caviar,0x1244,field_1244,4
Caviar,0x1248,field_1248,4
Caviar,0x124C,field_124C,4
Caviar,0x1250,field_1250,4
Caviar,0x1254,field_1254,4
Caviar,0x1258,field_1258,4
Caviar,0x125C,field_125C,4
Caviar,0x1260,field_1260,4
Caviar,0x1264,field_1264,4
Caviar,0x1268,field_1268,4
Caviar,0x126C,field_126C,4
Caviar,0x1270,field_1270,4
Caviar,0x1274,field_1274,4
Caviar,0x1278,field_1278,4
Caviar,0x127C,field_127C,4
Caviar,0x1280,field_1280,4
Caviar,0x1284,field_1284,4
Caviar,0x1288,field_1288,4
Caviar,0x128C,field_128C,4
Caviar,0x1290,field_1290,4
Caviar,0x1294,field_1294,4
Caviar,0x1298,field_1298,4
Caviar,0x129C,field_129C,4
Caviar,0x12A0,field_12A0,4
Caviar,0x12A4,field_12A4,4
Caviar,0x12A8,field_12A8,4
Caviar,0x12AC,field_12AC,4
Caviar,0x12B0,field_12B0,4
Caviar,0x12B4,field_12B4,4
Caviar,0x12B8,field_12B8,4
Caviar,0x12BC,field_12BC,4
Caviar,0x12C0,field_12C0,4
Caviar,0x12C4,field_12C4,4
Caviar,0x12C8,field_12C8,4
Caviar,0x12CC,field_12CC,4
Caviar,0x12D0,field_12D0,4
Caviar,0x12D4,field_12D4,4
Caviar,0x12D8,field_12D8,4
Caviar,0x12DC,field_12DC,4
Caviar,0x12E0,field_12E0,4
Caviar,0x12E4,field_12E4,4
Caviar,0x12E8,field_12E8,4
Caviar,0x12EC,field_12EC,4
Caviar,0x12F0,field_12F0,4
Caviar,0x12F4,field_12F4,4
Caviar,0x12F8,field_12F8,4
Caviar,0x12FC,field_12FC,4
Caviar,0x1300,field_1300,4
Caviar,0x1304,field_1304,4
Caviar,0x1308,field_1308,4
Caviar,0x130C,field_130C,4
Caviar,0x1310,field_1310,4
Caviar,0x1314,field_1314,4
Caviar,0x1318,field_1318,4
Caviar,0x131C,field_131C,4
Caviar,0x1320,field_1320,4
Caviar,0x1324,field_1324,4
Caviar,0x1328,field_1328,4
Caviar,0x132C,field_132C,4
Caviar,0x1330,field_1330,4
Caviar,0x1334,field_1334,4
Caviar,0x1338,field_1338,4
Caviar,0x133C,field_133C,4
Caviar,0x1340,field_1340,4
Caviar,0x1344,field_1344,4
Caviar,0x1348,field_1348,4
Caviar,0x134C,field_134C,4
Caviar,0x1350,field_1350,4
Caviar,0x1354,field_1354,4
Caviar,0x1358,field_1358,4
Caviar,0x135C,field_135C,4
Caviar,0x1360,field_1360,4
Caviar,0x1364,field_1364,4
Caviar,0x1368,field_1368,4
Caviar,0x136C,field_136C,4
Caviar,0x1370,field_1370,4
Caviar,0x1374,field_1374,4
Caviar,0x1378,field_1378,4
Caviar,0x137C,field_137C,4
Caviar,0x1380,field_1380,4
Caviar,0x1384,field_1384,4
Caviar,0x1388,field_1388,4
Caviar,0x138C,field_138C,4
Caviar,0x1390,field_1390,4
Caviar,0x1394,field_1394,4
Caviar,0x1398,field_1398,4
Caviar,0x139C,field_139C,4
Caviar,0x13A0,field_13A0,4
Caviar,0x13A4,field_13A4,4
Caviar,0x13A8,field_13A8,4
Caviar,0x13AC,field_13AC,4
Caviar,0x13B0,field_13B0,4
Caviar,0x13B4,field_13B4,4
Caviar,0x13B8,field_13B8,4
Caviar,0x13BC,field_13BC,4
Caviar,0x13C0,field_13C0,4
Caviar,0x13C4,field_13C4,4
Caviar,0x13C8,field_13C8,4
Caviar,0x13CC,field_13CC,4
Caviar,0x13D0,(sizeof),
CaviarData,0x0,field_0,4
CaviarData,0x4,fileDescriptor,4
CaviarData,0x8,field_8,4
CaviarData,0xC,(sizeof),
CleanupHandler,,(sizeof),
CleanupHandler,0x0,f,
Console,,(sizeof),
Console,,aiCursorPositionsX,128
Console,,aiCursorPositionsY,128
Console,,aoSprite2,132
Console,,cOwner,4
Console,,drawOnlyCursor,4
Console,,fUnitNotViewMode,4
Console,,field_1DD7C,4
Console,,field_1DD80,4
Console,,field_1DD84,4
Console,,field_1DD88,4
Console,,field_1DD8C,4
Console,,field_1DD90,4
Console,,field_1DD94,4
Console,,field_1DDE4,4
Console,,field_1DDE8,4
Console,,field_1DDEC,4
Console,,field_1DDF0,4
Console,,field_1DDF4,4
Console,,field_1DDF8,4
Console,,field_1DDFC,4
Console,,field_1DE00,4
Console,,field_1DE04,4
Console,,field_1DE08,4
Console,,field_1DE0C,4
Console,,field_1DE10,4
Console,,field_1DE14,4
Console,,field_1DE18,4
Console,,field_1DE1C,4
Console,,field_1DE20,4
Console,,field_1DE24,4
Console,,field_1EF4C,4
Console,,field_1EF50,4
Console,,field_21A48,4
Console,,field_21A4C,4
Console,,field_21A50,4
Console,,field_21A54,4
Console,,field_21A58,4
Console,,field_21A5C,4
Console,,field_21A60,4
Console,,field_21A64,4
Console,,field_23BC8,4
Console,,field_23BCC,4
Console,,field_23BD0,4
Console,,field_23BE0,4
Console,,field_23BE4,4
Console,,field_23BE8,4
Console,,field_23BEC,4
Console,,field_23BF0,4
Console,,field_23BF4,4
Console,,field_23BF8,4
Console,,field_23BFC,4
Console,,field_23C00,4
Console,,field_23C04,4
Console,,field_23C0C,4
Console,,field_23D10,4
Console,,field_23D14,4
Console,,field_23D18,4
Console,,field_23D1C,4
Console,,field_23D20,4
Console,,field_23D24,4
Console,,field_23D80,4
Console,,field_23D84,4
Console,,field_23D88,4
Console,,field_23D8C,4
Console,,iCursorPositionCurrent,4
Console,,iDrawToggleA,4
Console,,iDrawToggleB,4
Console,,iFont1Height,4
Console,,iFont2Height,4
Console,,iFont3Height,4
Console,,iLastZoomFactor,4
Console,,iLastZoomX2,4
Console,,iMapPixelLeft,4
Console,,iMapPixelTop,4
Console,,iMapTileLeft,4
Console,,iMapTileTop,4
Console,,iMapTilesEvenX,4
Console,,iMapTilesEvenY,4
Console,,iMapTilesOddX,4
Console,,iMapTilesOddY,4
Console,,iPixelsPerHalfTileX,4
Console,,iPixelsPerHalfTileY,4
Console,,iPixelsPerHalfTileY_2,4
Console,,iPixelsPerTileX,4
Console,,iPixelsPerTileY,4
Console,,iTileX,4
Console,,iTileY,4
Console,,iUnit,4
Console,,iWhatToDrawFlags,4
Console,,iZoomFactor,4
Console,,iZoomX12,4
Console,,iZoomX12_2,4
Console,,iZoomX2,4
Console,,iZoomX4,4
Console,,oCanvas1,1416
Console,,oCanvas2,1416
Console,,oCanvas3,1416
Console,,oCanvas4,1416
Console,,oCanvas5,1416
Console,,oFont1,40
Console,,oFont2,40
Console,,oFont3,40
Console,,oMainMenu,2916
Console,,oMainWin,2580
Console,,oSPrite4,44
Console,,oSprite1,44
Console,,oSprite3,44
Console,,oTimer,40
Console,,oWinBuffed,2580
Console,,oaClass3B,
Console,0x0,vtable,4
Console,0x4,paTilePos,4
Console,0x8,field_8,4
Console,0xC,oUnknown,
Continent,0x0,tile_count,4
Continent,0x4,open_terrain,4
Continent,0x8,world_site,4
Continent,0xC,pods,4
Continent,0x10,unk_5,4
Continent,0x14,sea_coasts,8
Continent,0x1C,(sizeof),
DefaultPref,0x0,difficulty,4
DefaultPref,0x4,faction_id,4
DefaultPref,0x8,pad,4
DefaultPref,0xC,map_type,4
DefaultPref,0x10,top_menu,4
DefaultPref,0x14,(sizeof),
Dialog,0x0,vtable,4
Dialog,0x4,heap,20
Dialog,0x18,pHeap,4
Dialog,0x1C,field_1C,4
Dialog,0x20,field_20,4
Dialog,0x24,field_24,16
Dialog,0x34,field_34,4
Dialog,0x38,field_38,4
Dialog,0x3C,field_3C,4
Dialog,0x40,field_40,4
Dialog,0x44,field_44,4
Dialog,0x48,field_48,4
Dialog,0x4C,field_4C,4
Dialog,0x50,field_50,4
Dialog,0x54,field_54,4
Dialog,0x58,field_58,4
Dialog,0x5C,field_5C,4
Dialog,0x60,field_60,4
Dialog,0x64,field_64,4
Dialog,0x68,field_68,4
Dialog,0x6C,field_6C,4
Dialog,0x70,font1,4
Dialog,0x74,font2,4
Dialog,0x78,font3,4
Dialog,0x7C,textColorA,4
Dialog,0x80,textColor2A,4
Dialog,0x84,textColor3A,4
Dialog,0x88,textColorB,4
Dialog,0x8C,textColor2B,4
Dialog,0x90,textColor3B,4
Dialog,0x94,textColorC,4
Dialog,0x98,textColor2C,4
Dialog,0x9C,textColor3C,4
Dialog,0xA0,textColorD,4
Dialog,0xA4,textColor2D,4
Dialog,0xA8,textColor3D,4
Dialog,0xAC,field_AC,4
Dialog,0xB0,field_B0,4
Dialog,0xB4,field_B4,4
Dialog,0xB8,field_B8,4
Dialog,0xBC,field_BC,4
Dialog,0xC0,field_C0,4
Dialog,0xC4,field_C4,4
Dialog,0xC8,field_C8,4
Dialog,0xCC,field_CC,4
Dialog,0xD0,field_D0,4
Dialog,0xD4,field_D4,4
Dialog,0xD8,field_D8,4
Dialog,0xDC,field_DC,4
Dialog,0xE0,field_E0,4
Dialog,0xE4,field_E4,4
Dialog,0xE8,field_E8,4
Dialog,0xEC,stateFlag,4
Dialog,0xF0,field_F0,4
Dialog,0xF4,(sizeof),
Dialogs,0x0,data,392
Dialogs,0x188,graphicWin,2580
Dialogs,0xB9C,field_B9C,4
Dialogs,0xBA0,dialog,244
Dialogs,0xC94,(sizeof),
Effect,,(sizeof),
Effect,,field_0,4
Effect,,field_8,1
Effect,,field_9,1
Effect,,field_A,1
Effect,,field_B,1
Effect,,field_C,4
Effect,,ptrTime,4
Faction,,(sizeof),
Faction,,base_count,4
Faction,,best_armor_value,4
Faction,,best_land_speed,4
Faction,,best_psi_land_defense,4
Faction,,best_psi_land_offense,4
Faction,,best_weapon_value,4
Faction,,corner_market_cost,4
Faction,,corner_market_turn,4
Faction,,eliminated_count,4
Faction,,enemy_best_armor_value,4
Faction,,enemy_best_land_speed,4
Faction,,enemy_best_psi_land_defense,4
Faction,,enemy_best_psi_land_offense,4
Faction,,enemy_best_weapon_value,4
Faction,,goals,
Faction,,goody_artifact,4
Faction,,goody_earthquake,4
Faction,,goody_opened,4
Faction,,goody_tech,4
Faction,,labs_total,4
Faction,,mil_strength_1,4
Faction,,mil_strength_2,4
Faction,,nutrient_surplus_total,4
Faction,,planet_busters,4
Faction,0x0,player_flags,4
Faction,,player_flags_ext,4
Faction,,pop_total,4
Faction,,region_base_plan,128
Faction,,region_flags,256
Faction,,region_force_rating,256
Faction,,region_good_tiles,256
Faction,,region_territory_pods,128
Faction,,region_territory_tiles,256
Faction,,region_total_bases,128
Faction,,region_total_combat_units,256
Faction,,region_total_offensive_units,128
Faction,,region_unk_5,256
Faction,,region_unk_6,128
Faction,,region_visible_tiles,256
Faction,,satellites_ODP,4
Faction,,satellites_energy,4
Faction,,satellites_mineral,4
Faction,,satellites_nutrient,4
Faction,,saved_queue_size,32
Faction,,secret_project_intel,32
Faction,,sites,
Faction,,social_effic,36
Faction,,social_support,32
Faction,,tech_achieved,4
Faction,,time_bonus_count,4
Faction,,total_combat_units,4
Faction,,units_active,512
Faction,,units_lost,1024
Faction,,units_queue,512
Faction,,unk_101,4
Faction,,unk_102,4
Faction,,unk_103,4
Faction,,unk_105,4
Faction,,unk_106,4
Faction,,unk_107,4
Faction,,unk_109,4
Faction,,unk_110,4
Faction,,unk_111,4
Faction,,unk_112,4
Faction,,unk_113,4
Faction,,unk_114,4
Faction,,unk_115,4
Faction,,unk_116,4
Faction,,unk_117,4
Faction,,unk_118,4
Faction,,unk_45,4
Faction,,unk_46,4
Faction,,unk_47,4
Faction,,unk_64,4
Faction,,unk_65,4
Faction,,unk_66,4
Faction,,unk_67,4
Faction,,unk_68,4
Faction,,unk_69,4
Faction,,unk_70,4
Faction,,unk_71,4
Faction,,unk_72,4
Faction,,unk_93,4
Faction,,unk_99,4
Faction,0x4,ranking,4
Faction,0x8,diff_level,4
Faction,0xC,base_name_offset,4
Faction,0x10,base_sea_name_offset,4
Faction,0x14,last_base_turn,4
Faction,0x18,diplo_status,32
Faction,0x38,diplo_agenda,32
Faction,0x58,diplo_friction,32
Faction,0x78,diplo_spoke,32
Faction,0x98,diplo_merc,32
Faction,0xB8,diplo_patience,8
Faction,0xC0,sanction_turns,4
Faction,0xC4,loan_balance,32
Faction,0xE4,loan_payment,32
Faction,0x104,unk_1,32
Faction,0x124,integrity_blemishes,4
Faction,0x128,diplo_reputation,4
Faction,0x12C,diplo_gifts,32
Faction,0x14C,diplo_wrongs,32
Faction,0x16C,diplo_betrayed,32
Faction,0x18C,diplo_unk_3,32
Faction,0x1AC,diplo_unk_4,32
Faction,0x1CC,traded_maps,4
Faction,0x1D0,base_governor_adv,4
Faction,0x1D4,atrocities,4
Faction,0x1D8,major_atrocities,4
Faction,0x1DC,mind_control_total,4
Faction,0x1E0,diplo_mind_control,32
Faction,0x200,diplo_stolen_techs,32
Faction,0x220,energy_credits,4
Faction,0x224,hurry_cost_total,4
Faction,0x228,SE_Politics_pending,4
Faction,0x22C,SE_Economics_pending,4
Faction,0x230,SE_Values_pending,4
Faction,0x234,SE_Future_pending,4
Faction,0x238,SE_Politics,4
Faction,0x23C,SE_Economics,4
Faction,0x240,SE_Values,4
Faction,0x244,SE_Future,4
Faction,0x248,SE_upheaval_cost_paid,4
Faction,0x24C,SE_economy_pending,4
Faction,0x250,SE_effic_pending,4
Faction,0x254,SE_support_pending,4
Faction,0x258,SE_talent_pending,4
Faction,0x25C,SE_morale_pending,4
Faction,0x260,SE_police_pending,4
Faction,0x264,SE_growth_pending,4
Faction,0x268,SE_planet_pending,4
Faction,0x26C,SE_probe_pending,4
Faction,0x270,SE_industry_pending,4
Faction,0x274,SE_research_pending,4
Faction,0x278,SE_economy,4
Faction,0x27C,SE_effic,4
Faction,0x280,SE_support,4
Faction,0x284,SE_talent,4
Faction,0x288,SE_morale,4
Faction,0x28C,SE_police,4
Faction,0x290,SE_growth,4
Faction,0x294,SE_planet,4
Faction,0x298,SE_probe,4
Faction,0x29C,SE_industry,4
Faction,0x2A0,SE_research,4
Faction,0x2A4,SE_economy_2,4
Faction,0x2A8,SE_effic_2,4
Faction,0x2AC,SE_support_2,4
Faction,0x2B0,SE_talent_2,4
Faction,0x2B4,SE_morale_2,4
Faction,0x2B8,SE_police_2,4
Faction,0x2BC,SE_growth_2,4
Faction,0x2C0,SE_planet_2,4
Faction,0x2C4,SE_probe_2,4
Faction,0x2C8,SE_industry_2,4
Faction,0x2CC,SE_research_2,4
Faction,0x2D0,SE_economy_base,4
Faction,0x2D4,SE_effic_base,4
Faction,0x2D8,SE_support_base,4
Faction,0x2DC,SE_talent_base,4
Faction,0x2E0,SE_morale_base,4
Faction,0x2E4,SE_police_base,4
Faction,0x2E8,SE_growth_base,4
Faction,0x2EC,SE_planet_base,4
Faction,0x2F0,SE_probe_base,4
Faction,0x2F4,SE_industry_base,4
Faction,0x2F8,SE_research_base,4
Faction,0x2FC,energy_surplus_total,4
Faction,0x300,facility_maint_total,4
Faction,0x304,tech_commerce_bonus,4
Faction,0x308,turn_commerce_income,4
Faction,0x30C,unk_17,4
Faction,0x310,unk_18,4
Faction,0x314,tech_fungus_nutrient,4
Faction,0x318,tech_fungus_mineral,4
Faction,0x31C,tech_fungus_energy,4
Faction,0x320,tech_fungus_unused,4
Faction,0x324,SE_alloc_psych,4
Faction,0x328,SE_alloc_labs,4
Faction,0x32C,tech_pact_shared_goals,48
Faction,0x35C,tech_ranking,4
Faction,0x360,unk_27,4
Faction,0x364,ODP_deployed,4
Faction,0x368,tech_count_transcendent,4
Faction,0x36C,tech_trade_source,92
Faction,0x3C8,tech_accumulated,4
Faction,0x3CC,tech_research_id,4
Faction,0x3D0,tech_cost,4
Faction,0x3D4,earned_techs_saved,4
Faction,0x3D8,net_random_event,4
Faction,0x3DC,AI_fight,4
Faction,0x3E0,AI_growth,4
Faction,0x3E4,AI_tech,4
Faction,0x3E8,AI_wealth,4
Faction,0x3EC,AI_power,4
Faction,0x3F0,target_x,4
Faction,0x3F4,target_y,4
Faction,0x3F8,best_mineral_output,4
Faction,0x3FC,council_call_turn,4
Faction,0x400,unk_29,44
Faction,0x42C,unk_30,44
Faction,0x458,facility_announced,12
Faction,0x464,clean_minerals_modifier,4
Faction,0x468,base_id_attack_target,4
Faction,0x46C,unk_37,4
FileFindPath,0x0,cd_path,256
FileFindPath,0x100,alt_path,256
FileFindPath,0x200,last_path,256
FileFindPath,0x300,exe_dir,256
FileFindPath,0x400,relative_path,256
FileFindPath,0x500,(sizeof),
Filemap,0x0,pvFileBuffer,4
Filemap,0x4,hFile,4
Filemap,0x8,hFileMapping,4
Filemap,0xC,iFileSize,4
Filemap,0x10,(sizeof),
FlatButton,0xAB8,field_AB8,4
FlatButton,0xABC,field_ABC,4
FlatButton,0xAC0,field_AC0,4
FlatButton,0xAC4,field_AC4,4
FlatButton,0xAC8,field_AC8,4
FlatButton,0xACC,field_ACC,4
FlatButton,0xAD0,field_AD0,4
FlatButton,0xAD4,field_AD4,4
FlatButton,0xAD8,field_AD8,4
FlatButton,0xADC,field_ADC,4
FlatButton,0xAE0,sprite0,4
FlatButton,0xAE4,field_AE4,4
FlatButton,0xAE8,field_AE8,4
FlatButton,0xAEC,field_AEC,4
FlatButton,0xAF0,field_AF0,4
FlatButton,0xAF4,field_AF4,4
FlatButton,0xAF8,field_AF8,4
FlatButton,0xAFC,field_AFC,4
FlatButton,0xB00,field_B00,4
FlatButton,0xB04,field_B04,4
FlatButton,0xB08,field_B08,4
FlatButton,0xB0C,field_B0C,4
FlatButton,0xB10,sprite1,4
FlatButton,0xB14,sprite2,4
FlatButton,0xB18,sprite3,4
FlatButton,0xB1C,field_B1C,4
FlatButton,0xB20,field_B20,4
FlatButton,0xB24,field_B24,4
FlatButton,0xB28,field_B28,4
FlatButton,0xB2C,field_B2C,4
FlatButton,0xB30,field_B30,4
FlatButton,0xB34,field_B34,4
FlatButton,0xB38,field_B38,4
FlatButton,0xB3C,field_B3C,4
FlatButton,0xB40,field_B40,4
FlatButton,0xB44,field_B44,4
FlatButton,0xB48,field_B48,4
FlatButton,0xB4C,(sizeof),
Font,,(sizeof),
Font,0x0,field_0,4
Font,,field_20,4
Font,,iAscent,4
Font,,iDescent,4
Font,,iHeight,4
Font,,iInternalLeading,4
Font,,iLineHeight,4
Font,,pszFileName,4
Font,0x4,iFlags,4
Font,0x8,hgdiobjFont,
FontQueue,0x0,font1,40
FontQueue,0x28,font2,40
FontQueue,0x50,font3,40
FontQueue,0x78,field_78,4
FontQueue,0x7C,field_7C,4
FontQueue,0x80,field_80,4
FontQueue,0x84,field_84,4
FontQueue,0x88,field_88,4
FontQueue,0x8C,field_8C,4
FontQueue,0x90,field_90,4
FontQueue,0x94,field_94,4
FontQueue,0x98,field_98,4
FontQueue,0x9C,field_9C,4
FontQueue,0xA0,(sizeof),
Goal,0x0,type,2
Goal,0x2,priority,2
Goal,0x4,x,4
Goal,0x8,y,4
Goal,0xC,base_id,4
Goal,0x10,(sizeof),
